CUSEC;dist_min_ceas_km;n_ceas_1km;n_ceas_5km;n_ceas_15km;n_ceas_30km;disp_ponderada_ceas;dist_min_especializada_km;n_especializada_1km;n_especializada_5km;n_especializada_15km;n_especializada_30km;disp_ponderada_especializada;dist_min_primaria_km;n_primaria_1km;n_primaria_5km;n_primaria_15km;n_primaria_30km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;n_infantil_y_primaria_1km;n_infantil_y_primaria_5km;n_infantil_y_primaria_15km;n_infantil_y_primaria_30km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;n_adultos_e_idiomas_1km;n_adultos_e_idiomas_5km;n_adultos_e_idiomas_15km;n_adultos_e_idiomas_30km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;n_secundaria_y_bachillerato_1km;n_secundaria_y_bachillerato_5km;n_secundaria_y_bachillerato_15km;n_secundaria_y_bachillerato_30km;disp_ponderada_secundaria_y_bachillerato;dist_min_educación_especial_km;n_educación_especial_1km;n_educación_especial_5km;n_educación_especial_15km;n_educación_especial_30km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;n_formación_profesional_1km;n_formación_profesional_5km;n_formación_profesional_15km;n_formación_profesional_30km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;n_inclusión_social_1km;n_inclusión_social_5km;n_inclusión_social_15km;n_inclusión_social_30km;disp_ponderada_inclusión_social;dist_min_población_general_km;n_población_general_1km;n_población_general_5km;n_población_general_15km;n_población_general_30km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;n_toxicomanías_y_adicciones_1km;n_toxicomanías_y_adicciones_5km;n_toxicomanías_y_adicciones_15km;n_toxicomanías_y_adicciones_30km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;n_personas_con_discapacidad_1km;n_personas_con_discapacidad_5km;n_personas_con_discapacidad_15km;n_personas_con_discapacidad_30km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;n_familia_1km;n_familia_5km;n_familia_15km;n_familia_30km;disp_ponderada_familia;dist_min_mujer_km;n_mujer_1km;n_mujer_5km;n_mujer_15km;n_mujer_30km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;n_infancia_y_juventud_1km;n_infancia_y_juventud_5km;n_infancia_y_juventud_15km;n_infancia_y_juventud_30km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;n_voluntariado_1km;n_voluntariado_5km;n_voluntariado_15km;n_voluntariado_30km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;n_personas_mayores_1km;n_personas_mayores_5km;n_personas_mayores_15km;n_personas_mayores_30km;disp_ponderada_personas_mayores;Seccion_id
0501904004;0,000;3;3;4;8;3,700;0,504;1;2;3;3;1,900;0,708;2;7;7;18;6,100;0,211;6;14;19;35;13,900;0,367;1;2;2;2;1,600;0,504;3;5;5;7;4,400;1,616;0;1;1;1;0,600;1,616;0;1;2;2;0,900;1,695;0;20;40;40;18,000;1,695;0;4;10;10;4,200;1,695;0;1;4;5;1,600;1,695;0;10;10;10;6,000;2,582;0;1;1;1;0,600;1,695;0;2;3;3;1,500;1,695;0;1;2;2;0,900;2,582;0;1;1;1;0,600;2,582;0;2;2;3;1,300;31
0501904005;0,315;2;3;4;8;3,300;0,000;1;2;3;3;1,900;0,571;2;7;7;18;6,100;0,000;7;14;19;35;14,300;0,665;1;2;2;2;1,600;0,000;4;5;5;7;4,800;1,187;0;1;1;1;0,600;1,187;0;1;2;2;0,900;1,193;0;28;40;40;20,400;1,193;0;4;10;10;4,200;1,193;0;1;4;5;1,600;1,193;0;10;10;10;6,000;2,330;0;1;1;1;0,600;1,193;0;2;3;3;1,500;1,193;0;1;2;2;0,900;2,330;0;1;1;1;0,600;2,330;0;2;2;3;1,300;32
0501904006;0,370;3;4;4;7;3,900;0,313;1;2;3;3;1,900;0,680;2;7;7;16;5,900;0,000;7;15;19;34;14,500;0,370;1;2;2;2;1,600;0,313;5;5;5;7;5,200;1,496;0;1;1;1;0,600;1,496;0;1;2;2;0,900;1,407;0;20;40;40;18,000;1,407;0;4;10;10;4,200;1,407;0;1;4;5;1,600;1,407;0;10;10;10;6,000;2,230;0;1;1;1;0,600;1,407;0;2;3;3;1,500;1,407;0;1;2;2;0,900;2,230;0;1;1;1;0,600;2,230;0;2;2;3;1,300;33
0501904008;0,256;2;3;4;8;3,300;0,571;1;2;3;3;1,900;0,000;1;7;7;18;5,700;0,571;4;14;19;35;13,100;1,045;0;2;2;2;1,200;0,256;3;5;5;7;4,400;1,031;0;1;1;1;0,600;1,031;0;1;2;2;0,900;1,432;0;28;40;40;20,400;1,432;0;4;10;10;4,200;1,432;0;1;4;5;1,600;1,432;0;10;10;10;6,000;2,881;0;1;1;1;0,600;1,432;0;2;3;3;1,500;1,432;0;1;2;2;0,900;2,881;0;1;1;1;0,600;2,881;0;2;2;3;1,300;34
0501904009;0,211;3;3;4;8;3,700;0,715;1;2;3;3;1,900;0,855;1;7;7;18;5,700;0,000;5;14;19;35;13,500;0,391;1;2;2;2;1,600;0,715;3;5;5;7;4,400;1,809;0;1;1;1;0,600;1,809;0;2;2;2;1,200;1,905;0;20;40;40;18,000;1,905;0;4;10;10;4,200;1,905;0;1;4;5;1,600;1,905;0;10;10;10;6,000;2,704;0;1;1;1;0,600;1,905;0;2;3;3;1,500;1,905;0;1;2;2;0,900;2,704;0;1;1;1;0,600;2,704;0;2;2;3;1,300;35
0501904010;0,000;2;3;4;8;3,300;0,315;1;2;3;3;1,900;0,256;1;7;7;18;5,700;0,315;6;14;19;35;13,900;0,853;1;2;2;2;1,600;0,000;4;5;5;7;4,800;1,061;0;1;1;1;0,600;1,061;0;1;2;2;0,900;1,294;0;28;40;40;20,400;1,294;0;4;10;10;4,200;1,294;0;1;4;5;1,600;1,294;0;10;10;10;6,000;2,631;0;1;1;1;0,600;1,294;0;2;3;3;1,500;1,294;0;1;2;2;0,900;2,631;0;1;1;1;0,600;2,631;0;2;2;3;1,300;36
0501904011;1,061;0;3;4;8;2,500;1,187;0;2;3;3;1,500;0,000;3;7;7;20;6,700;0,000;2;14;19;39;12,700;0,863;1;2;2;2;1,600;1,061;0;5;5;9;3,400;0,000;1;1;1;1;1,000;0,000;1;1;2;2;1,300;0,863;12;28;40;40;25,200;0,863;4;4;10;10;5,800;0,863;1;1;4;5;2,000;0,863;9;10;10;10;9,600;2,839;0;1;1;1;0,600;0,863;1;2;3;3;1,900;0,863;1;1;2;2;1,300;2,839;0;1;1;1;0,600;2,839;0;2;2;3;1,300;37
0501904012;3,490;0;3;4;7;2,400;3,721;0;2;3;3;1,500;2,618;0;7;7;18;5,300;2,618;0;12;18;39;11,100;3,302;0;2;2;3;1,300;3,490;0;5;5;11;3,600;2,618;0;1;1;1;0,600;2,618;0;1;2;2;0,900;2,844;0;20;40;40;18,000;3,302;0;4;10;10;4,200;3,302;0;1;4;5;1,600;3,302;0;9;10;10;5,700;5,306;0;0;1;1;0,300;3,302;0;1;3;3;1,200;3,302;0;1;2;2;0,900;5,306;0;0;1;1;0,300;5,306;0;0;2;4;0,800;38
0501904013;5,482;0;0;4;9;1,700;5,793;0;0;3;3;0,900;5,228;0;0;7;16;3,000;4,174;0;1;17;40;7,700;6,028;0;0;2;3;0,700;5,482;0;0;5;8;1,800;5,459;0;0;1;1;0,300;5,459;0;0;2;2;0,600;1,657;0;8;39;40;14,200;6,309;0;0;9;10;2,800;6,309;0;0;4;5;1,300;6,309;0;0;10;10;3,000;8,101;0;0;1;1;0,300;6,309;0;0;3;3;0,900;6,309;0;0;2;2;0,600;8,101;0;0;1;1;0,300;8,101;0;0;2;3;0,700;39
0501904014;4,670;0;1;4;9;2,000;4,983;0;1;3;3;1,200;4,363;0;2;7;18;3,800;4,363;0;3;17;38;8,100;5,223;0;0;2;3;0,700;4,670;0;3;5;10;2,900;4,363;0;1;1;1;0,600;4,363;0;1;2;2;0,900;0,000;8;8;39;40;17,400;5,223;0;0;10;10;3,000;5,223;0;0;4;5;1,300;5,223;0;0;10;10;3,000;7,165;0;0;1;1;0,300;5,223;0;0;3;3;0,900;5,223;0;0;2;2;0,600;7,165;0;0;1;1;0,300;7,165;0;0;2;4;0,800;40
0501905001;0,580;3;4;4;7;3,900;0,324;2;2;3;3;2,300;0,570;4;7;7;16;6,700;0,213;10;15;19;34;15,700;0,537;1;2;2;2;1,600;0,324;5;5;5;7;5,200;1,422;0;1;1;1;0,600;1,422;0;1;2;2;0,900;1,230;0;20;40;40;18,000;1,230;0;4;10;10;4,200;1,230;0;1;4;5;1,600;1,230;0;10;10;10;6,000;2,052;0;1;1;1;0,600;1,230;0;2;3;3;1,500;1,230;0;1;2;2;0,900;2,052;0;1;1;1;0,600;2,052;0;2;2;3;1,300;41
0501905002;0,754;3;4;4;7;3,900;0,451;2;2;3;3;2,300;0,557;3;7;7;16;6,300;0,245;9;15;19;35;15,400;0,764;1;2;2;2;1,600;0,245;4;5;5;7;4,800;1,343;0;1;1;1;0,600;1,343;0;1;2;2;0,900;1,026;0;20;40;40;18,000;1,026;0;4;10;10;4,200;1,026;0;1;4;5;1,600;1,026;0;10;10;10;6,000;1,879;0;1;1;1;0,600;1,026;0;2;3;3;1,500;1,026;0;1;2;2;0,900;1,879;0;1;1;1;0,600;1,879;0;2;2;3;1,300;42
0501905003;0,954;1;4;4;7;3,100;0,324;2;2;3;3;2,300;0,324;5;7;7;14;6,900;0,310;9;15;19;35;15,400;0,645;1;2;2;2;1,600;0,310;4;5;5;7;4,800;1,160;0;1;1;1;0,600;1,160;0;1;2;2;0,900;0,645;12;20;40;40;22,800;0,645;4;4;10;10;5,800;0,645;1;1;4;5;2,000;0,645;9;10;10;10;9,600;1,766;0;1;1;1;0,600;0,645;1;2;3;3;1,900;0,645;1;1;2;2;1,300;1,766;0;1;1;1;0,600;1,766;0;2;2;3;1,300;43
0501905004;1,294;0;3;4;7;2,400;0,626;1;2;3;3;1,900;0,000;5;7;7;16;7,100;0,000;4;14;19;36;13,200;0,000;1;2;2;2;1,600;0,950;1;5;5;8;3,700;0,863;1;1;1;1;1,000;0,863;1;1;2;2;1,300;0,000;12;20;40;40;22,800;0,000;4;4;10;10;5,800;0,000;1;1;4;5;2,000;0,000;9;10;10;10;9,600;2,023;0;1;1;1;0,600;0,000;1;2;3;3;1,900;0,000;1;1;2;2;1,300;2,023;0;1;1;1;0,600;2,023;0;2;2;3;1,300;44
0501905005;0,721;1;3;4;7;2,800;0,615;2;2;3;3;2,300;0,583;6;7;7;14;7,300;0,583;7;14;19;35;14,300;0,583;1;2;2;2;1,600;0,615;4;5;5;7;4,800;0,787;1;1;1;1;1,000;0,787;1;1;2;2;1,300;0,583;12;20;40;40;22,800;0,583;4;4;10;10;5,800;0,583;1;1;4;5;2,000;0,583;9;10;10;10;9,600;2,152;0;1;1;1;0,600;0,583;1;2;3;3;1,900;0,583;1;1;2;2;1,300;2,152;0;1;1;1;0,600;2,152;0;2;2;3;1,300;45
0501905006;3,026;0;3;4;8;2,500;2,837;0;2;3;3;1,500;1,964;0;7;7;18;5,300;1,964;0;14;19;40;12,000;2,219;0;2;2;3;1,300;3,026;0;5;5;12;3,700;1,964;0;1;1;1;0,600;1,964;0;1;2;2;0,900;2,219;0;28;40;40;20,400;2,219;0;4;10;10;4,200;2,219;0;1;4;5;1,600;2,219;0;10;10;10;6,000;3,998;0;1;1;1;0,600;2,219;0;2;3;3;1,500;2,219;0;1;2;2;0,900;3,998;0;1;1;1;0,600;3,998;0;2;2;4;1,400;46
0501906001;0,613;2;4;4;7;3,500;0,893;2;2;3;3;2,300;0,000;3;7;7;16;6,300;0,000;11;15;19;35;16,200;0,726;1;2;2;2;1,600;0,474;4;5;5;7;4,800;1,900;0;1;1;1;0,600;1,900;0;1;2;2;0,900;1,475;0;20;40;40;18,000;1,475;0;4;10;10;4,200;1,475;0;1;4;5;1,600;1,475;0;10;10;10;6,000;1,603;0;1;1;1;0,600;1,475;0;2;3;3;1,500;1,475;0;1;2;2;0,900;1,603;0;1;1;1;0,600;1,603;0;2;2;3;1,300;47
0501906002;1,278;0;4;4;7;2,700;0,000;1;2;3;3;1,900;0,000;5;7;7;14;6,900;0,000;6;15;19;35;14,200;0,626;1;2;2;2;1,600;0,468;1;5;5;7;3,600;1,348;0;1;1;1;0,600;1,348;0;1;2;2;0,900;0,626;12;20;40;40;22,800;0,626;4;4;10;10;5,800;0,626;1;1;4;5;2,000;0,626;9;10;10;10;9,600;1,502;0;1;1;1;0,600;0,626;1;2;3;3;1,900;0,626;1;1;2;2;1,300;1,502;0;1;1;1;0,600;1,502;0;2;2;3;1,300;48
0501906003;4,468;0;2;4;8;2,200;3,699;0;2;3;3;1,500;3,261;0;7;7;16;5,100;3,261;0;12;19;38;11,200;3,261;0;1;2;3;1,000;4,146;0;4;5;12;3,400;3,521;0;1;1;1;0,600;3,521;0;1;2;2;0,900;3,261;0;20;40;40;18,000;3,261;0;4;10;10;4,200;3,261;0;1;4;5;1,600;3,261;0;10;10;10;6,000;4,186;0;1;1;1;0,600;3,261;0;2;3;3;1,500;3,261;0;1;2;2;0,900;4,186;0;1;1;1;0,600;4,186;0;2;2;4;1,400;49
0501906004;0,832;1;4;4;7;3,100;0,790;1;2;3;3;1,900;0,230;3;7;7;16;6,300;0,219;9;15;19;35;15,400;0,947;1;2;2;2;1,600;0,473;2;5;5;7;4,000;1,899;0;1;1;1;0,600;1,899;0;1;2;2;0,900;1,377;0;20;40;40;18,000;1,377;0;4;10;10;4,200;1,377;0;1;4;5;1,600;1,377;0;10;10;10;6,000;1,392;0;1;1;1;0,600;1,377;0;2;3;3;1,500;1,377;0;1;2;2;0,900;1,392;0;1;1;1;0,600;1,392;0;2;2;3;1,300;50
0501906005;0,849;1;4;4;7;3,100;0,957;1;2;3;3;1,900;0,349;3;7;7;16;6,300;0,000;7;15;19;35;14,600;1,062;0;2;2;2;1,200;0,534;2;5;5;7;4,000;2,116;0;1;1;1;0,600;2,116;0;1;2;2;0,900;1,272;0;20;40;40;18,000;1,565;0;4;10;10;4,200;1,565;0;1;4;5;1,600;1,272;0;10;10;10;6,000;1,272;0;1;1;1;0,600;1,272;0;2;3;3;1,500;1,565;0;1;2;2;0,900;1,272;0;1;1;1;0,600;1,272;0;2;2;3;1,300;51
0501906008;1,424;0;4;4;7;2,700;1,175;0;3;3;3;1,800;0,964;1;7;7;15;5,400;0,000;5;15;19;33;13,600;1,679;0;2;2;2;1,200;1,042;0;5;5;7;3,200;2,499;0;1;1;1;0,600;2,499;0;1;2;2;0,900;0,674;8;20;40;40;21,200;1,789;0;4;10;10;4,200;1,789;0;1;4;5;1,600;0,674;1;10;10;10;6,400;0,674;1;1;1;1;1,000;0,674;1;2;3;3;1,900;1,789;0;1;2;2;0,900;0,674;1;1;1;1;1,000;0,674;2;2;2;3;2,100;52
0501906009;0,939;1;4;4;7;3,100;0,591;2;2;3;3;2,300;0,344;3;7;7;16;6,300;0,236;11;15;19;35;16,200;0,937;1;2;2;2;1,600;0,236;4;5;5;7;4,800;1,663;0;1;1;1;0,600;1,663;0;1;2;2;0,900;1,151;0;20;40;40;18,000;1,151;0;4;10;10;4,200;1,151;0;1;4;5;1,600;1,151;0;10;10;10;6,000;1,493;0;1;1;1;0,600;1,151;0;2;3;3;1,500;1,151;0;1;2;2;0,900;1,493;0;1;1;1;0,600;1,493;0;2;2;3;1,300;53
0501906010;1,202;0;4;4;7;2,700;0,545;1;2;3;3;1,900;0,545;3;7;7;14;6,100;0,232;7;15;19;35;14,600;1,171;0;2;2;2;1,200;0,494;2;5;5;7;4,000;1,832;0;1;1;1;0,600;1,832;0;1;2;2;0,900;1,156;0;20;40;40;18,000;1,171;0;4;10;10;4,200;1,171;0;1;4;5;1,600;1,156;0;10;10;10;6,000;1,156;0;1;1;1;0,600;1,156;0;2;3;3;1,500;1,171;0;1;2;2;0,900;1,156;0;1;1;1;0,600;1,156;0;2;2;3;1,300;54
0501906011;13,587;0;0;4;8;1,600;10,577;0;0;3;3;0,900;12,318;0;0;9;17;3,500;10,732;0;0;18;34;7,000;12,318;0;0;2;4;0,800;13,088;0;0;6;11;2,300;12,685;0;0;1;1;0,300;12,685;0;0;1;2;0,400;5,235;0;0;29;40;9,800;0,000;1;1;5;10;2,700;12,318;0;0;1;4;0,600;12,318;0;0;10;10;3,000;12,459;0;0;1;1;0,300;12,318;0;0;2;3;0,700;12,318;0;0;1;2;0,400;12,459;0;0;1;1;0,300;12,459;0;0;2;3;0,700;55
0501906012;2,097;0;4;4;7;2,700;1,502;0;3;3;3;1,800;1,502;0;7;7;13;4,800;0,674;2;15;19;33;12,400;2,023;0;2;2;2;1,200;1,647;0;5;5;7;3,200;2,839;0;1;1;1;0,600;2,839;0;1;2;2;0,900;0,000;8;20;40;40;21,200;2,023;0;4;10;10;4,200;2,023;0;1;4;5;1,600;0,000;1;10;10;10;6,400;0,000;1;1;1;1;1,000;0,000;1;2;3;3;1,900;2,023;0;1;2;2;0,900;0,000;1;1;1;1;1,000;0,000;2;2;2;3;2,100;56
0501906013;3,580;0;1;4;5;1,600;0,000;1;1;3;3;1,600;5,507;0;0;7;14;2,800;3,580;0;3;19;31;7,800;5,808;0;0;2;2;0,600;5,783;0;0;5;8;1,800;6,664;0;0;1;1;0,300;6,664;0;0;2;2;0,600;4,186;0;8;40;40;14,400;5,808;0;0;10;10;3,000;5,808;0;0;4;4;1,200;4,186;0;1;10;10;3,300;4,186;0;1;1;1;0,600;4,186;0;1;3;4;1,300;5,808;0;0;2;2;0,600;4,186;0;1;1;1;0,600;4,186;0;2;2;2;1,200;57
0501906014;2,080;0;4;4;6;2,600;0,808;1;3;3;3;2,200;0,808;2;7;7;14;5,700;0,808;1;15;19;35;12,200;1,053;0;2;2;2;1,200;1,226;0;5;5;8;3,300;1,915;0;1;1;1;0,600;1,915;0;1;2;2;0,900;1,053;0;20;40;40;18,000;1,053;0;4;10;10;4,200;1,053;0;1;4;5;1,600;1,053;0;10;10;10;6,000;1,115;0;1;1;1;0,600;1,053;0;2;3;3;1,500;1,053;0;1;2;2;0,900;1,115;0;1;1;1;0,600;1,115;0;2;2;3;1,300;58
0502101001;1,917;0;1;1;4;0,900;20,375;0;0;0;1;0,100;1,917;0;2;2;8;1,800;0,000;2;2;3;20;4,000;1,917;0;1;1;2;0,700;1,917;0;1;1;5;1,000;66,197;0;0;0;0;0,000;19,828;0;0;0;1;0,100;0,000;3;3;3;6;3,300;68,042;0;0;0;0;0,000;64,914;0;0;0;0;0,000;0,000;5;5;5;5;5,000;68,042;0;0;0;0;0,000;0,000;1;1;1;1;1,000;66,667;0;0;0;0;0,000;68,025;0;0;0;0;0,000;25,991;0;0;0;2;0,200;59
0502101002;0,000;1;1;1;4;1,300;22,270;0;0;0;1;0,100;0,000;2;2;2;6;2,400;1,917;0;2;3;20;3,200;0,000;1;1;1;2;1,100;0,000;1;1;1;5;1,400;66,556;0;0;0;0;0,000;21,724;0;0;0;1;0,100;1,917;0;3;3;6;2,100;68,427;0;0;0;0;0,000;65,248;0;0;0;0;0,000;1,917;0;5;5;5;3,000;68,427;0;0;0;0;0,000;1,917;0;1;1;1;0,600;66,980;0;0;0;0;0,000;68,343;0;0;0;0;0,000;24,584;0;0;0;1;0,100;60
0502201001;12,025;0;0;2;11;1,500;19,592;0;0;0;3;0,300;9,325;0;0;3;16;2,200;9,325;0;0;10;44;6,400;12,582;0;0;1;4;0,600;11,388;0;0;3;12;1,800;18,568;0;0;0;1;0,100;18,568;0;0;0;2;0,200;15,133;0;0;0;41;4,100;19,256;0;0;0;10;1,000;11,388;0;0;1;5;0,700;19,256;0;0;0;10;1,000;21,228;0;0;0;1;0,100;19,256;0;0;0;3;0,300;19,256;0;0;0;2;0,200;21,228;0;0;0;1;0,100;19,204;0;0;0;6;0,600;61
0502201002;8,125;0;0;4;9;1,700;28,648;0;0;0;2;0,200;0,000;1;1;5;14;3,100;0,000;2;2;14;36;7,800;8,125;0;0;2;4;0,800;7,398;0;0;4;11;1,900;27,682;0;0;0;1;0,100;27,682;0;0;0;1;0,100;11,435;0;0;1;21;2,300;28,411;0;0;0;5;0,500;7,398;0;0;1;2;0,400;28,411;0;0;0;9;0,900;30,409;0;0;0;0;0,000;28,411;0;0;0;1;0,100;28,411;0;0;0;1;0,100;30,409;0;0;0;0;0,000;10,009;0;0;1;4;0,600;62
0502301001;9,199;0;0;1;5;0,700;25,162;0;0;0;1;0,100;10,576;0;0;4;18;2,600;9,199;0;0;3;25;3,100;18,023;0;0;0;4;0,400;14,754;0;0;1;6;0,800;50,472;0;0;0;0;0,000;25,454;0;0;0;1;0,100;42,966;0;0;0;0;0,000;25,162;0;0;0;4;0,400;42,966;0;0;0;0;0,000;47,914;0;0;0;0;0,000;25,162;0;0;0;1;0,100;21,826;0;0;0;1;0,100;42,966;0;0;0;0;0,000;47,914;0;0;0;0;0,000;5,657;0;0;2;4;0,800;63
0502401001;10,917;0;0;2;4;0,800;11,648;0;0;1;1;0,300;10,268;0;0;4;8;1,600;9,110;0;0;11;23;4,500;10,770;0;0;2;2;0,600;10,917;0;0;3;5;1,100;61,941;0;0;0;0;0,000;11,107;0;0;1;1;0,300;9,110;0;0;3;7;1,300;63,659;0;0;0;0;0,000;60,781;0;0;0;0;0,000;9,110;0;0;5;5;1,500;63,659;0;0;0;0;0,000;9,110;0;0;1;1;0,300;62,610;0;0;0;0;0,000;63,659;0;0;0;0;0,000;20,296;0;0;0;1;0,100;64
0502501001;8,922;0;0;1;4;0,600;41,103;0;0;0;0;0,000;8,922;0;0;2;10;1,400;8,922;0;0;2;11;1,500;26,924;0;0;0;1;0,100;8,922;0;0;1;2;0,400;52,674;0;0;0;0;0,000;41,913;0;0;0;0;0,000;28,114;0;0;0;3;0,300;50,682;0;0;0;0;0,000;50,682;0;0;0;0;0,000;28,114;0;0;0;5;0,500;54,735;0;0;0;0;0,000;28,114;0;0;0;1;0,100;50,682;0;0;0;0;0,000;53,773;0;0;0;0;0,000;18,741;0;0;0;2;0,200;65
0502601001;6,660;0;0;1;4;0,600;27,214;0;0;0;1;0,100;9,451;0;0;4;13;2,100;5,438;0;0;3;21;2,700;21,812;0;0;0;4;0,400;12,973;0;0;1;4;0,600;50,684;0;0;0;0;0,000;27,249;0;0;0;1;0,100;42,926;0;0;0;0;0,000;27,214;0;0;0;4;0,400;42,926;0;0;0;0;0,000;48,236;0;0;0;0;0,000;27,214;0;0;0;1;0,100;24,296;0;0;0;1;0,100;42,926;0;0;0;0;0,000;48,236;0;0;0;0;0,000;9,163;0;0;2;4;0,800;66
0502701001;13,207;0;0;1;6;0,800;15,071;0;0;0;3;0,300;8,771;0;0;2;17;2,100;7,739;0;0;5;30;4,000;17,467;0;0;0;4;0,400;16,750;0;0;0;9;0,900;19,007;0;0;0;1;0,100;17,470;0;0;0;2;0,200;11,983;0;0;11;40;6,200;11,983;0;0;5;10;2,000;11,983;0;0;3;4;1,000;16,423;0;0;0;10;1,000;16,423;0;0;0;1;0,100;11,983;0;0;1;4;0,600;11,983;0;0;1;2;0,400;16,423;0;0;0;1;0,100;16,423;0;0;0;5;0,500;67
0502901001;12,880;0;0;2;4;0,800;34,508;0;0;0;0;0,000;5,530;0;0;2;13;1,700;5,530;0;0;5;18;2,800;20,844;0;0;0;3;0,300;5,530;0;0;1;4;0,600;42,471;0;0;0;0;0,000;34,771;0;0;0;0;0,000;34,663;0;0;0;0;0,000;34,508;0;0;0;0;0,000;34,663;0;0;0;0;0,000;40,064;0;0;0;0;0,000;34,508;0;0;0;0;0,000;19,094;0;0;0;1;0,100;34,663;0;0;0;0;0,000;40,064;0;0;0;0;0,000;5,530;0;0;2;4;0,800;68
0503001001;8,443;0;0;4;7;1,500;4,867;0;1;3;3;1,200;8,941;0;0;7;16;3,000;8,443;0;0;18;29;6,500;8,941;0;0;2;2;0,600;9,365;0;0;5;9;1,900;9,639;0;0;1;1;0,300;9,639;0;0;1;2;0,400;3,333;0;1;40;40;12,300;6,261;0;0;10;10;3,000;8,941;0;0;4;4;1,200;8,128;0;0;10;10;3,000;8,128;0;0;1;1;0,300;8,128;0;0;3;4;1,000;8,941;0;0;2;2;0,600;8,128;0;0;1;1;0,300;8,128;0;0;2;3;0,700;69
0503301001;12,786;0;0;2;4;0,800;40,408;0;0;0;0;0,000;10,908;0;0;4;12;2,000;9,957;0;0;5;14;2,400;9,957;0;0;1;1;0,300;13,211;0;0;1;3;0,500;41,581;0;0;0;0;0,000;35,979;0;0;0;0;0,000;33,801;0;0;0;0;0,000;33,801;0;0;0;0;0,000;33,801;0;0;0;0;0,000;40,330;0;0;0;0;0,000;40,330;0;0;0;0;0,000;33,801;0;0;0;0;0,000;33,801;0;0;0;0;0,000;40,330;0;0;0;0;0,000;17,575;0;0;0;2;0,200;70
0503401001;7,988;0;0;1;4;0,600;16,653;0;0;0;1;0,100;4,493;0;2;2;16;2,600;5,794;0;0;4;29;3,700;17,662;0;0;0;3;0,300;19,305;0;0;0;5;0,500;60,587;0;0;0;0;0,000;16,390;0;0;0;1;0,100;48,366;0;0;0;0;0,000;16,653;0;0;0;4;0,400;53,567;0;0;0;0;0,000;54,266;0;0;0;0;0,000;16,653;0;0;0;1;0,100;31,457;0;0;0;0;0,000;53,567;0;0;0;0;0,000;57,083;0;0;0;0;0,000;15,053;0;0;0;4;0,400;71
0503501001;5,376;0;0;1;7;0,900;19,640;0;0;0;3;0,300;17,591;0;0;0;17;1,700;5,376;0;0;2;30;3,400;21,043;0;0;0;4;0,400;17,591;0;0;0;10;1,000;25,951;0;0;0;1;0,100;25,951;0;0;0;2;0,200;20,024;0;0;0;32;3,200;21,975;0;0;0;10;1,000;21,975;0;0;0;4;0,400;23,132;0;0;0;10;1,000;23,132;0;0;0;1;0,100;10,067;0;0;1;4;0,600;21,975;0;0;0;2;0,200;23,132;0;0;0;1;0,100;21,031;0;0;0;5;0,500;72
0503601001;13,142;0;0;1;6;0,800;25,307;0;0;0;3;0,300;12,960;0;0;2;13;1,700;9,276;0;0;4;28;3,600;15,733;0;0;0;4;0,400;12,960;0;0;1;8;1,000;30,700;0;0;0;0;0,000;30,204;0;0;0;0;0,000;24,640;0;0;0;32;3,200;24,640;0;0;0;9;0,900;24,640;0;0;0;4;0,400;27,905;0;0;0;10;1,000;27,905;0;0;0;1;0,100;4,333;0;1;1;4;0,900;24,640;0;0;0;2;0,200;27,905;0;0;0;1;0,100;14,883;0;0;1;5;0,700;73
0503701001;11,280;0;0;1;5;0,700;28,644;0;0;0;1;0,100;11,280;0;0;2;10;1,400;12,801;0;0;2;15;1,900;11,280;0;0;1;2;0,400;11,280;0;0;1;4;0,600;73,162;0;0;0;0;0,000;29,071;0;0;0;1;0,100;12,801;0;0;3;3;0,900;71,695;0;0;0;0;0,000;63,513;0;0;0;0;0,000;12,801;0;0;5;5;1,500;74,735;0;0;0;0;0,000;12,801;0;0;1;1;0,300;71,695;0;0;0;0;0,000;74,735;0;0;0;0;0,000;13,353;0;0;1;2;0,400;74
0503801001;11,496;0;0;1;3;0,500;38,574;0;0;0;0;0,000;11,496;0;0;2;8;1,200;11,496;0;0;2;11;1,500;30,765;0;0;0;0;0,000;11,496;0;0;1;1;0,300;49,235;0;0;0;0;0,000;40,304;0;0;0;0;0,000;32,160;0;0;0;0;0,000;45,228;0;0;0;0;0,000;45,228;0;0;0;0;0,000;32,160;0;0;0;0;0,000;49,933;0;0;0;0;0,000;32,160;0;0;0;0;0,000;45,228;0;0;0;0;0,000;49,933;0;0;0;0;0,000;12,974;0;0;1;2;0,400;75
