CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;pct_reformado_2000;Seccion_id
0500101001;260;232,915;1958;0,02;0,64;3,11;1
0500201001;2308;148,67;1987;0,01;0,55;0,58;2
0500201002;2234;137,8;1985;0,01;0,59;0,43;3
0500501001;158;251,241;1974;0,02;0,66;11,89;4
0500701001;159;191,321;1976;0,02;0,51;19,12;5
0500801001;152;265,704;1953;0,02;0,63;13,04;6
0501001001;288;169,167;1973;0,02;0,48;10,08;7
0501201001;201;160,881;1981;0,02;0,52;9,71;8
0501301001;1234;167,006;1980;0,01;0,63;5,06;9
0501401001;1584;131,687;1984;0,01;0,67;2,28;3527
0501401002;635;135,698;1975;0,02;0,73;3,39;3528
0501402001;806;147,33;1974;0,02;0,69;3,48;10
0501402002;1889;142,255;1988;0,01;0,59;1,68;11
0501403001;1788;165,937;1990;0,02;0,75;3,22;12
0501501001;156;147,09;1979;0,02;0,62;9,09;13
0501601001;680;148,944;1974;0,02;0,75;22,2;14
0501602001;1329;139,6;1985;0,01;0,71;5,56;15
0501602002;600;110,047;1982;0,01;0,29;0;16
0501602003;885;127,145;1986;0,01;0,43;2,75;17
0501602004;616;147,167;1991;0,01;0,55;0,26;18
0501602005;816;187,477;1999;0,01;0,61;1,51;19
0501701001;115;244,487;1965;0,02;0,66;31,43;20
0501801001;111;142,333;1979;0,02;0,45;45,88;21
0501901001;945;131,87;1974;0,02;0,89;6,89;22
0501901002;991;149,018;1982;0,02;0,65;2,1;23
0501902001;1169;141,849;1986;0,01;0,67;2,86;24
0501902002;734;130,308;1973;0;0,33;0,14;25
0501903001;785;169,306;1982;0,01;0,49;1,09;26
0501903002;735;221,113;1992;0,01;0,39;2,76;27
0501904001;1027;125,734;1986;0,02;0,61;2,53;28
0501904002;929;119,102;1982;0,01;0,67;2,14;29
0501904003;592;106,926;1983;0;0,24;0;30
0501904004;650;94,963;1976;0,01;0,23;0,48;31
0501904005;671;93,06;1977;0;0,2;0;32
0501904006;861;103,113;1980;0,01;0,4;1,09;33
0501904008;1106;143,835;1996;0,01;0,38;0;34
0501904009;692;116,981;1988;0;0,19;0;35
0501904010;459;104,331;1992;0;0,24;0;36
0501904011;1326;122,825;2002;0;0,22;0;37
0501904012;985;147,472;2008;0;0,44;0;38
0501904013;445;160,939;2005;0;0,51;0;39
0501904014;996;120,308;2005;0;0,24;0;40
0501905001;939;103,431;1981;0,01;0,33;0;41
0501905002;1006;119,877;1980;0,01;0,44;0,68;42
0501905003;764;111,429;1980;0,01;0,49;0,58;43
0501905004;1282;112,257;1992;0,01;0,31;2,28;44
0501905005;902;111,939;1988;0,01;0,32;0,51;45
0501905006;1844;107,305;2006;0;0,25;;46
0501906001;587;126,613;1979;0,01;0,41;0;47
0501906002;1899;100,037;1977;0,01;0,46;0,96;48
0501906003;828;198,356;2008;0;0,34;0;49
0501906004;616;87,198;1967;0,01;0,31;0,49;50
0501906005;829;84,762;1970;0,01;0,35;0,37;51
0501906006;1151;100,5;1966;0,01;0,37;0,18;3497
0501906008;618;105,215;1979;0,01;0,36;0;52
0501906009;494;130,294;1974;0,01;0,39;0;53
0501906010;548;125,865;1985;0;0,31;0,18;54
0501906011;755;266,799;1992;0,02;0,54;7,39;55
0501906012;924;178,894;2003;0;0,32;0;56
0501906013;1567;147,83;2003;0,01;0,45;7,41;57
0501906014;606;186,474;1999;0;0,55;0;58
0502101001;1406;155,93;1979;0,02;0,74;5,96;59
0502101002;985;126,425;1988;0,01;0,71;0,45;60
0502201001;908;165,181;1983;0,01;0,59;2,89;61
0502201002;1405;153,547;1981;0,01;0,64;4,62;62
0502301001;136;239,272;1965;0,01;0,7;32,5;63
0502401001;606;172,597;1974;0,02;0,56;12,55;64
0502501001;184;164,505;1987;0,02;0,62;10,37;65
0502601001;143;217,804;1953;0,02;0,67;22,63;66
0502701001;264;236,284;1973;0,02;0,6;35,64;67
0502901001;101;270,931;1957;0,02;0,6;28,57;68
0503001001;85;193,024;1971;0,01;0,65;25,76;69
0503301001;184;233,136;1970;0,02;0,66;28,05;70
0503401001;20;186,4;1979;0,02;0,51;25;71
0503501001;244;201,455;1970;0,01;0,6;22,83;72
0503601001;144;253,951;1962;0,01;0,54;6,82;73
0503701001;737;160,052;1979;0,01;0,55;6,53;74
0503801001;347;167,744;1983;0,02;0,6;15,59;75
0503901001;73;198,26;1984;0,02;0,71;23,64;76
0504001001;106;212,943;1937;0,02;0,72;23,4;77
0504101001;1651;153,861;1982;0,01;0,6;4,45;78
0504201001;115;241,487;1964;0,01;0,62;20,59;79
0504301001;97;258,062;1962;0,02;0,64;32,58;80
0504401001;471;191,616;1966;0,01;0,64;14,02;81
0504501001;90;241,456;1972;0,02;0,5;22,73;82
0504601001;30;322,8;1959;0,02;0,49;24;83
0504701001;1141;135,34;1968;0,02;0,63;3,72;84
0504703001;1639;150,137;1986;0,02;0,77;5,26;85
0504703002;2272;146,861;1988;0,01;0,71;3,64;86
0504703003;608;131,002;1982;0,01;0,73;3,36;87
0504801001;111;253,748;1962;0,01;0,69;21,15;88
0504901001;399;232,514;1965;0,02;0,5;9,9;89
0505101001;305;167,485;1970;0,01;0,58;22,18;90
0505201001;169;190,538;1974;0,02;0,57;27,07;91
0505301001;172;117,826;1938;0,03;0,53;12,88;92
0505401001;2265;145,229;1980;0,01;0,57;4,59;93
0505501001;1057;133,833;1969;0,01;0,59;3,67;94
0505601001;77;247,026;1943;0,01;0,62;10,81;95
0505701001;553;155,067;1972;0,02;0,6;2,63;96
0505702001;925;139,703;1959;0,02;0,61;6,02;97
0505702002;1220;188,786;1985;0,01;0,59;0,76;98
0505801001;187;152,647;1977;0,02;0,62;20,71;99
0505901001;132;217,523;1947;0,02;0,57;31,19;100
0506001001;80;269,888;1968;0,02;0,6;25;101
0506101001;327;183,719;1989;0,02;0,52;4,95;102
0506201001;165;270,855;1971;0,02;0,57;29,53;103
0506301001;68;156,044;1970;0,02;0,5;25;104
0506401001;79;273,823;1961;0,02;0,55;26,32;105
0506501001;384;266,464;1960;0,01;0,67;20,06;106
0506601001;732;159,747;1983;0,01;0,57;6,77;107
0506701001;124;175,113;1962;0,02;0,5;3,96;108
0506901001;50;301,74;1960;0,01;0,51;10,2;109
0507001001;28;256,75;1928;0,01;0,62;35,71;110
0507201001;70;276,829;1958;0,02;0,54;14,04;111
0507301001;314;248,535;1954;0,02;0,71;24,73;112
0507401001;584;177,08;1974;0,02;0,75;22,4;113
0507501001;191;156,791;1974;0,02;0,6;6,52;114
0507601001;427;188;1991;0,02;0,59;6,02;115
0507701001;116;241,362;1962;0,02;0,56;31,13;116
0507801001;120;298,133;1971;0,02;0,67;30,28;117
0507901001;209;151,794;1953;0,02;0,48;21,16;118
0508001001;164;194,037;1955;0,02;0,67;12,24;119
0508101001;68;161,412;1980;0,02;0,49;12,9;120
0508201001;845;170,76;1974;0,01;0,63;4,97;121
0508301001;179;169,726;1976;0,02;0,51;4,32;122
0508401001;199;150,704;1983;0,02;0,48;18,75;123
0508501001;93;150,667;1950;0,02;0,58;34,57;124
0508601001;94;259,617;1987;0,02;0,67;35,8;125
0508701001;121;274,669;1963;0,01;0,56;20,19;126
0508801001;56;214,179;1962;0,02;0,6;34;127
0508901001;643;131,079;1973;0,02;0,66;8,21;128
0509001001;101;276,921;1959;0,02;0,62;29,41;129
0509201001;153;259,608;1975;0,01;0,52;31,67;130
0509301001;1481;124,974;1978;0,01;0,5;2,51;131
0509401001;170;233,782;1967;0,02;0,63;20,38;132
0509501001;528;164,85;1986;0,02;0,69;12,94;133
0509601001;164;120,848;1979;0,02;0,53;8;134
0509701001;721;176,816;1963;0,02;0,56;19,05;135
0509901001;420;212,479;1972;0,02;0,57;14,7;136
0510001001;419;150,415;1977;0,02;0,6;9,09;137
0510101001;515;166,101;1978;0,02;0,53;10,98;138
0510201001;862;148,419;1982;0,02;0,62;5,39;139
0510201002;1442;149,18;1977;0,01;0,58;3,95;140
0510301001;145;191,462;1970;0,02;0,53;6,19;141
0510401001;53;145,245;1979;0,02;0,53;30,56;142
0510501001;434;203,339;1985;0,02;0,57;19,06;143
0510601001;62;145,274;1988;0,02;0,42;9,43;144
0510701001;158;155,595;1959;0,02;0,53;12,5;145
0510801001;171;155,895;1958;0,02;0,53;0;146
0510901001;296;220,054;1979;0,02;0,6;11,24;147
0511001001;1048;143,411;1981;0,02;0,62;5,37;148
0511201001;292;155,61;1961;0,02;0,5;28,44;149
0511301001;238;151,66;1961;0,02;0,52;14,29;150
0511401001;523;201,811;1963;0,02;0,71;9,7;151
0511402001;495;176,893;1965;0,02;0,77;6,43;152
0511501001;2611;134,156;1981;0,01;0,59;4,27;153
0511601001;163;186,577;1973;0,02;0,59;5,97;154
0511701001;170;238,165;1966;0,02;0,72;25,35;155
0511801001;158;197,196;1967;0,02;0,73;26,57;156
0511901001;107;158,252;1972;0,02;0,55;11,76;157
0512001001;59;137,966;1925;0,03;0,48;13,64;158
0512101001;241;206,697;1968;0,03;0,73;8,67;159
0512201001;271;144,166;1979;0,02;0,66;16,74;160
0512301001;142;135,725;1972;0,02;0,55;11,46;161
0512401001;353;197,544;1974;0,02;0,53;4,35;162
0512501001;95;161,442;1979;0,02;0,65;13,41;163
0512601001;158;183,81;1977;0,02;0,52;25;164
0512701001;1131;159,831;1979;0,01;0,63;4,33;165
0512801001;462;172,708;1972;0,02;0,65;6,75;166
0512901001;192;190;1973;0,02;0,62;23,08;167
0513001001;168;138,375;1991;0,02;0,55;21,1;168
0513101001;234;209,162;1958;0,02;0,51;20;169
0513201001;1246;163,095;1979;0,02;0,72;10,83;170
0513301001;117;205,034;1967;0,01;0,59;29;171
0513401001;73;202,616;1971;0,02;0,56;40,74;172
0513501001;536;148,187;1981;0,02;0,62;10,77;173
0513601001;202;198,421;1968;0,02;0,48;28,9;174
0513801001;309;196,029;1969;0,01;0,55;14,23;175
0513901001;88;265,398;1956;0,02;0,6;7,5;176
0514001001;52;291,865;1971;0,02;0,61;8,7;177
0514101001;92;162,413;1975;0,02;0,64;3,17;178
0514201001;120;255,075;1969;0,02;0,54;14,15;179
0514301001;193;132,943;1976;0,02;0,5;6,94;180
0514401001;217;165,005;1977;0,02;0,68;23,33;181
0514501001;112;141,268;1928;0,03;0,44;23,96;182
0514701001;190;216,863;1963;0,02;0,62;14,37;183
0514801001;169;130,592;1979;0,02;0,52;15,23;184
0514901001;114;228,544;1968;0,02;0,65;12,26;185
0515101001;203;173,665;1987;0,02;0,68;19,14;186
0515201001;495;284,16;1964;0,01;0,56;8,26;187
0515301001;313;150,569;1982;0,02;0,49;19,32;188
0515401001;98;207,378;1988;0,02;0,67;27,71;189
0515501001;134;173,649;1998;0,03;0,56;22,11;190
0515601001;769;140,347;1982;0,01;0,43;3,41;191
0515701001;665;150,31;1981;0,01;0,54;10,75;192
0515801001;816;157,658;1977;0,02;0,59;5,6;193
0515901001;354;140,576;1985;0,02;0,59;26,39;194
0516001001;579;157,254;1947;0,04;0,67;3,69;195
0516101001;1608;136,305;1972;0,01;0,61;0,86;196
0516201001;259;141,656;1973;0,02;0,68;10,38;197
0516301001;1756;143,777;1987;0,01;0,61;8,16;198
0516301002;2192;160,551;1989;0,01;0,65;4,53;199
0516401001;105;147,029;1988;0,02;0,41;13,25;200
0516501001;665;189,618;1985;0,02;0,61;12,26;201
0516601001;454;147,489;1983;0,02;0,57;14,95;202
0516701001;612;168,613;1985;0,02;0,58;3,89;203
0516801001;683;137,786;1975;0,02;0,66;4,47;204
0516801002;817;119,834;1987;0,01;0,73;2,1;205
0516802001;1509;177,81;1985;0,01;0,65;5,2;206
0516802002;1064;166,224;1978;0,01;0,67;4,33;207
0516901001;493;146,97;1969;0,02;0,57;9,93;208
0517001001;241;151,266;1988;0,03;0,51;32,58;209
0517101001;143;154,657;1965;0,01;0,59;21,14;210
0517201001;184;198,299;1979;0,01;0,58;2,92;211
0517301001;142;147,204;1983;0,02;0,56;16,87;212
0517401001;84;333,821;1961;0,01;0,6;19,48;213
0517501001;160;223,144;1978;0,01;0,51;32,58;214
0517601001;312;162,099;1978;0,02;0,54;16,08;215
0517701001;188;223,58;1971;0,01;0,62;28,99;216
0517801001;314;290,745;1962;0,02;0,65;14,5;217
0517901001;233;208,738;1979;0,02;0,65;15,27;218
0518001001;76;244;1982;0,02;0,66;23,19;219
0518101001;185;196,362;1973;0,02;0,5;21,52;220
0518201001;1477;147,393;1976;0,02;0,6;9,96;221
0518301001;160;198,819;1963;0,01;0,61;31,85;222
0518401001;768;138,562;1979;0,02;0,57;4,36;223
0518501001;228;191,636;1981;0,02;0,48;18,42;224
0518601001;2066;149,087;1980;0,02;0,68;9,95;225
0518701001;1228;140,923;1982;0,02;0,61;2,3;226
0518702001;1394;143,776;1979;0,02;0,69;2,15;227
0518801001;87;130,069;1971;0,02;0,46;13,25;228
0518901001;807;160,874;1979;0,02;0,67;9,25;229
0519001001;74;233,932;1948;0,02;0,57;1,52;230
0519101001;254;134,539;1983;0,02;0,46;12,75;231
0519201001;310;140,952;1958;0,02;0,56;21,76;232
0519301001;285;224,632;1967;0,01;0,76;37,79;233
0519401001;136;247,235;1971;0,02;0,63;4,59;234
0519501001;360;132,692;1970;0,02;0,6;11,34;235
0519601001;68;230,706;1970;0,02;0,99;16,13;236
0519701001;84;183,774;1955;0,03;0,63;9,09;237
0519801001;121;219,521;1976;0,02;0,77;43,22;238
0519901001;151;176,695;1971;0,02;0,49;12,82;239
0520001001;97;174,186;1950;0,02;0,56;24;240
0520101001;780;150,342;1970;0,02;0,63;3,02;241
0520401001;676;159,169;1971;0,01;0,73;6,16;242
0520501001;107;204,421;1943;0,03;0,72;2,35;243
0520601001;72;139,333;1969;0,02;0,48;18,64;244
0520701001;966;158,548;1983;0,02;0,63;7,49;245
0520801001;60;249,717;1962;0,02;0,66;14,81;246
0520901001;162;200,438;1965;0,01;0,55;22,07;247
0521001001;116;247,672;1971;0,02;0,68;19,42;248
0521101001;714;149,817;1972;0,02;0,66;14,36;249
0521201001;506;148,289;1983;0,02;0,59;5,56;250
0521301001;205;180,015;1965;0,01;0,59;6,36;251
0521401001;158;143,19;1973;0,02;0,56;27,84;252
0521501001;298;168,513;1984;0,02;0,54;17,19;253
0521601001;332;158,229;1981;0,02;0,6;10,38;254
0521701001;159;179,541;1987;0,02;0,68;11,63;255
0521801001;310;207,577;1972;0,02;0,59;20,6;256
0521901001;62;280,871;1968;0,01;0,6;41,18;257
0522001001;385;175,374;1979;0,02;0,65;11,11;258
0522101001;552;153,683;1974;0,01;0,62;6,04;259
0522201001;474;158,04;1984;0,02;0,63;2,34;260
0522401001;103;162,223;1948;0,03;0,47;3,45;261
0522501001;495;191,109;1967;0,02;0,61;14,25;262
0522601001;214;139,799;1957;0,02;0,54;25,57;263
0522701001;1277;145,866;1979;0,01;0,56;1,25;264
0522801001;240;160,429;1978;0,02;0,55;9,26;265
0522901001;110;224,464;1962;0,02;0,46;21,05;266
0523001001;89;272,404;1957;0,01;0,6;20,78;267
0523101001;146;239,315;1967;0,02;0,58;28,04;268
0523201001;160;141,45;1986;0,02;0,63;12,07;269
0523301001;612;145,794;1976;0,01;0,57;4,67;270
0523401001;40;272,2;1962;0,02;0,57;10,53;271
0523501001;121;278,959;1946;0,02;0,55;32,38;272
0523601001;594;138,067;1986;0,02;0,61;26,02;273
0523701001;247;192,352;1968;0,02;0,48;16,97;274
0523801001;974;143,864;1976;0,02;0,56;10,05;275
0523901001;368;159,212;1986;0,02;0,63;22,11;276
0524001001;2215;152,724;1985;0,01;0,56;3,73;277
0524002001;2371;140,468;1984;0,01;0,6;3,81;278
0524101001;2486;159,2;1980;0,01;0,6;1,6;279
0524101002;2277;139,122;1983;0,01;0,61;2,19;280
0524201001;358;226,081;1982;0,01;0,43;12,94;281
0524301001;211;143,417;1951;0,02;0,59;9,68;282
0524401001;154;150,305;1977;0,02;0,5;22,56;283
0524501001;359;164,281;1982;0,02;0,57;8,15;284
0524601001;178;174,669;1984;0,02;0,55;14,29;285
0524701001;538;141,035;1976;0,02;0,56;9,13;286
0524901001;314;139,242;1965;0,02;0,52;18,38;287
0525101001;299;172,134;1981;0,02;0,55;6,3;288
0525201001;100;150,1;1981;0,02;0,49;1,22;289
0525301001;122;205,484;1956;0,02;0,67;11,82;290
0525401001;220;253,864;1954;0,02;0,61;13,16;291
0525601001;150;205,587;1973;0,02;0,63;18,66;292
0525701001;319;169,354;1975;0,02;0,63;14,74;293
0525801001;181;214,072;1971;0,02;0,58;24,32;294
0525901001;92;246,902;1956;0,02;0,64;51,19;295
0526001001;307;194,44;1988;0,02;0,55;16,53;296
0526101001;110;181,691;1947;0,02;0,45;51,06;297
0526201001;527;160,461;1986;0,02;0,56;6,05;298
0526301001;325;161,597;1974;0,02;0,64;13,33;299
0526401001;62;285,581;1958;0,02;0,66;15,52;300
0526501001;83;226,072;1971;0,01;0,65;17,11;301
0526601001;216;154,069;1981;0,02;0,51;18,02;302
0526701001;258;153,516;1978;0,02;0,6;13,62;303
0590101001;659;150,534;1986;0,02;0,61;5,22;304
0590201001;364;200,115;1969;0,02;0,61;13,5;305
0590301001;407;178,818;1970;0,02;0,54;15,22;306
0590401001;705;135,774;1974;0,02;0,51;18,2;307
0590501001;540;162,554;1979;0,01;0,52;13,2;308
0900101001;80;171,05;1907;0,03;0,41;4,11;309
0900301001;242;206,946;1972;0,02;0,57;9,35;310
0900601001;205;175,976;1942;0,02;0,44;26,74;311
0900701001;75;241;1966;0,01;0,54;15,38;312
0900901001;146;224,952;1985;0,02;0,4;14,75;313
0901001001;69;226,043;1971;0,02;0,5;12,12;314
0901101001;380;317,189;1941;0,02;0,54;16,62;315
0901201001;165;381,145;1933;0,03;0,39;35,71;316
0901301001;90;227,467;1936;0,02;0,82;5,81;317
0901401001;404;272,658;1943;0,02;0,56;11,62;318
0901601001;72;217,833;1958;0,02;0,45;39,66;319
0901701001;188;181,176;1973;0,02;0,59;20,12;320
0901801001;427;172,604;2004;0;0,17;;321
0901801002;1396;138,771;1994;0,01;0,38;4,8;322
0901801003;801;102,031;1973;0;0,42;6,87;323
0901801004;705;99,559;1976;0;0,26;0;324
0901801005;1065;133,759;1993;0,01;0,18;0;325
0901801006;704;125,703;1991;0,01;0,48;0;326
0901801007;620;114,171;1989;0,01;0,22;2,78;327
0901801008;887;126,98;1982;0,01;0,27;5,19;328
0901801009;793;123,778;1993;0,01;0,3;1,57;329
0901802001;832;160,476;1989;0,01;0,75;4,77;330
0901802002;1407;127,378;1985;0,01;0,51;6,75;331
0901802003;968;136,39;1978;0,01;0,64;21,15;332
0901802004;958;117,718;1985;0,01;0,51;7,64;333
0901802005;876;146,992;1985;0,01;0,56;13,51;334
0901803001;726;97,979;1970;0;0,33;8,35;335
0901803002;740;86,47;1963;0,01;0,53;7,61;336
0901803003;475;104,869;1975;0,01;0,53;6,39;337
0901803004;1369;111,924;1988;0,01;0,34;6,51;338
0901803005;1535;169,967;1994;0,01;0,66;8,69;339
0901803006;756;110,085;1980;0;0,16;0,15;340
0901803007;393;105,198;1979;0;0,12;0;341
0901803008;557;114,95;1985;0,01;0,33;1,47;342
0901901001;255;174,808;1968;0,02;0,67;12,05;343
0902001001;483;179,553;1958;0,02;0,45;17,41;344
0902101001;126;170,54;1973;0,02;0,48;21,5;345
0902201001;227;162,85;1953;0,02;0,55;10,55;346
0902301001;939;177,317;1994;0,01;0,46;5,8;347
0902401001;146;280,514;1968;0,01;0,62;8,33;348
0902501001;412;179,85;1958;0,02;0,84;23,86;349
0902601001;551;178,993;1980;0,01;0,57;6,9;350
0902701001;64;211,391;1974;0,02;0,51;25;351
0902901001;223;178,076;1966;0,02;0,49;20,21;352
0903001001;253;164,134;1965;0,02;0,73;8,52;353
0903201001;156;177,987;1955;0,02;0,52;16,67;354
0903301001;171;206,082;1941;0,03;0,55;9,49;355
0903401001;310;222,097;1963;0,01;0,58;14,77;356
0903501001;523;172,53;1951;0,02;0,62;18,37;357
0903601001;56;204,357;1941;0,01;0,46;15,09;358
0903701001;229;183,55;1947;0,02;0,44;33,33;359
0903801001;283;194,576;1973;0,02;0,66;16,38;360
0903901001;180;188,256;1933;0,02;0,54;13,66;361
0904101001;35;218,543;1966;0,01;0,58;44,83;362
0904301001;428;210,703;1943;0,03;0,54;8,67;363
0904401001;66;199,864;1970;0,02;0,57;23,21;364
0904501001;444;244,991;1948;0,02;0,54;11,37;365
0904601001;77;214,584;1960;0,02;0,43;54,69;366
0904701001;76;223,132;1973;0,01;0,49;14,29;367
0904801001;1117;145,756;1978;0,01;0,78;3,68;368
0904801002;884;176,847;1961;0,02;0,68;5,94;369
0905001001;126;351,595;1956;0,02;0,64;13,16;370
0905101001;244;241,459;1961;0,02;0,67;12,05;371
0905201001;56;257,696;1924;0,02;0,46;7,55;372
0905401001;147;197,361;1950;0,01;0,66;10,45;373
0905501001;114;171,702;1952;0,02;0,42;12,12;374
0905601001;1585;118,023;1988;0,01;0,59;0,27;375
0905601002;1069;126,603;1980;0,01;0,71;0,62;376
0905601003;951;104,245;1979;0,01;0,59;0,99;377
0905601004;1595;148,705;1992;0,01;0,56;1;378
0905701001;147;183,109;1987;0,01;0,64;12,07;379
0905801001;330;181,018;1987;0,02;0,58;18,18;380
0905901001;768;101,384;1965;0,02;0,56;44,12;381
0905901002;573;104,555;1964;0,01;0,53;52,53;382
0905902001;703;116,932;1939;0,03;0,55;34,57;383
0905902002;452;124,409;1945;0,02;0,44;12,83;384
0905902003;577;107,445;1966;0;0,34;0,52;385
0905902004;683;109,9;1978;0,02;0,58;16,32;386
0905902005;660;116,561;1979;0,01;0,36;0;387
0905903001;447;117,593;1961;0,02;0,57;47,97;388
0905903002;592;121,519;1969;0,02;0,59;32,14;389
0905903003;758;89,987;1980;0,01;0,46;0,62;390
0905903004;457;80,267;1964;0,01;0,23;0;391
0905903005;1187;175,347;1994;0,01;0,54;23,85;392
0905903006;1214;106,006;1988;0,01;0,41;2,55;393
0905903007;759;116,733;1978;0,01;0,39;0,49;394
0905903008;729;113,199;1992;0,01;0,38;1,56;395
0905903009;1082;117,909;1996;0,01;0,28;0;396
0905903010;707;148,502;2002;0;0,17;;397
0905903011;1061;127,477;2007;0;0,29;0;398
0905904001;721;81,598;1966;0;0,26;1,11;399
0905904002;451;89,146;1959;0,01;0,32;2,22;400
0905904003;559;73,177;1954;0,01;0,44;56,21;401
0905904004;579;81,052;1977;0,02;0,48;62,84;402
0905905001;763;94,396;1966;0,01;0,24;0;403
0905905002;689;91,044;1962;0,01;0,44;0,16;404
0905905003;480;92,967;1973;0;0,27;0;405
0905905004;667;90,754;1963;0,01;0,24;0,31;406
0905905005;574;84,148;1960;0,01;0,32;1,27;407
0905905006;420;149,098;1978;0;0,42;0;408
0905905007;514;111,533;1982;0;0,21;1,95;409
0905905008;393;97,372;1964;0,01;0,27;0;410
0905905009;750;96,581;1963;0;0,23;1,33;411
0905905010;781;103,213;1980;0,01;0,3;1,14;412
0905905011;531;129,309;1971;0,01;0,21;6,4;413
0905905012;433;113,349;1986;0;0,48;0;414
0905905013;733;121,986;1996;0,01;0,16;100;415
0905905014;500;76,614;1972;0;0,16;0;416
0905905015;830;103,263;1972;0,01;0,32;1,16;417
0905905016;676;98,254;1973;0;0,33;0;418
0905905017;447;128,123;1978;0,01;0,21;0;419
0905905018;417;142,293;1977;0,01;0,37;0,27;420
0905905019;401;119,805;1985;0;0,07;0,25;421
0905905020;675;82,816;1968;0,01;0,28;0;422
0905905021;521;88,393;1970;0,01;0,25;0;423
0905905022;645;103,665;1987;0,01;0,21;0;424
0905905023;313;101,086;1986;0,01;0,25;0;425
0905905024;688;116,196;1986;0;0,19;41,71;426
0905905025;752;104,858;1974;0;0,37;0,27;427
0905905026;425;160,534;1981;0;0,1;0;428
0905905027;537;146,337;1967;0,01;0,36;2,98;429
0905905028;331;165,665;1980;0;0,15;0,6;430
0905905029;549;119,202;1988;0,01;0,19;0,5;431
0905905030;360;77,872;1988;0;0,12;0;432
0905905031;464;241,976;1972;0,01;0,4;17,68;433
0905905032;753;124,544;1987;0,01;0,24;0;434
0905905033;588;135,139;1992;0;0,12;0;435
0905905034;402;90,097;1971;0;0,26;0;436
0905905035;796;187,508;2009;0;0,39;;437
0905905036;272;137,393;1981;0;0,2;0;438
0905905037;432;134,477;1973;0,01;0,3;0;439
0905905038;942;171,555;1992;0,01;0,54;1,49;440
0905905039;343;110,373;1985;0;0,12;38,48;441
0905905040;863;133,194;1997;0;0,15;0;442
0905905041;540;207,844;1997;0;0,5;0;443
0905905042;707;136,666;2000;0;0,25;0;444
0905905043;534;147,985;2001;0;0,26;0;445
0905905044;340;133,744;1996;0;0,22;0;446
0905905045;681;124,182;1996;0;0,2;0;447
0905905046;456;103,342;1983;0;0,16;0;448
0905905047;867;132,578;2014;0;0,2;;449
0905905048;459;201,19;1996;0,01;0,49;2,15;450
0905905049;486;144,603;2001;0,01;0,31;0;451
0905905050;360;136,525;1993;0;0,15;0;452
0905905051;862;141,905;2015;0;0,24;;453
0905905052;745;162,658;2011;0;0,45;;454
0905906001;539;108,033;1964;0,01;0,37;6,4;455
0905906002;450;120,209;1968;0,01;0,36;0,81;456
0905906003;484;112,99;1973;0,01;0,46;2,6;457
0905906004;757;106,781;1972;0,01;0,26;1,22;458
0905906005;769;87,412;1967;0,01;0,25;0;459
0905906006;635;116,535;1976;0,01;0,54;2,61;460
0905906007;1139;109,378;1987;0,01;0,26;0;461
0905906008;496;126,665;1997;0,01;0,21;0;462
0905906009;402;96,674;1973;0;0,22;0;463
0905906010;413;85,264;1972;0,01;0,2;0,24;464
0905906011;403;112,194;1969;0,01;0,42;5,19;465
0905906012;597;122,228;1988;0,01;0,45;0;466
0905907001;567;98,57;1970;0,01;0,38;1,01;467
0905907002;608;97,072;1967;0,01;0,37;0,17;468
0905907003;717;138,604;1978;0,01;0,71;4,55;469
0905907004;615;101,042;1970;0,01;0,31;5,1;470
0905907005;512;88,729;1960;0,01;0,42;12,2;471
0905907006;627;115,525;1976;0,01;0,59;2,9;472
0905907007;647;166,311;1987;0,01;0,38;11,62;473
0905907008;934;104,805;1978;0,01;0,37;2,24;474
0905907009;526;97,81;1967;0,01;0,27;0;475
0905907010;966;109,305;1980;0,01;0,5;0,8;476
0905908001;395;80,453;1965;0,01;0,24;0,78;477
0905908002;850;89,336;1975;0,01;0,44;0,52;478
0905908003;1274;121,143;1994;0,01;0,42;2,73;479
0905908004;712;156,038;2002;0,01;0,69;0,71;480
0905908005;1955;134,405;1999;0,01;0,57;9,54;481
0905908006;1366;109,325;1995;0,01;0,29;0;482
0905908007;589;82,986;1976;0,01;0,25;0,21;483
0905908008;609;127,502;1990;0,01;0,4;0;484
0905908009;464;96,502;1981;0,01;0,34;0,22;485
0905908010;792;118,996;1999;0,01;0,3;0;486
0905908011;898;183,634;1996;0,01;0,61;4,69;487
0905909001;515;72,318;1965;0;0,17;0;488
0905909002;492;72,4;1964;0;0,08;0;489
0905909003;681;93,044;1978;0,01;0,45;0,57;490
0905909004;382;72,61;1962;0;0,07;3,73;491
0905909005;614;68,671;1960;0;0,08;4,23;492
0905909006;513;97,846;1988;0,01;0,31;0;493
0905909007;943;103,029;1987;0,01;0,25;0;494
0905909008;521;81,307;1974;0;0,26;0;495
0905909009;440;98,134;1975;0,01;0,24;10;496
0905909010;397;85,272;1971;0;0,14;0;497
0905909011;527;86,638;1973;0;0,16;0;498
0905909012;841;89,763;1979;0;0,18;0;499
0905909013;399;103,777;1986;0;0,2;0;500
0905909014;541;80,632;1979;0,01;0,26;0;501
0905909015;487;95,733;1975;0;0,27;0;502
0905909016;1180;150,477;1990;0,01;0,62;4,93;503
0905909017;411;81,477;1974;0;0,24;0;504
