CUSEC;dist_min_ceas_km;disp_ponderada_ceas;dist_min_especializada_km;disp_ponderada_especializada;dist_min_primaria_km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;dist_min_educación_especial_km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;disp_ponderada_inclusión_social;dist_min_población_general_km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;disp_ponderada_familia;dist_min_mujer_km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;disp_ponderada_personas_mayores;Seccion_id
3714501001;14,132;0,6;15,619;0,1;9,516;1,2;9,516;1,6;24,659;0,1;14,705;94,086;0;83,507;0;14,24;1,2;92,722;0;92,722;0;93,575;0;92,722;0;93,575;0;93,575;0;93,575;0;14,24;0,5;1726
3714601001;12,725;0,5;30,842;0;12,725;1,1;5,027;2,8;20,201;0,2;12,725;48,564;0;30,426;0;18,243;0,6;50,551;0;47,137;0;20,658;0,5;50,551;0;20,658;0,1;48,73;0;50,1;0;30,847;0;1727
3714701001;9,53;0,6;21,678;0,1;4,31;3;4,31;3,9;22,141;0,1;9,53;55,172;0;22,152;0,1;8,091;0,6;56,08;0;54,714;0;40,733;0;56,08;0;40,733;0;56,08;0;56,08;0;9,53;0,4;1728
3714801001;7,415;1,5;22,4;0,2;9,816;3;0;9,3;9,816;0,7;5,109;20,707;0,1;19,712;0,2;19,277;6,9;21,428;1;19,277;1,1;20,604;0,8;21,372;1;19,638;1,5;19,638;2,4;20,604;0,5;13,375;2,3;1729
3714901001;25,721;0,4;28,954;0,1;11,88;1,4;11,88;1,6;29,201;0,1;11,88;40,418;0;40,786;0;38,274;0;38,274;0;38,274;0;39,472;0;38,274;0;39,472;0;39,472;0;39,472;0;34,101;0;1730
3715001001;10,805;0,5;29,138;0,1;10,805;0,8;2,989;2;26,48;0,1;10,805;39,796;0;39,375;0;34,651;0;36,261;0;36,261;0;37,51;0;36,261;0;38,086;0;37,51;0;38,086;0;17,002;0,2;1731
3715101001;17,464;1,2;11,023;0,5;17,464;2,4;11,023;6,8;19,969;0,3;17,111;21,603;0,1;21,29;0,2;17,111;6,9;18,232;1;18,232;1,1;19,615;0,8;18,232;1;19,974;1,5;19,615;2,4;19,974;0,5;17,111;2;1732
3715201001;12,351;3,4;14,172;0,7;3,454;6,8;3,454;17,6;12,745;1;9,862;14,973;0,3;11,21;0,6;11,478;19,9;11,824;2,4;11,824;2,5;12,798;2,4;11,478;2,6;11,478;4,5;11,478;7,2;11,824;1,5;7,204;5,5;1733
3715401001;5,868;0,6;39,604;0;5,868;1,2;6,729;1,4;6,729;0,3;5,868;70,307;0;70,242;0;49,449;0;67,293;0;67,293;0;68,758;0;67,293;0;68,902;0;68,758;0;68,902;0;29,847;0,1;1734
3715501001;5,554;0,7;18,984;0,1;9,204;1,4;4,618;4,9;18,133;0,2;4,368;46,977;0;18,718;0,1;4,368;2,2;48,711;0;45,809;0;20,252;0,5;48,711;0;20,252;0,1;47,635;0;48,711;0;25,035;0,2;1735
3715601001;1,952;1;19,062;0,1;5,479;1,6;1,952;5,6;18,344;0,2;0;44,618;0;18,914;0,1;0;3,4;46,258;0;43,538;0;24,03;0,5;46,258;0;24,03;0,1;45,398;0;46,258;0;20,88;0,2;1736
3715601002;0;1,3;20,905;0,1;3,71;2;0;6,3;20,207;0,2;1,952;42,668;0;20,772;0,1;1,952;2,2;44,312;0;41,586;0;25,657;0,5;44,312;0;25,657;0,1;43,447;0;44,312;0;20,696;0,2;1737
3715601003;3,71;0,8;23,501;0,1;0;2,8;0;6,1;22,889;0,2;5,479;39,434;0;23,433;0,1;5,479;1,3;41,024;0;38,405;0;29,366;0,5;41,024;0;29,366;0,1;40,279;0;41,024;0;18,904;0,2;1738
3715701001;17,639;0,2;24,525;0,1;10,379;1,6;10,379;1,4;27,271;0,1;15,361;91,203;0;64,13;0;14,991;1,2;90,935;0;90,935;0;83,929;0;90,935;0;83,929;0;91,26;0;91,26;0;4,524;1,2;1739
3715801001;21,539;0,3;27,003;0,1;6,65;1,8;5,899;2,3;27,795;0,1;6,65;66,863;0;27,549;0,1;19,594;0,1;67,64;0;66,503;0;47,37;0;67,64;0;47,37;0;67,64;0;67,64;0;20,992;0,2;1740
3715901001;4,978;0,9;27,254;0,1;4,978;2,4;8,728;3,5;27,197;0,1;4,978;40,78;0;27,514;0,1;11,37;0,6;41,742;0;40,292;0;41,27;0;41,742;0;41,27;0;41,742;0;41,742;0;4,978;0,6;1741
3716001001;29,76;0,2;43,128;0;10,63;1,3;0;1,8;30,428;0;7,251;93,953;0;93,969;0;50,867;0;91,073;0;91,073;0;92,575;0;91,073;0;92,626;0;92,575;0;92,626;0;50,867;0;1742
3716101001;11,467;0,5;11,467;0,3;9,615;1,8;9,615;4,4;12,1;0,3;11,192;60,035;0;11,986;0,3;9,183;0,6;61,231;0;59,334;0;31,509;0;61,231;0;31,509;0;61,212;0;61,231;0;10,128;0,4;1743
3716201001;21,837;0,3;39,999;0;18,527;0,6;13,383;2;18,527;0,1;21,495;37,604;0;38,843;0;23,163;0,3;39,633;0;36,094;0;33,477;0;39,654;0;33,477;0;37,509;0;38,856;0;23,624;0,1;1744
3716301001;6,638;0,6;6,638;0,3;5,238;1,4;5,717;4,7;5,717;0,4;6,112;61,149;0;6,112;0,3;14,155;1,3;62,768;0;60,08;0;14,155;1,5;62,768;0;14,155;0,3;61,942;0;62,768;0;15,688;0,2;1745
3716401001;13,832;1,6;17,859;0,3;9,137;4,4;3,519;10,7;14,512;0,7;3,519;17,257;0,1;14,492;0,4;15,664;6,9;16,603;1;15,97;1,1;15,97;0,8;15,764;1;15,664;1,5;15,664;2,4;15,97;0,5;13,201;2,4;1746
3716501001;17,305;0,3;49,883;0;12,499;1;10,22;2,2;13,848;0,3;17,305;60,474;0;59,986;0;55,034;0;56,854;0;56,854;0;58,029;0;56,854;0;58,718;0;58,029;0;58,718;0;10,22;0,3;1747
3716601001;16,852;0,2;23,052;0,1;7,432;2;7,432;1,6;30,023;0;17,994;99,138;0;78,221;0;14,395;1,2;98,343;0;98,343;0;98,049;0;98,343;0;98,049;0;98,925;0;98,925;0;7,432;0,7;1748
3716701001;11,924;1,4;17,541;0,3;11,924;3,2;11,924;6,9;22,134;0,3;11,924;24,839;0,1;23,923;0,2;18,312;6,9;20,852;1;20,852;1,1;21,626;0,8;20,852;1;22,616;1,5;21,626;2,4;22,616;0,5;9,991;2,2;1749
3716801001;18,314;0,2;18,314;0,1;15,58;0,8;8,744;1,8;19,28;0,1;18,29;72,947;0;18,803;0,1;21,902;0,1;74,068;0;72,303;0;37,495;0;74,068;0;37,495;0;74,068;0;74,068;0;9,314;0,4;1750
3716901001;17,269;0,4;34,96;0;13,107;1,2;6,437;2,6;13,107;0,4;15,182;32,651;0;33,414;0;28,316;0,3;34,441;0;31,101;0;33,63;0;34,687;0;32,328;0;32,328;0;33,63;0;19,082;0,1;1751
3717001001;0;1,1;27,92;0,1;0;2,4;0;3,8;33,983;0;0;36,558;0;35,731;0;30,208;0;32,623;0;32,623;0;33,487;0;32,623;0;34,531;0;33,487;0;34,531;0;16,447;0,2;1752
3717101001;10,051;0,8;10,86;0,3;10,214;1,8;4,293;5,8;10,19;0,4;8,243;52,095;0;10,747;0,3;8,243;1,5;53,64;0;51,097;0;21,046;0,5;53,64;0;21,046;0,1;52,976;0;53,64;0;19,102;0,2;1753
3717201001;0;1,3;25,143;0,1;0;3,6;3,755;3,8;25,255;0,1;0;45,642;0;25,481;0,1;8,342;0,6;46,556;0;45,188;0;41,183;0;46,556;0;41,183;0;46,556;0;46,556;0;0;1,1;1754
3717301001;23,745;0,2;33,029;0;0;2,3;4,129;1,4;25,636;0,1;4,129;86,136;0;86,284;0;41,337;0;83,499;0;83,499;0;84,942;0;83,499;0;84,942;0;84,942;0;84,942;0;41,337;0;1755
3717302001;23,844;0,2;37,129;0;4,129;1,9;0;2,1;25,144;0,1;0;87,429;0;87,503;0;45,465;0;84,654;0;84,654;0;86,159;0;84,654;0;86,159;0;86,159;0;86,159;0;45,465;0;1756
3717401001;9,958;0,5;34,79;0;9,495;1,2;9,495;3,5;10,648;0,4;0;33,207;0;31,916;0;31,804;0;33,752;0;31,804;0;32,946;0;33,527;0;32,062;0;32,062;0;32,946;0;21,187;0,2;1757
3717501001;8,188;3,3;14,504;0,7;10,637;6,2;4,009;17,2;10,631;1,3;9,16;13,176;0,3;11,542;0,6;11,853;19,1;13,414;2,4;11,941;2,5;12,625;2,2;13,154;2,4;11,853;4,5;11,853;6,6;12,625;1,5;11,052;5,2;1758
3717601001;17,826;0,3;26,367;0,1;5,987;1,8;5,987;2,7;27,072;0,1;5,987;63,016;0;26,902;0,1;16,712;0,1;63,78;0;62,668;0;46,556;0;63,78;0;46,556;0;63,78;0;63,78;0;17,826;0,2;1759
3717701001;14,629;0,6;28,551;0,1;10,969;2;0;2,9;21,341;0,1;10,969;62,79;0;42,365;0;28,433;0,5;62,924;0;62,841;0;61,528;0;62,924;0;61,528;0;63,042;0;63,042;0;24,638;0,2;1760
3717801001;16,272;0,4;43,136;0;14,481;1,6;14,481;1,8;14,802;0,4;9,811;41,306;0;40,526;0;39,815;0;41,837;0;39,815;0;41,378;0;42,189;0;40,355;0;40,355;0;41,378;0;28,245;0,3;1761
3717901001;8,367;0,5;43,264;0;6,106;1,6;5,921;2,6;5,921;0,4;8,367;41,831;0;40,239;0;40,242;0;40,242;0;40,242;0;41,383;0;41,791;0;40,242;0;40,242;0;41,383;0;19,814;0,2;1762
3718001001;21,333;0,4;49,438;0;12,509;1,1;6,795;1,8;17,908;0,1;21,333;58,537;0;59,058;0;53,9;0;55,916;0;55,916;0;57,002;0;55,916;0;57,822;0;57,002;0;57,822;0;6,795;0,3;1763
3718101001;18,164;0,2;24,735;0,1;12,776;1,2;12,776;1,2;26,429;0,1;14,712;88,786;0;61,052;0;15,767;0,4;88,606;0;88,606;0;80,855;0;88,606;0;80,855;0;88,888;0;88,888;0;6,467;0,5;1764
3718201001;7,913;1,5;19,617;0,3;5,984;3,2;5,984;8,5;5,984;0,6;6,398;17,177;0,1;18,657;0,2;15,749;7,2;19,175;1;15,749;1,1;18,744;0,8;19,175;1;17,373;1,5;17,373;2,4;18,744;0,5;3,505;2,5;1765
3718301001;18,877;0,3;21,868;0,1;8,545;1;8,545;1,7;13,683;0,3;8,545;56,861;0;57,581;0;29,329;0,4;55,546;0;55,546;0;56,363;0;55,546;0;56,363;0;56,363;0;56,363;0;29,329;0,1;1766
3718401001;25,245;0,2;60,209;0;4,47;1,8;4,47;1,5;22,234;0,1;25,245;77,716;0;80,509;0;69,745;0;78,291;0;77,864;0;79,042;0;78,291;0;78,558;0;77,837;0;79,553;0;30,426;0;1767
3718501001;8,33;3,5;9,918;0,7;4,853;7,8;2,472;17,7;8,835;0,9;6,679;12,254;0,3;10,043;0,6;6,679;20,7;7,612;3;7,612;3,3;8,53;2,4;7,612;3;7,612;4,5;7,612;7,2;7,612;1,5;5,138;6;1768
3718601001;16,918;1,2;15,657;0,3;16,918;2,6;12,04;5,7;25,704;0,3;16,918;26,99;0,1;26,867;0,2;23,105;6,9;23,913;1;23,913;1,1;25,395;0,8;23,913;1;25,528;1,5;25,395;2,4;25,528;0,5;23,105;1,8;1769
3718701001;23,437;1,3;16,456;0,3;0;4,2;0;6,6;26,448;0,3;24,2;25,399;0,1;26,345;0,2;24,846;6,9;24,846;1;24,846;1,1;25,252;0,8;24,846;1;25,252;1,5;25,252;2,4;25,252;0,5;25,252;1,9;1770
3718801001;15,434;0,5;30,796;0;13,134;1,3;5,014;4,2;15,15;0,2;17,325;28,386;0,1;29,974;0,1;17,325;0,8;30,218;0;27,135;0,1;30,218;0;30,218;0;28,921;0,1;28,921;0,1;30,218;0;15,753;0,2;1771
3718901001;17,088;0,6;26,647;0,1;15,324;1,4;15,324;3,7;26,013;0,1;17,088;28,891;0,1;30,429;0;20,613;1,8;29,99;0,1;28,313;0,2;29,99;0,6;29,99;0,2;29,99;0,1;29,99;1;29,99;0,2;17,088;0,6;1772
3719001001;28,244;0,2;57,465;0;8,082;1,4;8,082;1,1;26,324;0,1;21,783;87,785;0;89,607;0;66,459;0;86,518;0;86,518;0;87,812;0;86,518;0;88,299;0;87,812;0;88,299;0;39,622;0;1773
3719101001;18,081;0,2;49,297;0;5,884;1,4;5,884;1,3;16,454;0,1;17,185;80,872;0;80,641;0;58,708;0;77,592;0;77,592;0;78,952;0;77,592;0;79,318;0;78,952;0;79,318;0;33,409;0;1774
3719201001;7,509;3,6;9,858;0,9;8,781;5,8;3,928;17,9;9,393;1;7,792;7,792;0,3;9,37;0,6;7,209;20,7;9,125;3;7,209;3,3;9,125;2,4;9,125;3;9,038;4,5;9,038;7,2;9,125;1,5;9,125;5,8;1775
3719301001;13,834;0,6;21,082;0,1;0;3,8;0;3,9;21,704;0,1;11,782;59,474;0;21,6;0,1;10,929;0,6;60,388;0;59,006;0;40,983;0;60,388;0;40,983;0;60,388;0;60,388;0;13,834;0,4;1776
3719401001;14,846;0,5;27,779;0,1;6,506;2,2;2,997;3,2;28,381;0,1;6,506;59,385;0;28,292;0,1;15,577;0,1;60,086;0;59,09;0;47,534;0;60,086;0;47,534;0;60,086;0;60,086;0;14,846;0,4;1777
3719501001;12,16;0,6;17,977;0,1;3,842;2,6;3,842;3,8;18,512;0,1;12,16;57,4;0;18,471;0,1;7,425;0,6;58,416;0;56,852;0;37,517;0;58,416;0;37,517;0;58,416;0;58,416;0;12,16;0,4;1778
3719601001;16,48;0,3;26,886;0,1;5,877;1,8;5,158;2,7;27,547;0,1;5,877;61,449;0;27,413;0,1;16,091;0,1;62,188;0;61,122;0;46,916;0;62,188;0;46,916;0;62,188;0;62,188;0;16,48;0,2;1779
3719701001;5,94;0,8;22,87;0,1;5,94;2,2;6,183;4,1;22,761;0,1;5,94;43,044;0;23,102;0,1;8,023;0,6;44,173;0;42,415;0;36,725;0;44,173;0;36,725;0;44,173;0;44,173;0;5,94;0,4;1780
3719801001;18,45;0,4;44,914;0;18,259;0,7;0;2,2;23,391;0,1;18,45;52,367;0;53,858;0;48,494;0;50,722;0;50,722;0;51,7;0;50,722;0;52,668;0;51,7;0;52,668;0;0;1;1781
3719901001;21,211;0,4;29,161;0,1;9,778;1,4;6,71;1,9;23,596;0,1;9,778;69,056;0;42,655;0;26,703;0,4;69,325;0;69,049;0;62,318;0;69,325;0;62,318;0;69,38;0;69,38;0;26,703;0,3;1782
3720001001;10,596;0,5;31,493;0;8,808;1;0;4,1;19,793;0,1;12,436;33,254;0;31,349;0;12,436;1;35,046;0;32,038;0;33,078;0;35,046;0;33,078;0;33,844;0;35,046;0;20,766;0,2;1783
3720101001;11,043;0,5;11,043;0,3;11,043;1,2;4,988;3,9;12,009;0,3;11,02;68,421;0;11,534;0,3;17,897;0,4;69,678;0;67,665;0;30,545;0;69,678;0;30,545;0;69,55;0;69,678;0;2,637;0,7;1784
3720201001;6,925;3,5;8,451;0,7;3,061;7,8;0;18,5;7,229;1;6,263;10,612;0,3;7,946;0,6;5,856;20,7;5,856;3;5,856;3,3;7,224;2,4;5,856;3;5,856;4,5;5,856;7,2;5,856;1,5;2,854;6,3;1785
3720301001;17,757;1,4;22,572;0,3;15,753;2,6;13,826;7,1;15,753;0,4;14,774;20,835;0,1;22,454;0,2;19,894;7,2;22,368;1;19,894;1,1;22,368;0,8;22,368;1;21,782;1,5;21,782;2,4;22,368;0,5;12,119;2,2;1786
3720401001;17,055;0,3;21,018;0,1;17,055;1;7,711;1,7;13,639;0,3;15,251;64,948;0;50,027;0;22,154;0,4;64,611;0;64,611;0;64,961;0;64,611;0;64,961;0;64,961;0;64,961;0;22,154;0,1;1787
3720501001;15,311;1,3;17,462;0,3;15,216;2,4;11,23;8,6;15,216;0,4;11,662;15,471;0,1;17,081;0,2;14,639;7,4;16,923;1;14,639;1,3;16,923;0,8;16,923;1;16,526;1,5;16,526;2,4;16,923;0,5;9,735;2,2;1788
3720601001;15,943;1,3;23,412;0,2;4,266;4;3,958;9,1;19,202;0,5;3,958;22,771;0,1;20,043;0,2;21,195;6,9;22,155;1;21,522;1,1;21,522;0,8;21,296;1;21,195;1,5;21,195;2,4;21,522;0,5;17,241;2,2;1789
3720701001;7,581;3,5;9,418;0,7;6,258;7,2;2,965;18,6;7,923;1;6,342;10,111;0,3;6,354;0,6;6,76;20,7;7,279;3;7,279;3,3;7,955;2,4;6,76;3;6,76;4,5;6,76;7,2;7,279;1,5;4,398;6,6;1790
3720801001;5,169;0,6;34,478;0;5,169;1,2;9,024;1,9;9,024;0,3;5,169;63,843;0;63,915;0;44,431;0;61,073;0;61,073;0;62,571;0;61,073;0;62,571;0;62,571;0;62,571;0;30,424;0;1791
3720901001;11,069;3,6;13,287;0,9;12,078;6;7,428;15,7;12,214;1,2;9,111;11,068;0,3;12,684;0,6;10,209;16,1;12,593;2,8;10,209;2,9;12,593;2,4;12,593;2,6;12,097;3,9;12,097;6;12,593;1,3;8,247;4,2;1792
3721101001;13,598;0,5;28,025;0,1;13,598;2;14,036;2,1;34,18;0;13,598;33,387;0;34,759;0;21,151;0,4;34,03;0;33,174;0;34,03;0;34,03;0;34,03;0;34,03;0;34,03;0;13,598;0,4;1793
3721201001;5,456;0,6;5,456;0,3;4,092;1,7;4,605;4,8;4,605;0,7;4,913;62,234;0;4,913;0,6;14,985;1,3;63,83;0;61,185;0;14,985;1,5;63,83;0;14,985;0,3;63,052;0;63,83;0;14,278;0,4;1794
3721301001;9,159;0,9;12,724;0,3;11,743;2;3,974;5,8;11,881;0,4;7,209;51,827;0;12,466;0,3;7,209;1,3;53,465;0;50,744;0;18,34;0,5;53,465;0;18,34;0,1;52,603;0;53,465;0;21,67;0,2;1795
3721401001;14,624;0,4;34,004;0;5,773;2;3,867;2,4;29,058;0,1;5,773;60,003;0;34,515;0;20,934;0,1;60,499;0;59,868;0;53,656;0;60,499;0;53,656;0;60,499;0;60,499;0;18,132;0,1;1796
3721501001;5,524;0,6;33,697;0;6,592;2,4;5,524;4,2;7,995;0,5;5,524;32,483;0;30,535;0;31,124;0;32,538;0;31,238;0;31,79;0;32,02;0;31,124;0;31,124;0;31,79;0;15,157;0,4;1797
3721601001;8,563;1,6;26,364;0,2;4,654;3,6;4,654;8,6;4,654;1;6,745;24,098;0,1;24,721;0,2;22,541;6,8;25,797;1;22,541;1,1;24,979;0,8;26,084;1;23,694;1,5;23,694;2,4;24,979;0,5;11,075;1,8;1798
3721701001;5,467;0,6;5,467;0,3;5,467;1,6;4,949;5,3;5,447;0,4;5,107;57,796;0;5,727;0,3;11,619;0,9;59,214;0;56,907;0;23,412;0,5;59,214;0;23,412;0,1;58,797;0;59,214;0;11,801;0,4;1799
3721801001;12,575;0,8;26,323;0,1;12,575;1,6;5,447;3,6;14,033;0,4;12,575;53,561;0;25,858;0,1;14,43;1,2;55,502;0;52,183;0;14,43;1,5;55,502;0;14,43;0,3;53,845;0;55,216;0;33,263;0;1800
3721901001;7,62;0,7;31,151;0;7,62;2,6;7,304;2,5;31,418;0;7,62;47,721;0;31,555;0;14,595;0,6;48,334;0;47,506;0;48,334;0;48,334;0;48,334;0;48,334;0;48,334;0;7,62;0,3;1801
3722101001;41,679;0;48,241;0;19,12;0,4;0;1,2;54,474;0;42,818;121,436;0;89,849;0;38,955;0;121,061;0;121,061;0;109,071;0;121,061;0;109,071;0;121,444;0;121,444;0;19,12;0,2;1802
3722201001;14,003;1,4;17,661;0,3;7,455;4,4;7,455;8,4;16,39;0,3;14,003;19,659;0,1;16,451;0,2;14,963;8,3;14,963;1,2;14,963;1,5;16,503;0,8;14,963;1,2;14,963;1,9;14,963;2,6;14,963;0,7;9,138;3,1;1803
3722301001;19,777;0,2;24,228;0,1;10,994;1,1;9,786;1,4;22,972;0,2;14,478;77,417;0;77,697;0;33,539;0;75,049;0;75,049;0;76,368;0;75,049;0;76,368;0;76,368;0;76,368;0;33,539;0;1804
3722401001;13,949;1,5;23,55;0,2;9,135;3,6;9,135;8,3;22,284;0,3;13,65;24,649;0,1;20,872;0,2;20,865;6,9;20,966;1;20,966;1,1;22,393;0,8;20,865;1;20,865;1,5;20,865;2,4;20,966;0,5;6,489;2,3;1805
3722501001;13,939;1,5;20,355;0,2;5,85;3,6;5,85;8,1;19,061;0,3;13,939;21,661;0,1;17,916;0,2;17,693;6,9;17,693;1;17,693;1,1;19,357;0,8;17,693;1;17,693;1,5;17,693;2,4;17,693;0,5;9,202;2,6;1806
3722601001;12,132;1,3;26,134;0,3;12,132;2,7;8,317;5,2;28,055;0,2;12,132;31,204;0;29,974;0,1;24,098;5,8;27,21;1;27,21;0,9;27,501;0,7;27,21;1;27,903;1,3;27,501;2,3;27,903;0,4;4,858;2,4;1807
3722801001;13,292;0,5;34,022;0;8,041;1,6;8,041;3,3;18,452;0,1;16,706;41,88;0;33,026;0;39,495;0;34,022;0;40,152;0;40,223;0;34,022;0;39,495;0;39,495;0;40,152;0;4,702;0,9;1808
3722901001;15,19;1,2;16,704;0,3;7,651;4,4;7,651;9,9;15,458;0,3;14,17;18,789;0,1;15,731;0,2;14,051;11,5;14,051;1,2;14,051;1,5;15,487;0,8;14,051;1,4;14,051;2,1;14,051;3,6;14,051;0,7;8,503;3,9;1809
3723001001;10,494;3,5;3,853;1,2;10,426;6,2;3,853;16,1;11,301;0,7;8,999;12,793;0,3;12,513;0,6;8,999;20,7;9,513;3;9,513;3,3;11;2,4;9,513;3;11,185;4,5;11;7,2;11,185;1,5;8,999;5,5;1810
3723101001;10,205;1,2;29,556;0,2;10,205;3,3;10,093;6,4;28,263;0,3;10,205;30,831;0;27,07;0,2;26,891;5,2;26,891;0,6;26,891;0,5;28,537;0,2;26,891;0,6;26,891;1,4;26,891;1,4;26,891;0,3;0;2,6;1811
3723201001;8,504;0,5;40,432;0;9,676;1,4;6,688;2,9;9,263;0,3;8,504;42,128;0;39,402;0;40,565;0;40,432;0;40,895;0;40,895;0;40,432;0;38,249;0;40,565;0;40,895;0;5,709;0,5;1812
3723301001;8,966;0,6;15,499;0,1;15,499;0,8;6,403;1,8;18,255;0,1;6,403;84,69;0;64,199;0;6,835;1,2;84,13;0;84,13;0;83,977;0;84,13;0;83,977;0;84,595;0;84,595;0;6,835;0,7;1813
3723401001;37,664;0;44,509;0;14,257;0,8;6,646;0,7;50,007;0;38,497;115,779;0;83,204;0;34,837;0;115,526;0;115,526;0;102,429;0;115,526;0;102,429;0;115,849;0;115,849;0;15,189;0,2;1814
3723501001;17,974;0,2;36,029;0;15,031;0,8;5,795;2;15,031;0,2;12,12;33,901;0;33,961;0;32,347;0;35,31;0;32,347;0;34,474;0;35,648;0;33,274;0;33,274;0;34,474;0;21,509;0,1;1815
3723601001;10,845;1,5;28,303;0,2;9,949;2,6;5,251;6,8;9,949;0,7;7,632;26,359;0,1;25,923;0,2;24,841;6,5;27,456;0,7;24,841;0,7;26,619;0,8;27,609;0,8;25,517;1,5;25,517;2,4;26,619;0,5;15,874;1,7;1816
3723701001;14,948;0,7;29,163;0,1;11,502;1,8;8,371;4,9;19,741;0,2;16,863;28,012;0,1;29,633;0,1;16,863;2,1;29,557;0,1;27,04;0,2;29,557;0,6;29,557;0,2;28,924;0,2;28,924;1,1;29,557;0,2;17,985;0,6;1817
3723801001;12,684;3,3;14,515;0,7;0;8;0;17;13,228;1;11,825;15,82;0,1;12,089;0,6;11,865;17,3;11,875;2,2;11,875;2,1;13,511;1,2;11,865;2,2;11,865;4,3;11,865;5,2;11,875;1,1;6,027;5,2;1818
3723901001;18,801;1,4;26,748;0,2;10,967;3,8;5,863;8,3;24,912;0,4;11,231;27,355;0,1;23,66;0,2;24,066;6,9;24,432;1;24,432;1,1;25,282;0,8;24,066;1;24,066;1,5;24,066;2,4;24,432;0,5;9,049;2,3;1819
3724001001;5,756;3,6;7,626;0,7;3,81;7,2;0;20,7;3,908;1,3;2,241;6,629;0,3;4,637;0,9;5,11;20,7;6,499;3;5,725;3,3;5,725;2,4;6,286;3;5,11;4,5;5,11;7,2;5,725;1,5;4,537;6,4;1820
3724101001;23,568;0,3;34,752;0;7,971;1,2;7,971;1,4;26,089;0,2;7,971;46,951;0;47,363;0;43,26;0;44,894;0;44,894;0;46,056;0;44,894;0;46,056;0;46,056;0;46,056;0;35,724;0;1821
3724201001;14,618;0,5;34,591;0;13,462;1;4,89;3,6;16,404;0,1;16,272;32,153;0;33,697;0;16,272;0,3;34,072;0;30,806;0;33,878;0;34,072;0;32,511;0;32,511;0;33,878;0;18,72;0,1;1822
3724301001;20,274;0,2;57,26;0;8,986;1,2;8,986;1,3;16,916;0,1;20,274;74,005;0;76,099;0;67,006;0;72,977;0;72,977;0;74,19;0;72,977;0;74,816;0;74,19;0;74,816;0;24,959;0,1;1823
3724401001;9,361;0,5;9,361;0,3;9,361;1,2;2,892;3,9;10,326;0,3;9,411;68,893;0;9,796;0,3;19,011;0,7;70,21;0;68,085;0;28,207;0,5;70,21;0;28,207;0,1;69,974;0;70,21;0;0;1,1;1824
3724501001;34,418;0;41,446;0;9,331;1,2;9,331;0,9;46,1;0;34,317;110,468;0;77,024;0;31,539;0;110,33;0;110,33;0;96,268;0;110,33;0;96,268;0;110,596;0;110,596;0;13,311;0,4;1825
3724601001;2,35;0,9;40,204;0;0;3,2;0;4,1;1,406;0,7;2,35;39,041;0;37,003;0;37,661;0;39,029;0;37,811;0;38,293;0;38,455;0;37,661;0;37,661;0;38,293;0;13,874;0,4;1826
3724601002;3,328;0,9;41,579;0;1,406;2,6;0;4,5;0;1,1;3,328;40,43;0;38,369;0;39,044;0;40,401;0;39,205;0;39,668;0;39,814;0;39,044;0;39,044;0;39,668;0;13,899;0,4;1827
3724602001;0;1,3;38,579;0;2,35;2,8;0;4,2;3,328;0,7;0;37,513;0;35,33;0;36,09;0;37,383;0;36,331;0;36,665;0;36,743;0;36,09;0;36,09;0;36,665;0;12,015;0,4;1828
3724602002;2,696;0,9;41,212;0;2,555;2,4;2,123;3,9;2,123;0,6;2,696;40,175;0;37,948;0;38,741;0;40,009;0;39,003;0;39,298;0;39,344;0;38,741;0;38,741;0;39,298;0;11,783;0,4;1829
3724701001;11,454;1,7;25,443;0,2;12,648;3,4;4,041;8,8;13,477;0,7;8,971;23,953;0,1;22,517;0,2;22,599;6,9;24,38;1;22,599;1,1;23,581;0,8;24,12;1;22,742;1,5;22,742;2,4;23,581;0,5;17,413;2,1;1830
3724801001;5,088;0,6;40,909;0;5,088;1,2;6,122;1,6;6,122;0,3;5,088;59,405;0;59,331;0;50,821;0;56,379;0;56,379;0;57,845;0;56,379;0;57,99;0;57,845;0;57,99;0;23,381;0,1;1831
3724901001;9,548;0,7;42,499;0;9,548;1,1;10,048;1,6;10,048;0,3;9,548;54,973;0;54,886;0;50,948;0;51,928;0;51,928;0;53,389;0;51,928;0;53,547;0;53,389;0;53,547;0;21,529;0,1;1832
3725001001;26,189;0,2;63,515;0;7,268;1,2;7,268;1,3;22,646;0,1;26,189;71,39;0;74,16;0;71,471;0;71,946;0;71,528;0;72,733;0;71,946;0;72,215;0;71,471;0;73,212;0;25,491;0,1;1833
