Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
34 Palencia;34001 Abarca de Campos;;Hombres;De 50 a 54 años;2021;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 55 a 59 años;2024;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 55 a 59 años;2023;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 55 a 59 años;2022;2
34 Palencia;34001 Abarca de Campos;;Hombres;De 55 a 59 años;2021;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 60 a 64 años;2024;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 60 a 64 años;2023;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 60 a 64 años;2022;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 60 a 64 años;2021;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 65 a 69 años;2024;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 65 a 69 años;2023;0
34 Palencia;34001 Abarca de Campos;;Hombres;De 65 a 69 años;2022;1
34 Palencia;34001 Abarca de Campos;;Hombres;De 65 a 69 años;2021;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 70 a 74 años;2024;3
34 Palencia;34001 Abarca de Campos;;Hombres;De 70 a 74 años;2023;4
34 Palencia;34001 Abarca de Campos;;Hombres;De 70 a 74 años;2022;4
34 Palencia;34001 Abarca de Campos;;Hombres;De 70 a 74 años;2021;4
