CUSEC;Periodo;DA;DH;DS;DD;IVST_pond;IVST_pond_grado;Seccion_id;cluster_k2
4012001001;2021;53,247;35,290;36,887;35,934;40,452;Medio-bajo;2218;0
4012001001;2022;53,238;35,585;30,896;34,076;38,139;Bajo;2218;0
4012001001;2023;53,204;35,290;28,623;35,936;37,962;Bajo;2218;0
4012101001;2021;59,986;30,489;48,956;49,953;49,243;Alto;2219;1
4012101001;2022;59,992;30,489;45,604;50,146;48,296;Alto;2219;1
4012101001;2023;59,987;30,152;43,039;51,380;47,845;Medio-alto;2219;1
4012201001;2021;52,148;58,982;38,332;46,428;47,312;Medio-alto;2220;1
4012201001;2022;52,147;58,982;37,512;45,933;46,918;Medio-alto;2220;1
4012201001;2023;52,145;58,982;36,748;45,373;46,520;Medio-alto;2220;1
4012301001;2021;61,156;35,784;35,765;43,852;44,542;Medio-alto;2221;1
4012301001;2022;61,156;36,511;32,463;40,623;42,692;Medio-bajo;2221;1
4012301001;2023;61,146;36,511;31,667;41,407;42,685;Medio-bajo;2221;1
4012401001;2021;51,718;33,281;44,233;40,636;43,382;Medio-bajo;2222;1
4012401001;2022;51,713;33,281;41,009;41,273;42,605;Medio-bajo;2222;1
4012401001;2023;51,707;32,979;36,582;42,364;41,557;Medio-bajo;2222;0
4012501001;2021;64,233;29,272;38,337;51,918;47,525;Medio-alto;2223;1
4012501001;2022;64,256;28,979;38,337;56,499;48,862;Alto;2223;1
4012501001;2023;64,276;28,979;38,337;54,652;48,313;Alto;2223;1
4012601001;2021;58,581;28,791;38,337;66,308;50,358;Alto;2224;1
4012601001;2022;58,558;29,131;38,337;63,488;49,557;Alto;2224;1
4012601001;2023;58,523;29,131;38,337;62,072;49,123;Alto;2224;1
4012701001;2021;63,891;29,318;38,337;61,673;50,374;Alto;2225;1
4012701001;2022;63,728;29,983;38,337;55,731;48,650;Alto;2225;1
4012701001;2023;63,580;29,318;38,337;58,931;49,473;Alto;2225;1
4012801001;2021;62,291;24,535;36,812;49,331;45,096;Medio-alto;2226;1
4012801001;2022;62,289;24,535;33,525;48,972;44,002;Medio-alto;2226;1
4012801001;2023;62,280;24,535;30,725;48,957;43,155;Medio-bajo;2226;1
4012901001;2021;55,845;31,431;35,627;49,313;44,158;Medio-alto;2227;1
4012901001;2022;55,848;31,431;37,012;50,845;45,034;Medio-alto;2227;1
4012901001;2023;55,863;31,705;35,887;48,965;44,177;Medio-alto;2227;1
4013001001;2021;53,036;38,623;35,750;51,342;45,180;Medio-alto;2228;1
4013001001;2022;53,042;38,217;34,126;52,701;45,041;Medio-alto;2228;1
4013001001;2023;53,059;38,217;34,360;53,667;45,405;Medio-alto;2228;1
4013101001;2021;55,894;37,487;38,337;43,793;44,236;Medio-alto;2229;1
4013101001;2022;55,905;37,072;38,337;44,627;44,426;Medio-alto;2229;1
4013101001;2023;55,894;36,657;38,337;47,141;45,116;Medio-alto;2229;1
4013201001;2021;63,053;32,175;38,337;65,890;51,858;Alto;2230;1
4013201001;2022;63,065;31,799;38,337;67,146;52,181;Alto;2230;1
4013201001;2023;63,103;32,175;38,337;67,126;52,241;Alto;2230;1
4013401001;2021;57,646;40,622;38,198;36,755;42,991;Medio-bajo;2231;1
4013401001;2022;57,645;40,622;36,762;35,758;42,261;Medio-bajo;2231;0
4013401001;2023;57,644;40,622;34,906;35,916;41,751;Medio-bajo;2231;0
4013501001;2021;54,371;31,334;46,347;43,154;45,143;Medio-alto;2232;1
4013501001;2022;54,370;31,023;42,374;44,123;44,195;Medio-alto;2232;1
4013501001;2023;54,373;31,023;39,463;43,202;43,046;Medio-bajo;2232;1
4013601001;2021;56,000;28,247;42,162;43,358;43,893;Medio-alto;2233;1
4013601001;2022;56,021;28,516;41,414;41,192;43,065;Medio-bajo;2233;1
4013601001;2023;56,002;28,785;39,160;39,457;41,903;Medio-bajo;2233;0
4013801001;2021;59,462;51,060;44,024;37,518;46,987;Medio-alto;2234;1
4013801001;2022;59,462;50,636;41,229;39,073;46,552;Medio-alto;2234;1
4013801001;2023;59,463;50,636;40,063;38,754;46,106;Medio-alto;2234;1
4013801002;2021;54,979;49,929;39,660;35,262;43,711;Medio-alto;2235;1
4013801002;2022;54,979;49,555;36,767;35,998;43,007;Medio-bajo;2235;1
4013801002;2023;54,978;49,929;34,791;34,341;41,973;Medio-bajo;2235;0
4013901001;2021;54,648;43,770;36,431;49,948;46,141;Medio-alto;2236;1
4013901001;2022;54,653;43,385;35,389;50,867;46,048;Medio-alto;2236;1
4013901001;2023;54,655;43,385;34,689;50,965;45,868;Medio-alto;2236;1
4014001001;2021;65,350;40,334;38,337;48,873;48,551;Alto;2237;1
4014001001;2022;65,337;40,334;38,337;47,097;48,015;Alto;2237;1
4014001001;2023;65,343;40,679;38,337;45,856;47,696;Medio-alto;2237;1
4014101001;2021;60,884;39,160;39,798;34,990;43,532;Medio-bajo;2238;1
4014101001;2022;60,885;39,160;38,833;34,850;43,200;Medio-bajo;2238;1
4014101001;2023;60,884;39,160;37,413;34,503;42,670;Medio-bajo;2238;1
4014201001;2021;64,500;31,549;38,337;45,970;46,150;Medio-alto;2239;1
4014201001;2022;64,510;31,176;38,337;47,079;46,429;Medio-alto;2239;1
4014201001;2023;64,542;31,922;38,337;41,839;44,977;Medio-alto;2239;1
4014301001;2021;64,632;39,313;38,337;48,641;48,149;Alto;2240;1
4014301001;2022;64,636;38,904;38,337;50,011;48,499;Alto;2240;1
4014301001;2023;64,636;38,904;38,337;49,345;48,299;Alto;2240;1
4014401001;2021;65,803;33,585;38,337;62,648;51,784;Alto;2241;1
4014401001;2022;65,861;34,431;38,337;61,532;51,591;Alto;2241;1
4014401001;2023;65,995;32,739;38,337;66,434;52,841;Alto;2241;1
4014501001;2021;61,648;43,410;42,071;41,427;46,973;Medio-alto;2242;1
4014501001;2022;61,649;43,034;40,006;42,525;46,627;Medio-alto;2242;1
4014501001;2023;61,649;43,034;36,831;42,675;45,719;Medio-alto;2242;1
4014601001;2021;55,222;45,590;39,934;40,136;44,665;Medio-alto;2243;1
4014601001;2022;55,225;46,076;36,047;39,549;43,396;Medio-bajo;2243;1
4014601001;2023;55,219;46,076;35,025;38,879;42,888;Medio-bajo;2243;1
4014801001;2021;59,356;32,996;41,970;46,701;46,390;Medio-alto;2244;1
4014801001;2022;59,358;32,996;37,723;46,212;44,970;Medio-alto;2244;1
4014801001;2023;59,360;32,996;37,732;46,437;45,040;Medio-alto;2244;1
4014901001;2021;65,686;29,901;41,734;48,556;47,994;Alto;2245;1
4014901001;2022;65,686;29,901;36,542;49,083;46,594;Medio-alto;2245;1
4014901001;2023;65,690;29,901;35,846;49,052;46,377;Medio-alto;2245;1
4015001001;2021;64,935;30,288;38,337;61,844;50,831;Alto;2246;1
4015001001;2022;64,935;30,288;38,337;59,826;50,226;Alto;2246;1
4015001001;2023;64,956;30,288;38,337;60,571;50,455;Alto;2246;1
4015101001;2021;60,604;22,937;38,337;47,663;44,392;Medio-alto;2247;1
4015101001;2022;60,584;23,687;38,337;41,655;42,697;Medio-bajo;2247;1
4015101001;2023;60,530;23,937;38,337;33,271;40,205;Medio-bajo;2247;0
4015201001;2021;50,788;44,640;36,646;37,378;41,600;Medio-bajo;2248;0
4015201001;2022;50,788;44,640;33,059;38,095;40,739;Medio-bajo;2248;0
4015201001;2023;50,788;44,640;31,292;37,424;40,008;Medio-bajo;2248;0
4015401001;2021;66,154;25,662;38,337;56,100;48,719;Alto;2249;1
4015401001;2022;66,154;25,954;38,337;57,535;49,193;Alto;2249;1
4015401001;2023;66,111;25,662;38,337;57,713;49,192;Alto;2249;1
4015501001;2021;38,308;59,368;30,146;30,043;36,539;Bajo;2250;0
4015501001;2022;38,308;59,368;27,791;30,121;35,856;Bajo;2250;0
4015501001;2023;38,308;59,368;26,059;30,358;35,407;Bajo;2250;0
4015501002;2021;35,577;60,148;26,061;34,285;36,020;Bajo;2251;0
4015501002;2022;35,576;60,148;23,583;34,178;35,244;Bajo;2251;0
4015501002;2023;35,575;60,148;21,690;34,022;34,630;Bajo;2251;0
4015601001;2021;61,598;33,790;32,212;44,529;43,490;Medio-bajo;2252;1
4015601001;2022;61,598;34,131;26,622;42,894;41,374;Medio-bajo;2252;0
4015601001;2023;61,595;33,790;25,084;44,250;41,268;Medio-bajo;2252;0
4015701001;2021;55,828;35,178;38,337;59,103;48,466;Alto;2253;1
4015701001;2022;55,918;35,544;38,337;57,614;48,096;Alto;2253;1
4015701001;2023;55,935;35,544;38,337;58,229;48,285;Alto;2253;1
4015801001;2021;68,357;26,722;38,337;65,638;52,290;Alto;2254;1
4015801001;2022;68,209;27,448;38,337;58,647;50,265;Alto;2254;1
4015801001;2023;67,767;27,448;38,337;56,902;49,631;Alto;2254;1
4015901001;2021;62,460;34,928;42,404;37,007;44,678;Medio-alto;2255;1
4015901001;2022;62,461;34,928;40,851;36,309;44,002;Medio-alto;2255;1
4015901001;2023;62,458;35,561;39,242;31,810;42,264;Medio-bajo;2255;0
4016001001;2021;59,624;26,827;44,736;60,891;50,618;Alto;2256;1
4016001001;2022;59,549;26,827;38,337;55,891;47,180;Medio-alto;2256;1
4016001001;2023;59,576;26,245;38,337;68,607;50,914;Alto;2256;1
4016101001;2021;63,857;37,939;38,337;34,186;43,412;Medio-bajo;2257;1
4016101001;2022;63,890;39,940;38,337;29,059;42,182;Medio-bajo;2257;0
4016101001;2023;63,797;40,340;38,337;26,694;41,510;Medio-bajo;2257;0
4016201001;2021;64,987;37,486;39,460;39,696;45,617;Medio-alto;2258;1
4016201001;2022;64,988;37,138;36,522;41,132;45,114;Medio-alto;2258;1
4016201001;2023;64,989;36,790;33,920;42,901;44,812;Medio-alto;2258;1
4016301001;2021;59,178;24,581;38,337;65,189;49,540;Alto;2259;1
4016301001;2022;59,081;24,321;38,337;69,551;50,785;Alto;2259;1
4016301001;2023;59,058;24,321;38,337;71,322;51,310;Alto;2259;1
4016401001;2021;56,218;22,147;36,476;50,348;43,424;Medio-bajo;2260;1
4016401001;2022;56,220;22,147;32,969;50,112;42,301;Medio-bajo;2260;1
4016401001;2023;56,220;22,147;29,197;49,386;40,952;Medio-bajo;2260;0
4016501001;2021;60,899;30,666;38,337;59,433;49,156;Alto;2261;1
4016501001;2022;60,893;30,666;38,337;64,239;50,596;Alto;2261;1
4016501001;2023;60,893;30,300;38,337;65,304;50,861;Alto;2261;1
4016601001;2021;53,478;35,711;39,016;39,523;42,288;Medio-bajo;2262;0
4016601001;2022;53,482;35,711;36,529;38,659;41,284;Medio-bajo;2262;0
4016601001;2023;53,478;35,988;35,092;37,228;40,464;Medio-bajo;2262;0
4016801001;2021;70,470;27,069;38,337;68,978;53,872;Alto;2263;1
4016801001;2022;70,383;27,396;38,337;61,438;51,638;Alto;2263;1
4016801001;2023;70,383;27,723;38,337;60,849;51,510;Alto;2263;1
4017001001;2021;69,875;65,066;38,748;34,397;49,172;Alto;2264;1
4017001001;2022;69,875;64,584;34,807;35,106;48,130;Alto;2264;1
4017001001;2023;69,874;64,584;33,751;35,470;47,923;Alto;2264;1
4017101001;2021;71,686;32,210;38,337;58,945;51,938;Alto;2265;1
4017101001;2022;71,659;32,210;38,337;58,701;51,858;Alto;2265;1
4017101001;2023;71,667;31,813;38,337;60,732;52,410;Alto;2265;1
4017201001;2021;74,183;41,128;38,337;53,449;52,251;Alto;2266;1
4017201001;2022;74,112;41,128;38,337;55,866;52,958;Alto;2266;1
4017201001;2023;74,089;40,205;38,337;60,715;54,269;Alto;2266;1
4017301001;2021;45,797;37,596;33,610;32,759;36,999;Bajo;2267;0
4017301001;2022;45,763;37,941;31,563;31,710;36,114;Bajo;2267;0
4017301001;2023;45,752;37,596;32,548;32,230;36,511;Bajo;2267;0
4017401001;2021;54,979;38,244;40,459;50,307;46,711;Medio-alto;2268;1
4017401001;2022;54,989;38,598;38,153;48,928;45,661;Medio-alto;2268;1
4017401001;2023;54,992;38,244;38,942;50,381;46,282;Medio-alto;2268;1
4017601001;2021;63,166;34,342;42,689;42,689;46,556;Medio-alto;2269;1
4017601001;2022;63,164;34,006;38,822;44,194;45,797;Medio-alto;2269;1
4017601001;2023;63,164;34,006;37,261;43,940;45,252;Medio-alto;2269;1
4017701001;2021;55,772;29,894;45,771;56,382;49,073;Alto;2270;1
4017701001;2022;55,746;29,894;42,214;52,482;46,830;Medio-alto;2270;1
4017701001;2023;55,745;29,894;36,909;51,329;44,892;Medio-alto;2270;1
4017801001;2021;57,259;23,179;38,337;48,385;43,808;Medio-alto;2271;1
4017801001;2022;57,253;23,454;38,337;46,949;43,417;Medio-bajo;2271;1
4017801001;2023;57,284;23,179;38,337;47,571;43,570;Medio-bajo;2271;1
4017901001;2021;60,374;43,336;40,374;30,176;42,759;Medio-bajo;2272;1
4017901001;2022;60,373;43,029;38,288;30,883;42,299;Medio-bajo;2272;1
4017901001;2023;60,373;43,336;36,124;29,911;41,404;Medio-bajo;2272;0
4018001001;2021;52,874;26,811;33,485;50,105;42,317;Medio-bajo;2273;1
4018001001;2022;52,873;27,068;30,807;47,879;40,884;Medio-bajo;2273;0
4018001001;2023;52,879;26,811;30,722;49,430;41,287;Medio-bajo;2273;0
4018101001;2021;35,417;62,262;34,993;38,828;40,340;Medio-bajo;2274;0
4018101001;2022;35,418;62,262;32,786;39,409;39,852;Medio-bajo;2274;0
4018101001;2023;35,418;62,262;31,099;39,237;39,295;Medio-bajo;2274;0
4018101002;2021;40,244;46,525;31,646;41,032;38,843;Medio-bajo;2275;0
4018101002;2022;40,243;46,525;29,302;41,210;38,193;Bajo;2275;0
4018101002;2023;40,243;46,525;25,911;41,607;37,295;Bajo;2275;0
4018101003;2021;36,621;63,186;32,582;34,999;38,908;Medio-bajo;2276;0
4018101003;2022;36,622;63,186;29,866;35,546;38,257;Bajo;2276;0
4018101003;2023;36,621;63,186;28,888;35,467;37,940;Bajo;2276;0
4018102001;2021;42,816;48,127;33,239;39,559;39,762;Medio-bajo;2277;0
4018102001;2022;42,816;47,692;30,612;41,206;39,403;Medio-bajo;2277;0
4018102001;2023;42,817;47,692;28,129;40,970;38,588;Medio-bajo;2277;0
4018201001;2021;61,682;32,591;43,235;35,709;43,992;Medio-alto;2278;1
4018201001;2022;61,684;31,971;41,112;37,460;43,788;Medio-alto;2278;1
4018201001;2023;61,686;31,971;34,000;37,816;41,762;Medio-bajo;2278;0
4018301001;2021;65,988;35,015;42,527;46,210;48,370;Alto;2279;1
4018301001;2022;66,002;34,716;41,371;44,707;47,531;Medio-alto;2279;1
4018301001;2023;65,986;34,418;37,272;45,607;46,523;Medio-alto;2279;1
4018401001;2021;61,599;38,681;42,507;49,502;48,805;Alto;2280;1
4018401001;2022;61,597;38,681;40,729;49,107;48,152;Alto;2280;1
4018401001;2023;61,592;38,681;36,526;49,383;46,973;Medio-alto;2280;1
4018501001;2021;52,077;33,525;36,473;46,140;42,832;Medio-bajo;2281;1
4018501001;2022;52,078;33,525;34,470;45,644;42,083;Medio-bajo;2281;0
4018501001;2023;52,078;33,525;31,812;45,551;41,257;Medio-bajo;2281;0
4018601001;2021;67,708;22,050;38,337;67,660;52,034;Alto;2282;1
4018601001;2022;67,725;23,525;38,337;56,867;49,021;Alto;2282;1
4018601001;2023;67,532;22,935;38,337;59,355;49,631;Alto;2282;1
4018801001;2021;58,573;25,897;38,337;66,988;50,126;Alto;2283;1
4018801001;2022;58,597;25,897;38,337;65,318;49,631;Alto;2283;1
4018801001;2023;58,582;25,897;38,337;61,287;48,417;Alto;2283;1
4018901001;2021;56,594;31,551;40,868;47,236;45,312;Medio-alto;2284;1
4018901001;2022;56,593;31,551;39,437;47,403;44,933;Medio-alto;2284;1
4018901001;2023;56,593;31,551;38,777;47,795;44,853;Medio-alto;2284;1
4019001001;2021;51,552;32,578;38,337;45,378;42,889;Medio-bajo;2285;1
4019001001;2022;51,699;33,213;38,337;40,853;41,664;Medio-bajo;2285;0
4019001001;2023;51,699;32,895;38,337;41,871;41,921;Medio-bajo;2285;0
4019101001;2021;72,173;37,391;49,416;48,116;52,911;Alto;2286;1
4019101001;2022;72,174;37,391;42,218;48,446;50,851;Alto;2286;1
4019101001;2023;72,175;37,391;40,320;49,667;50,648;Alto;2286;1
4019201001;2021;57,921;26,463;44,380;49,563;46,633;Medio-alto;2287;1
4019201001;2022;57,928;26,794;40,815;47,985;45,141;Medio-alto;2287;1
4019201001;2023;57,921;26,794;40,788;46,537;44,697;Medio-alto;2287;1
4019301001;2021;59,668;43,456;34,501;35,103;42,317;Medio-bajo;2288;1
4019301001;2022;59,667;43,456;34,756;35,335;42,462;Medio-bajo;2288;1
4019301001;2023;59,673;43,140;31,213;36,667;41,753;Medio-bajo;2288;0
4019401001;2021;27,785;37,460;21,038;40,418;31,002;Bajo;2289;0
4019401001;2022;27,792;37,001;18,954;41,647;30,678;Bajo;2289;0
4019401001;2023;27,793;37,001;17,316;40,812;29,937;Bajo;2289;0
4019401002;2021;27,038;46,087;26,218;44,442;34,870;Bajo;2290;0
4019401002;2022;27,038;45,575;22,566;45,150;33,911;Bajo;2290;0
4019401002;2023;27,041;45,575;21,907;45,832;33,918;Bajo;2290;0
4019401003;2021;26,754;38,412;26,626;40,977;32,731;Bajo;2291;0
4019401003;2022;26,761;37,907;23,747;41,190;31,857;Bajo;2291;0
4019401003;2023;26,755;37,907;20,091;39,906;30,374;Bajo;2291;0
4019401004;2021;26,806;45,941;20,101;38,389;31,140;Bajo;2292;0
4019401004;2022;26,805;45,941;18,051;37,983;30,403;Bajo;2292;0
4019401004;2023;26,804;45,941;16,440;36,888;29,591;Bajo;2292;0
4019401005;2021;26,707;32,796;23,890;45,318;32,359;Bajo;2293;0
4019401005;2022;26,711;32,283;21,676;47,013;32,127;Bajo;2293;0
4019401005;2023;26,712;32,796;18,947;45,324;30,879;Bajo;2293;0
4019402001;2021;24,934;56,193;26,898;41,039;35,044;Bajo;2294;0
4019402001;2022;24,933;55,555;23,508;42,311;34,312;Bajo;2294;0
4019402001;2023;24,935;55,555;22,676;42,339;34,071;Bajo;2294;0
4019402002;2021;26,538;57,603;37,578;41,733;39,068;Medio-bajo;2295;0
4019402002;2022;26,539;57,603;36,032;40,104;38,116;Bajo;2295;0
4019402002;2023;26,534;57,603;33,723;39,854;37,347;Bajo;2295;0
4019403001;2021;25,634;59,875;36,881;34,573;36,826;Bajo;2296;0
4019403001;2022;25,633;59,875;33,700;35,170;36,050;Bajo;2296;0
4019403001;2023;25,636;59,875;30,800;35,616;35,315;Bajo;2296;0
4019403002;2021;24,696;52,669;31,780;37,691;34,915;Bajo;2297;0
4019403002;2022;24,701;52,669;26,809;37,714;33,432;Bajo;2297;0
4019403002;2023;24,698;52,669;25,993;38,586;33,448;Bajo;2297;0
4019403003;2021;23,610;60,675;32,780;40,039;36,849;Bajo;2298;0
4019403003;2022;23,612;60,675;29,508;39,881;35,821;Bajo;2298;0
4019403003;2023;23,611;60,675;28,456;39,742;35,464;Bajo;2298;0
4019403004;2021;24,555;46,895;28,569;40,488;33,890;Bajo;2299;0
4019403004;2022;24,554;46,895;27,098;41,253;33,678;Bajo;2299;0
4019403004;2023;24,550;46,895;22,018;41,115;32,111;Bajo;2299;0
4019403005;2021;24,771;56,352;22,048;44,850;34,715;Bajo;2300;0
4019403005;2022;24,776;56,352;18,313;45,772;33,872;Bajo;2300;0
4019403005;2023;24,777;56,352;16,433;46,180;33,431;Bajo;2300;0
4019403006;2021;24,237;61,514;28,770;39,380;35,732;Bajo;2301;0
4019403006;2022;24,240;60,826;26,424;40,219;35,176;Bajo;2301;0
4019403006;2023;24,241;60,826;25,578;39,943;34,841;Bajo;2301;0
4019403007;2021;24,260;59,146;20,881;37,962;32,590;Bajo;2302;0
4019403007;2022;24,262;58,581;16,672;39,137;31,595;Bajo;2302;0
4019403007;2023;24,262;58,581;13,980;39,740;30,969;Bajo;2302;0
4019403008;2021;24,028;55,994;35,882;36,716;36,185;Bajo;2303;0
4019403008;2022;24,029;56,681;31,629;34,939;34,480;Bajo;2303;0
4019403008;2023;24,029;56,681;30,158;34,261;33,835;Bajo;2303;0
4019403009;2021;24,755;66,307;23,678;40,127;35,276;Bajo;2304;0
4019403009;2022;24,754;66,307;21,380;40,166;34,599;Bajo;2304;0
4019403009;2023;24,755;66,903;19,207;38,759;33,614;Bajo;2304;0
4019404001;2021;24,730;63,333;32,207;33,929;35,523;Bajo;2305;0
4019404001;2022;24,731;63,333;29,095;33,603;34,492;Bajo;2305;0
4019404001;2023;24,730;62,680;26,946;34,853;34,124;Bajo;2305;0
4019404002;2021;24,704;60,290;29,251;38,493;35,542;Bajo;2306;0
4019404002;2022;24,704;60,290;27,153;39,055;35,082;Bajo;2306;0
4019404002;2023;24,704;60,290;26,140;38,846;34,715;Bajo;2306;0
4019404003;2021;24,741;64,491;39,957;34,988;38,343;Bajo;2307;0
4019404003;2022;24,743;63,744;35,818;36,279;37,376;Bajo;2307;0
4019404003;2023;24,743;63,744;33,427;35,780;36,509;Bajo;2307;0
4019404004;2021;24,543;65,027;38,323;37,035;38,497;Medio-bajo;2308;0
4019404004;2022;24,546;65,027;34,835;38,075;37,764;Bajo;2308;0
4019404004;2023;24,549;65,027;32,244;37,246;36,738;Bajo;2308;0
4019404005;2021;24,005;67,811;45,144;40,243;41,789;Medio-bajo;2309;0
4019404005;2022;24,006;67,811;41,901;40,492;40,891;Medio-bajo;2309;0
4019404005;2023;24,008;68,585;39,856;37,676;39,549;Medio-bajo;2309;0
4019404006;2021;25,051;66,402;32,333;38,262;37,401;Bajo;2310;0
4019404006;2022;25,051;65,748;29,030;39,176;36,587;Bajo;2310;0
4019404006;2023;25,052;65,748;27,090;39,380;36,066;Bajo;2310;0
4019404007;2021;25,573;60,230;39,699;33,615;37,422;Bajo;2311;0
4019404007;2022;25,574;59,540;35,864;35,113;36,618;Bajo;2311;0
4019404007;2023;25,570;59,540;35,374;34,925;36,413;Bajo;2311;0
4019404008;2021;26,494;63,492;35,708;40,966;39,150;Medio-bajo;2312;0
4019404008;2022;26,496;63,492;32,182;40,126;37,840;Bajo;2312;0
4019404008;2023;26,494;63,492;31,178;40,597;37,680;Bajo;2312;0
4019404009;2021;27,942;64,721;40,112;28,530;37,286;Bajo;2313;0
4019404009;2022;27,944;64,721;37,091;28,132;36,261;Bajo;2313;0
4019404009;2023;27,942;65,380;35,722;26,935;35,590;Bajo;2313;0
4019404010;2021;39,050;47,880;36,604;37,460;39,163;Medio-bajo;2314;0
4019404010;2022;39,050;47,880;33,733;37,214;38,229;Bajo;2314;0
4019404010;2023;39,050;47,880;31,517;37,253;37,575;Bajo;2314;0
4019405001;2021;23,994;65,836;35,081;36,163;37,247;Bajo;2315;0
4019405001;2022;23,994;65,836;32,414;36,669;36,599;Bajo;2315;0
4019405001;2023;23,993;65,836;30,942;36,772;36,188;Bajo;2315;0
4019405002;2021;24,686;64,773;39,963;34,835;38,327;Bajo;2316;0
4019405002;2022;24,684;64,773;34,848;34,577;36,714;Bajo;2316;0
4019405002;2023;24,682;65,468;33,171;32,806;35,784;Bajo;2316;0
4019405003;2021;26,335;66,488;38,484;35,464;38,742;Medio-bajo;2317;0
4019405003;2022;26,335;66,488;34,453;35,255;37,469;Bajo;2317;0
4019405003;2023;26,330;66,488;32,600;35,074;36,858;Bajo;2317;0
4019405004;2021;24,549;83,469;58,607;31,794;45,778;Medio-alto;2318;1
4019405004;2022;24,549;84,616;54,030;30,609;44,221;Medio-alto;2318;1
4019405004;2023;24,546;84,616;52,985;29,653;43,620;Medio-bajo;2318;1
4019405005;2021;27,644;71,169;47,897;36,300;42,846;Medio-bajo;2319;1
4019405005;2022;27,644;71,169;45,435;37,377;42,430;Medio-bajo;2319;1
4019405005;2023;27,645;71,169;44,068;37,562;42,076;Medio-bajo;2319;0
4019405006;2021;27,938;65,863;33,759;33,558;37,059;Bajo;2320;0
4019405006;2022;27,940;65,388;31,640;35,095;36,814;Bajo;2320;0
4019405006;2023;27,942;65,388;29,326;35,580;36,266;Bajo;2320;0
4019405007;2021;28,916;68,062;35,808;30,278;37,264;Bajo;2321;0
4019405007;2022;28,917;68,062;32,979;30,846;36,586;Bajo;2321;0
4019405007;2023;28,918;67,594;31,766;31,857;36,455;Bajo;2321;0
4019405008;2021;29,761;56,596;30,298;28,913;33,693;Bajo;2322;0
4019405008;2022;29,761;56,238;28,035;30,657;33,484;Bajo;2322;0
4019405008;2023;29,762;55,881;27,053;32,473;33,680;Bajo;2322;0
4019406001;2021;23,841;61,812;36,767;35,569;36,933;Bajo;2323;0
4019406001;2022;23,842;61,812;33,817;35,988;36,174;Bajo;2323;0
4019406001;2023;23,843;61,812;32,156;36,536;35,840;Bajo;2323;0
4019406002;2021;26,313;68,486;42,584;38,208;41,089;Medio-bajo;2324;0
4019406002;2022;26,314;68,486;38,789;37,858;39,846;Medio-bajo;2324;0
4019406002;2023;26,314;68,486;37,218;37,252;39,192;Medio-bajo;2324;0
4019406003;2021;27,175;73,747;40,769;33,819;40,232;Medio-bajo;2325;0
4019406003;2022;27,176;73,747;38,086;34,853;39,738;Medio-bajo;2325;0
4019406003;2023;27,179;72,986;37,228;35,783;39,646;Medio-bajo;2325;0
4019406004;2021;26,878;76,564;39,629;36,826;41,141;Medio-bajo;2326;0
