Provincia;CMuni;CUSEC;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Burgos;09095;0909501001;2021;48;54;102;47,060;52,940
Burgos;09095;0909501001;2022;45;52;97;46,390;53,610
Burgos;09095;0909501001;2023;45;46;91;49,450;50,550
Burgos;09098;0909801001;2021;290;242;532;54,510;45,490
Burgos;09098;0909801001;2022;277;235;512;54,100;45,900
Burgos;09098;0909801001;2023;276;220;496;55,650;44,350
Burgos;09100;0910001001;2021;35;17;52;67,310;32,690
Burgos;09100;0910001001;2022;35;20;55;63,640;36,360
Burgos;09100;0910001001;2023;34;16;50;68,000;32,000
Burgos;09101;0910101001;2021;48;28;76;63,160;36,840
Burgos;09101;0910101001;2022;48;30;78;61,540;38,460
Burgos;09101;0910101001;2023;47;28;75;62,670;37,330
Burgos;09102;0910201001;2021;20;10;30;66,670;33,330
Burgos;09102;0910201001;2022;24;11;35;68,570;31,430
Burgos;09102;0910201001;2023;22;12;34;64,710;35,290
Burgos;09103;0910301001;2021;128;96;224;57,140;42,860
Burgos;09103;0910301001;2022;128;85;213;60,090;39,910
Burgos;09103;0910301001;2023;126;80;206;61,170;38,830
Burgos;09104;0910401001;2021;21;20;41;51,220;48,780
Burgos;09104;0910401001;2022;23;20;43;53,490;46,510
Burgos;09104;0910401001;2023;27;21;48;56,250;43,750
Burgos;09105;0910501001;2021;62;43;105;59,050;40,950
Burgos;09105;0910501001;2022;60;41;101;59,410;40,590
Burgos;09105;0910501001;2023;61;46;107;57,010;42,990
Burgos;09108;0910801001;2021;332;255;587;56,560;43,440
Burgos;09108;0910801001;2022;339;267;606;55,940;44,060
Burgos;09108;0910801001;2023;347;271;618;56,150;43,850
Burgos;09109;0910901001;2021;783;639;1422;55,060;44,940
Burgos;09109;0910901001;2022;796;654;1450;54,900;45,100
Burgos;09109;0910901001;2023;811;668;1479;54,830;45,170
Burgos;09110;0911001001;2021;52;29;81;64,200;35,800
Burgos;09110;0911001001;2022;54;29;83;65,060;34,940
Burgos;09110;0911001001;2023;55;37;92;59,780;40,220
Burgos;09112;0911201001;2021;67;38;105;63,810;36,190
Burgos;09112;0911201001;2022;66;38;104;63,460;36,540
Burgos;09112;0911201001;2023;62;38;100;62,000;38,000
Burgos;09113;0911301001;2021;288;248;536;53,730;46,270
Burgos;09113;0911301001;2022;288;245;533;54,030;45,970
Burgos;09113;0911301001;2023;292;237;529;55,200;44,800
Burgos;09114;0911401001;2021;60;42;102;58,820;41,180
Burgos;09114;0911401001;2022;57;44;101;56,440;43,560
Burgos;09114;0911401001;2023;57;48;105;54,290;45,710
Burgos;09115;0911501001;2021;61;45;106;57,550;42,450
Burgos;09115;0911501001;2022;62;45;107;57,940;42,060
Burgos;09115;0911501001;2023;59;43;102;57,840;42,160
Burgos;09117;0911701001;2021;52;52;104;50,000;50,000
Burgos;09117;0911701001;2022;55;47;102;53,920;46,080
Burgos;09117;0911701001;2023;50;44;94;53,190;46,810
Burgos;09119;0911901001;2021;18;24;42;42,860;57,140
Burgos;09119;0911901001;2022;17;24;41;41,460;58,540
Burgos;09119;0911901001;2023;19;24;43;44,190;55,810
Burgos;09120;0912001001;2021;21;22;43;48,840;51,160
Burgos;09120;0912001001;2022;20;23;43;46,510;53,490
Burgos;09120;0912001001;2023;23;20;43;53,490;46,510
Burgos;09122;0912201001;2021;58;32;90;64,440;35,560
Burgos;09122;0912201001;2022;53;29;82;64,630;35,370
Burgos;09122;0912201001;2023;51;31;82;62,200;37,800
Burgos;09123;0912301001;2021;28;18;46;60,870;39,130
Burgos;09123;0912301001;2022;25;17;42;59,520;40,480
Burgos;09123;0912301001;2023;26;18;44;59,090;40,910
Burgos;09124;0912401001;2021;864;807;1671;51,710;48,290
Burgos;09124;0912401001;2022;858;784;1642;52,250;47,750
Burgos;09124;0912401001;2023;846;786;1632;51,840;48,160
Burgos;09125;0912501001;2021;356;248;604;58,940;41,060
Burgos;09125;0912501001;2022;372;260;632;58,860;41,140
Burgos;09125;0912501001;2023;366;271;637;57,460;42,540
Burgos;09127;0912701001;2021;31;19;50;62,000;38,000
Burgos;09127;0912701001;2022;28;17;45;62,220;37,780
Burgos;09127;0912701001;2023;32;24;56;57,140;42,860
Burgos;09128;0912801001;2021;55;42;97;56,700;43,300
Burgos;09128;0912801001;2022;55;42;97;56,700;43,300
Burgos;09128;0912801001;2023;54;44;98;55,100;44,900
Burgos;09129;0912901001;2021;57;37;94;60,640;39,360
Burgos;09129;0912901001;2022;60;34;94;63,830;36,170
Burgos;09129;0912901001;2023;65;36;101;64,360;35,640
Burgos;09130;0913001001;2021;44;25;69;63,770;36,230
Burgos;09130;0913001001;2022;44;23;67;65,670;34,330
Burgos;09130;0913001001;2023;44;24;68;64,710;35,290
Burgos;09131;0913101001;2021;356;338;694;51,300;48,700
Burgos;09131;0913101001;2022;351;337;688;51,020;48,980
Burgos;09131;0913101001;2023;358;329;687;52,110;47,890
Burgos;09132;0913201001;2021;105;73;178;58,990;41,010
Burgos;09132;0913201001;2022;103;71;174;59,200;40,800
Burgos;09132;0913201001;2023;101;66;167;60,480;39,520
Burgos;09133;0913301001;2021;26;20;46;56,520;43,480
Burgos;09133;0913301001;2022;27;20;47;57,450;42,550
Burgos;09133;0913301001;2023;27;20;47;57,450;42,550
Burgos;09134;0913401001;2021;142;128;270;52,590;47,410
Burgos;09134;0913401001;2022;141;127;268;52,610;47,390
Burgos;09134;0913401001;2023;140;127;267;52,430;47,570
Burgos;09135;0913501001;2021;25;18;43;58,140;41,860
Burgos;09135;0913501001;2022;23;19;42;54,760;45,240
Burgos;09135;0913501001;2023;26;17;43;60,470;39,530
Burgos;09136;0913601001;2021;120;103;223;53,810;46,190
Burgos;09136;0913601001;2022;119;100;219;54,340;45,660
Burgos;09136;0913601001;2023;132;100;232;56,900;43,100
Burgos;09137;0913701001;2021;131;129;260;50,380;49,620
Burgos;09137;0913701001;2022;130;127;257;50,580;49,420
Burgos;09137;0913701001;2023;141;128;269;52,420;47,580
Burgos;09138;0913801001;2021;57;48;105;54,290;45,710
Burgos;09138;0913801001;2022;64;52;116;55,170;44,830
Burgos;09138;0913801001;2023;56;48;104;53,850;46,150
Burgos;09139;0913901001;2021;68;31;99;68,690;31,310
Burgos;09139;0913901001;2022;65;29;94;69,150;30,850
Burgos;09139;0913901001;2023;67;32;99;67,680;32,320
Burgos;09140;0914001001;2021;91;57;148;61,490;38,510
Burgos;09140;0914001001;2022;85;60;145;58,620;41,380
Burgos;09140;0914001001;2023;79;55;134;58,960;41,040
Burgos;09141;0914101001;2021;403;369;772;52,200;47,800
Burgos;09141;0914101001;2022;418;379;797;52,450;47,550
Burgos;09141;0914101001;2023;422;383;805;52,420;47,580
Burgos;09143;0914301001;2021;18;12;30;60,000;40,000
Burgos;09143;0914301001;2022;18;11;29;62,070;37,930
Burgos;09143;0914301001;2023;18;11;29;62,070;37,930
Burgos;09144;0914401001;2021;30;13;43;69,770;30,230
Burgos;09144;0914401001;2022;29;15;44;65,910;34,090
Burgos;09144;0914401001;2023;29;13;42;69,050;30,950
Burgos;09148;0914801001;2021;54;59;113;47,790;52,210
Burgos;09148;0914801001;2022;54;57;111;48,650;51,350
Burgos;09148;0914801001;2023;55;59;114;48,250;51,750
Burgos;09149;0914901001;2021;45;21;66;68,180;31,820
Burgos;09149;0914901001;2022;40;21;61;65,570;34,430
Burgos;09149;0914901001;2023;44;17;61;72,130;27,870
Burgos;09151;0915101001;2021;309;246;555;55,680;44,320
Burgos;09151;0915101001;2022;315;261;576;54,690;45,310
Burgos;09151;0915101001;2023;325;270;595;54,620;45,380
Burgos;09152;0915201001;2021;204;171;375;54,400;45,600
Burgos;09152;0915201001;2022;206;177;383;53,790;46,210
Burgos;09152;0915201001;2023;214;171;385;55,580;44,420
Burgos;09154;0915401001;2021;90;61;151;59,600;40,400
Burgos;09154;0915401001;2022;91;60;151;60,260;39,740
Burgos;09154;0915401001;2023;91;59;150;60,670;39,330
Burgos;09155;0915501001;2021;20;10;30;66,670;33,330
Burgos;09155;0915501001;2022;21;9;30;70,000;30,000
Burgos;09155;0915501001;2023;20;9;29;68,970;31,030
Burgos;09159;0915901001;2021;44;29;73;60,270;39,730
Burgos;09159;0915901001;2022;43;29;72;59,720;40,280
Burgos;09159;0915901001;2023;41;28;69;59,420;40,580
Burgos;09160;0916001001;2021;54;37;91;59,340;40,660
Burgos;09160;0916001001;2022;60;35;95;63,160;36,840
Burgos;09160;0916001001;2023;60;33;93;64,520;35,480
Burgos;09162;0916201001;2021;78;65;143;54,550;45,450
Burgos;09162;0916201001;2022;86;70;156;55,130;44,870
Burgos;09162;0916201001;2023;94;75;169;55,620;44,380
Burgos;09163;0916301001;2021;348;292;640;54,370;45,620
Burgos;09163;0916301001;2022;339;282;621;54,590;45,410
Burgos;09163;0916301001;2023;331;285;616;53,730;46,270
Burgos;09164;0916401001;2021;103;67;170;60,590;39,410
Burgos;09164;0916401001;2022;102;66;168;60,710;39,290
Burgos;09164;0916401001;2023;104;69;173;60,120;39,880
Burgos;09166;0916601001;2021;54;44;98;55,100;44,900
Burgos;09166;0916601001;2022;52;46;98;53,060;46,940
Burgos;09166;0916601001;2023;53;46;99;53,540;46,460
Burgos;09167;0916701001;2021;31;25;56;55,360;44,640
Burgos;09167;0916701001;2022;29;26;55;52,730;47,270
Burgos;09167;0916701001;2023;29;24;53;54,720;45,280
Burgos;09168;0916801001;2021;179;133;312;57,370;42,630
Burgos;09168;0916801001;2022;179;135;314;57,010;42,990
Burgos;09168;0916801001;2023;173;132;305;56,720;43,280
Burgos;09169;0916901001;2021;66;33;99;66,670;33,330
Burgos;09169;0916901001;2022;71;36;107;66,360;33,640
Burgos;09169;0916901001;2023;71;36;107;66,360;33,640
Burgos;09170;0917001001;2021;117;108;225;52,000;48,000
Burgos;09170;0917001001;2022;114;100;214;53,270;46,730
Burgos;09170;0917001001;2023;111;99;210;52,860;47,140
Burgos;09172;0917201001;2021;95;69;164;57,930;42,070
Burgos;09172;0917201001;2022;102;71;173;58,960;41,040
Burgos;09172;0917201001;2023;85;73;158;53,800;46,200
Burgos;09173;0917301001;2021;72;57;129;55,810;44,190
Burgos;09173;0917301001;2022;73;56;129;56,590;43,410
Burgos;09173;0917301001;2023;69;56;125;55,200;44,800
Burgos;09174;0917401001;2021;485;424;909;53,360;46,640
Burgos;09174;0917401001;2022;482;410;892;54,040;45,960
Burgos;09174;0917401001;2023;480;399;879;54,610;45,390
Burgos;09175;0917501001;2021;81;40;121;66,940;33,060
Burgos;09175;0917501001;2022;80;38;118;67,800;32,200
Burgos;09175;0917501001;2023;79;36;115;68,700;31,300
Burgos;09176;0917601001;2021;39;18;57;68,420;31,580
Burgos;09176;0917601001;2022;37;16;53;69,810;30,190
Burgos;09176;0917601001;2023;35;19;54;64,810;35,190
Burgos;09177;0917701001;2021;771;666;1437;53,650;46,350
Burgos;09177;0917701001;2022;759;664;1423;53,340;46,660
Burgos;09177;0917701001;2023;750;667;1417;52,930;47,070
Burgos;09178;0917801001;2021;25;12;37;67,570;32,430
Burgos;09178;0917801001;2022;25;11;36;69,440;30,560
Burgos;09178;0917801001;2023;25;8;33;75,760;24,240
Burgos;09179;0917901001;2021;23;20;43;53,490;46,510
Burgos;09179;0917901001;2022;23;22;45;51,110;48,890
Burgos;09179;0917901001;2023;24;23;47;51,060;48,940
Burgos;09180;0918001001;2021;77;69;146;52,740;47,260
Burgos;09180;0918001001;2022;78;68;146;53,420;46,580
Burgos;09180;0918001001;2023;76;68;144;52,780;47,220
Burgos;09181;0918101001;2021;150;140;290;51,720;48,280
Burgos;09181;0918101001;2022;149;135;284;52,460;47,540
Burgos;09181;0918101001;2023;151;132;283;53,360;46,640
Burgos;09182;0918201001;2021;47;33;80;58,750;41,250
Burgos;09182;0918201001;2022;50;36;86;58,140;41,860
Burgos;09182;0918201001;2023;47;31;78;60,260;39,740
Burgos;09183;0918301001;2021;28;14;42;66,670;33,330
Burgos;09183;0918301001;2022;30;14;44;68,180;31,820
Burgos;09183;0918301001;2023;28;14;42;66,670;33,330
Burgos;09184;0918401001;2021;9;1;10;90,000;10,000
Burgos;09184;0918401001;2022;8;1;9;88,890;11,110
Burgos;09184;0918401001;2023;8;2;10;80,000;20,000
Burgos;09189;0918901001;2021;66;56;122;54,100;45,900
Burgos;09189;0918901001;2022;65;53;118;55,080;44,920
Burgos;09189;0918901001;2023;71;53;124;57,260;42,740
Burgos;09190;0919001001;2021;46;41;87;52,870;47,130
Burgos;09190;0919001001;2022;45;39;84;53,570;46,430
Burgos;09190;0919001001;2023;44;37;81;54,320;45,680
Burgos;09191;0919101001;2021;19;12;31;61,290;38,710
Burgos;09191;0919101001;2022;24;16;40;60,000;40,000
Burgos;09191;0919101001;2023;26;17;43;60,470;39,530
Burgos;09192;0919201001;2021;37;25;62;59,680;40,320
Burgos;09192;0919201001;2022;41;25;66;62,120;37,880
Burgos;09192;0919201001;2023;40;28;68;58,820;41,180
Burgos;09194;0919401001;2021;648;663;1311;49,430;50,570
Burgos;09194;0919401001;2022;659;676;1335;49,360;50,640
Burgos;09194;0919401001;2023;661;663;1324;49,920;50,080
Burgos;09194;0919401002;2021;658;627;1285;51,210;48,790
Burgos;09194;0919401002;2022;630;611;1241;50,770;49,230
Burgos;09194;0919401002;2023;638;633;1271;50,200;49,800
Burgos;09195;0919501001;2021;37;16;53;69,810;30,190
Burgos;09195;0919501001;2022;36;15;51;70,590;29,410
Burgos;09195;0919501001;2023;35;13;48;72,920;27,080
Burgos;09196;0919601001;2021;92;60;152;60,530;39,470
Burgos;09196;0919601001;2022;86;57;143;60,140;39,860
Burgos;09196;0919601001;2023;90;59;149;60,400;39,600
Burgos;09197;0919701001;2021;117;64;181;64,640;35,360
Burgos;09197;0919701001;2022;112;72;184;60,870;39,130
Burgos;09197;0919701001;2023;110;79;189;58,200;41,800
Burgos;09198;0919801001;2021;61;50;111;54,950;45,050
Burgos;09198;0919801001;2022;58;49;107;54,210;45,790
Burgos;09198;0919801001;2023;58;43;101;57,430;42,570
Burgos;09199;0919901001;2021;62;38;100;62,000;38,000
Burgos;09199;0919901001;2022;65;43;108;60,190;39,810
Burgos;09199;0919901001;2023;70;43;113;61,950;38,050
Burgos;09200;0920001001;2021;28;17;45;62,220;37,780
Burgos;09200;0920001001;2022;30;17;47;63,830;36,170
Burgos;09200;0920001001;2023;33;22;55;60,000;40,000
Burgos;09201;0920101001;2021;16;10;26;61,540;38,460
Burgos;09201;0920101001;2022;15;11;26;57,690;42,310
Burgos;09201;0920101001;2023;14;15;29;48,280;51,720
Burgos;09202;0920201001;2021;14;8;22;63,640;36,360
Burgos;09202;0920201001;2022;14;8;22;63,640;36,360
Burgos;09202;0920201001;2023;14;9;23;60,870;39,130
Burgos;09206;0920601001;2021;36;23;59;61,020;38,980
Burgos;09206;0920601001;2022;35;23;58;60,340;39,660
Burgos;09206;0920601001;2023;33;22;55;60,000;40,000
Burgos;09208;0920801001;2021;107;89;196;54,590;45,410
Burgos;09208;0920801001;2022;108;86;194;55,670;44,330
Burgos;09208;0920801001;2023;105;87;192;54,690;45,310
Burgos;09209;0920901001;2021;494;536;1030;47,960;52,040
Burgos;09209;0920901001;2022;470;532;1002;46,910;53,090
Burgos;09209;0920901001;2023;487;551;1038;46,920;53,080
Burgos;09209;0920901002;2021;382;388;770;49,610;50,390
Burgos;09209;0920901002;2022;380;401;781;48,660;51,340
Burgos;09209;0920901002;2023;364;376;740;49,190;50,810
Burgos;09209;0920901003;2021;478;408;886;53,950;46,050
Burgos;09209;0920901003;2022;462;402;864;53,470;46,530
Burgos;09209;0920901003;2023;469;407;876;53,540;46,460
Burgos;09209;0920901004;2021;976;940;1916;50,940;49,060
Burgos;09209;0920901004;2022;998;947;1945;51,310;48,690
Burgos;09209;0920901004;2023;1013;936;1949;51,980;48,020
Burgos;09209;0920901005;2021;617;608;1225;50,370;49,630
Burgos;09209;0920901005;2022;619;620;1239;49,960;50,040
Burgos;09209;0920901005;2023;645;605;1250;51,600;48,400
Burgos;09211;0921101001;2021;848;710;1558;54,430;45,570
Burgos;09211;0921101001;2022;853;691;1544;55,250;44,750
Burgos;09211;0921101001;2023;852;681;1533;55,580;44,420
Burgos;09213;0921301001;2021;164;124;288;56,940;43,060
Burgos;09213;0921301001;2022;153;114;267;57,300;42,700
Burgos;09213;0921301001;2023;162;112;274;59,120;40,880
Burgos;09214;0921401001;2021;432;296;728;59,340;40,660
Burgos;09214;0921401001;2022;437;299;736;59,380;40,620
Burgos;09214;0921401001;2023;445;296;741;60,050;39,950
Burgos;09215;0921501001;2021;234;175;409;57,210;42,790
Burgos;09215;0921501001;2022;231;173;404;57,180;42,820
Burgos;09215;0921501001;2023;247;180;427;57,850;42,150
Burgos;09216;0921601001;2021;226;205;431;52,440;47,560
Burgos;09216;0921601001;2022;217;196;413;52,540;47,460
Burgos;09216;0921601001;2023;213;205;418;50,960;49,040
Burgos;09217;0921701001;2021;220;166;386;56,990;43,010
Burgos;09217;0921701001;2022;215;171;386;55,700;44,300
Burgos;09217;0921701001;2023;225;179;404;55,690;44,310
Burgos;09218;0921801001;2021;245;196;441;55,560;44,440
Burgos;09218;0921801001;2022;232;201;433;53,580;46,420
Burgos;09218;0921801001;2023;220;198;418;52,630;47,370
Burgos;09219;0921901001;2021;254;270;524;48,470;51,530
Burgos;09219;0921901001;2022;250;289;539;46,380;53,620
Burgos;09219;0921901001;2023;683;673;1356;50,370;49,630
Burgos;09219;0921901002;2021;398;365;763;52,160;47,840
Burgos;09219;0921901002;2022;396;369;765;51,760;48,240
Burgos;09219;0921902001;2021;399;431;830;48,070;51,930
Burgos;09219;0921902001;2022;395;427;822;48,050;51,950
Burgos;09219;0921902001;2023;404;424;828;48,790;51,210
Burgos;09219;0921902002;2021;563;556;1119;50,310;49,690
Burgos;09219;0921902002;2022;560;539;1099;50,960;49,040
Burgos;09219;0921902002;2023;572;552;1124;50,890;49,110
Burgos;09219;0921902003;2021;467;457;924;50,540;49,460
Burgos;09219;0921902003;2022;455;450;905;50,280;49,720
Burgos;09219;0921902003;2023;479;456;935;51,230;48,770
Burgos;09219;0921902004;2021;359;390;749;47,930;52,070
Burgos;09219;0921902004;2022;360;386;746;48,260;51,740
Burgos;09219;0921902004;2023;359;377;736;48,780;51,220
Burgos;09219;0921902005;2021;507;539;1046;48,470;51,530
Burgos;09219;0921902005;2022;510;540;1050;48,570;51,430
Burgos;09219;0921902005;2023;521;535;1056;49,340;50,660
Burgos;09219;0921902006;2021;751;669;1420;52,890;47,110
Burgos;09219;0921902006;2022;747;671;1418;52,680;47,320
Burgos;09219;0921902006;2023;798;701;1499;53,240;46,760
Burgos;09219;0921902007;2021;762;765;1527;49,900;50,100
Burgos;09219;0921902007;2022;762;776;1538;49,540;50,460
Burgos;09219;0921902007;2023;774;769;1543;50,160;49,840
Burgos;09219;0921903001;2021;463;513;976;47,440;52,560
Burgos;09219;0921903001;2022;468;518;986;47,460;52,540
Burgos;09219;0921903001;2023;451;517;968;46,590;53,410
Burgos;09219;0921903002;2021;584;624;1208;48,340;51,660
Burgos;09219;0921903002;2022;551;628;1179;46,730;53,270
Burgos;09219;0921903002;2023;563;624;1187;47,430;52,570
Burgos;09219;0921903003;2021;410;424;834;49,160;50,840
Burgos;09219;0921903003;2022;406;432;838;48,450;51,550
Burgos;09219;0921903003;2023;406;433;839;48,390;51,610
Burgos;09219;0921903004;2021;492;518;1010;48,710;51,290
Burgos;09219;0921903004;2022;481;504;985;48,830;51,170
Burgos;09219;0921903004;2023;485;503;988;49,090;50,910
Burgos;09219;0921903005;2021;443;485;928;47,740;52,260
Burgos;09219;0921903005;2022;435;491;926;46,980;53,020
Burgos;09219;0921903005;2023;431;494;925;46,590;53,410
Burgos;09219;0921903006;2021;493;529;1022;48,240;51,760
Burgos;09219;0921903006;2022;487;515;1002;48,600;51,400
Burgos;09219;0921903006;2023;492;518;1010;48,710;51,290
Burgos;09219;0921903007;2021;683;744;1427;47,860;52,140
Burgos;09219;0921903007;2022;692;725;1417;48,840;51,160
Burgos;09219;0921903007;2023;709;732;1441;49,200;50,800
Burgos;09219;0921903008;2021;684;730;1414;48,370;51,630
Burgos;09219;0921903008;2022;679;749;1428;47,550;52,450
Burgos;09219;0921903008;2023;687;766;1453;47,280;52,720
Burgos;09219;0921903009;2021;570;633;1203;47,380;52,620
Burgos;09219;0921903009;2022;583;627;1210;48,180;51,820
Burgos;09219;0921903009;2023;596;626;1222;48,770;51,230
Burgos;09219;0921903010;2021;785;789;1574;49,870;50,130
Burgos;09219;0921903010;2022;770;792;1562;49,300;50,700
Burgos;09219;0921903010;2023;764;800;1564;48,850;51,150
Burgos;09219;0921903011;2021;767;845;1612;47,580;52,420
Burgos;09219;0921903011;2022;754;819;1573;47,930;52,070
Burgos;09219;0921903011;2023;759;833;1592;47,680;52,320
Burgos;09219;0921903012;2021;797;801;1598;49,870;50,130
Burgos;09219;0921903012;2022;789;789;1578;50,000;50,000
Burgos;09219;0921903012;2023;792;793;1585;49,970;50,030
Burgos;09219;0921903013;2021;1036;981;2017;51,360;48,640
Burgos;09219;0921903013;2022;1022;970;1992;51,310;48,690
Burgos;09219;0921903013;2023;1023;978;2001;51,120;48,880
Burgos;09219;0921903014;2021;614;546;1160;52,930;47,070
Burgos;09219;0921903014;2022;618;556;1174;52,640;47,360
Burgos;09219;0921903014;2023;636;574;1210;52,560;47,440
Burgos;09219;0921903015;2021;376;416;792;47,470;52,530
Burgos;09219;0921903015;2022;363;417;780;46,540;53,460
Burgos;09219;0921903015;2023;356;413;769;46,290;53,710
Burgos;09219;0921903016;2021;727;825;1552;46,840;53,160
Burgos;09219;0921903016;2022;700;809;1509;46,390;53,610
Burgos;09219;0921903016;2023;709;814;1523;46,550;53,450
Burgos;09219;0921903017;2021;605;712;1317;45,940;54,060
Burgos;09219;0921903017;2022;595;701;1296;45,910;54,090
Burgos;09219;0921903017;2023;593;684;1277;46,440;53,560
Burgos;09219;0921903018;2021;470;497;967;48,600;51,400
Burgos;09219;0921903018;2022;454;477;931;48,760;51,240
Burgos;09219;0921903018;2023;461;482;943;48,890;51,110
Burgos;09219;0921904001;2021;246;194;440;55,910;44,090
