Provincia;CMuni;CUSEC;Periodo;Fuente_de_ingreso_otras_prestaciones;Fuente_de_ingreso_otros_ingresos;Fuente_de_ingreso_pensiones;Fuente_de_ingreso_prestaciones_por_desempleo;Fuente_de_ingreso_salario
Salamanca;37322;3732201001;2021;4,7;6,3;22;4,5;62,6
Salamanca;37322;3732201001;2022;4,9;6,8;21,6;2,8;63,9
Salamanca;37322;3732201001;2023;3,4;9,6;25,6;1,6;59,9
Salamanca;37322;3732201002;2021;5,7;2,8;27,3;5,2;59,1
Salamanca;37322;3732201002;2022;5,8;3,1;27,4;3,6;60,1
Salamanca;37322;3732201002;2023;6;3,5;22,6;3,3;64,7
Salamanca;37323;3732301001;2021;2,6;19,8;25;3,4;49,2
Salamanca;37323;3732301001;2022;3,4;19,2;27,1;1,3;49
Salamanca;37323;3732301001;2023;3,1;21;23,8;1,9;50,3
Salamanca;37324;3732401001;2021;6,6;19;30,1;1,8;42,6
Salamanca;37324;3732401001;2022;6,4;19,4;31,3;1,3;41,7
Salamanca;37324;3732401001;2023;7,7;16;32,1;1,2;43
Salamanca;37327;3732701001;2021;1,9;11,8;26,8;3;56,5
Salamanca;37327;3732701001;2022;2,3;12,5;30,2;2,1;53
Salamanca;37327;3732701001;2023;3,1;10,3;30;1,8;54,9
Salamanca;37328;3732801001;2021;4,5;4,2;39,3;3,6;48,4
Salamanca;37328;3732801001;2022;3,9;9,1;36,9;2,9;47,2
Salamanca;37328;3732801001;2023;3,3;7,1;35,5;2,5;51,6
Salamanca;37330;3733001001;2021;5;16,3;25,5;3;50,3
Salamanca;37330;3733001001;2022;4,9;15,2;26,7;1,8;51,4
Salamanca;37330;3733001001;2023;6,1;12,7;29,2;1,7;50,4
Salamanca;37331;3733101001;2021;5;12,6;37,2;1,9;43,3
Salamanca;37331;3733101001;2022;4,8;14;34,6;1,1;45,5
Salamanca;37331;3733101001;2023;5,7;15,2;34,4;1,4;43,3
Salamanca;37333;3733301001;2021;4;11,2;25,9;2,3;56,6
Salamanca;37333;3733301001;2022;3,6;9,6;25,1;1,9;59,9
Salamanca;37333;3733301001;2023;4,5;12,5;23,9;1,5;57,7
Salamanca;37335;3733501001;2021;5,3;9,6;29,8;3,1;52,2
Salamanca;37335;3733501001;2022;5;10,3;28,5;1,9;54,3
Salamanca;37335;3733501001;2023;6,1;14;27,8;1,8;50,3
Salamanca;37337;3733701001;2021;3;24,4;29,4;1,3;41,9
Salamanca;37337;3733701001;2022;5,6;26,6;29,2;0,6;38,1
Salamanca;37337;3733701001;2023;5,3;32,4;26,4;0,9;35
Salamanca;37338;3733801001;2021;1,9;23,5;23,9;2,4;48,4
Salamanca;37338;3733801001;2022;1,7;30;22,7;0,9;44,8
Salamanca;37338;3733801001;2023;2,7;20,4;26,3;0,7;49,9
Salamanca;37339;3733901001;2021;3,9;26,5;36,8;2,1;30,8
Salamanca;37339;3733901001;2022;3,9;22,3;39,1;1,8;33
Salamanca;37339;3733901001;2023;3,8;26;37,7;0,8;31,7
Salamanca;37340;3734001001;2021;3,3;9,5;32,1;1,3;53,8
Salamanca;37340;3734001001;2022;4,1;10,7;30,5;0,3;54,5
Salamanca;37340;3734001001;2023;2,9;10,5;31,1;0,9;54,6
Salamanca;37342;3734201001;2021;3,3;7,4;18,3;4;67
Salamanca;37342;3734201001;2022;4,2;9,3;18,5;2,1;65,9
Salamanca;37342;3734201001;2023;4;10,3;20,5;1,7;63,5
Salamanca;37344;3734401001;2021;3,5;17,8;26,9;2;49,8
Salamanca;37344;3734401001;2022;3,3;19,9;28,5;1,4;47
Salamanca;37344;3734401001;2023;2,5;20,5;30,1;1,5;45,3
Salamanca;37345;3734501001;2021;1,6;12,1;30,1;2,2;54
Salamanca;37345;3734501001;2022;1,1;13,9;29,3;1,4;54,3
Salamanca;37345;3734501001;2023;2,2;14,9;30,9;0,8;51,2
Salamanca;37346;3734601001;2021;5,4;10,1;25,9;1,7;56,9
Salamanca;37346;3734601001;2022;5,3;9,5;26,3;1;57,9
Salamanca;37346;3734601001;2023;5;10,1;29,2;0,7;55
Salamanca;37347;3734701001;2021;4,6;10,6;17,1;2,5;65,3
Salamanca;37347;3734701001;2022;4;11,1;17,5;1,6;65,7
Salamanca;37347;3734701001;2023;3,6;11,3;18,9;1,7;64,5
Salamanca;37348;3734801001;2022;4,1;22,3;38,2;1,3;34,1
Salamanca;37349;3734901001;2021;4,9;18,3;22,5;1,9;52,4
Salamanca;37349;3734901001;2022;4,6;17;25,1;0,9;52,4
Salamanca;37349;3734901001;2023;4;22,2;24,2;0,5;49,2
Salamanca;37350;3735001001;2021;4,2;12,8;38,9;2,7;41,4
Salamanca;37350;3735001001;2022;4,9;10,1;41,1;1,5;42,3
Salamanca;37350;3735001001;2023;5,1;11,7;41,3;1,1;40,9
Salamanca;37351;3735101001;2021;7,5;15,3;32,8;2,4;42
Salamanca;37351;3735101001;2022;7;17,7;32,6;1,3;41,4
Salamanca;37351;3735101001;2023;7,3;14,2;36;0,9;41,7
Salamanca;37352;3735201001;2021;2,6;17;14,9;1,8;63,7
Salamanca;37352;3735201001;2022;2,8;14,6;16,8;1,1;64,6
Salamanca;37352;3735201001;2023;3,1;21,7;16,6;1,5;57,1
Salamanca;37353;3735301001;2021;3,8;15,1;29,9;1,6;49,6
Salamanca;37353;3735301001;2022;4,6;17;27,6;2,5;48,3
Salamanca;37353;3735301001;2023;3,1;25,8;26,8;1,5;42,8
Salamanca;37354;3735401001;2021;3,3;8,8;17,1;3,4;67,3
Salamanca;37354;3735401001;2022;3,3;8,4;18,1;2,3;68
Salamanca;37354;3735401001;2023;3;9;17,7;1,9;68,4
Salamanca;37354;3735401002;2021;3,6;14,1;10,1;2,4;69,8
Salamanca;37354;3735401002;2022;3,4;16,1;9,4;1,2;69,9
Salamanca;37354;3735401002;2023;3,6;22,8;15,4;1,3;56,9
Salamanca;37354;3735401003;2021;4;9,5;11,7;3,5;71,4
Salamanca;37354;3735401003;2022;3,9;8,7;12,3;2;73,1
Salamanca;37354;3735401003;2023;4,4;8,9;12,6;2,1;72,1
Salamanca;37354;3735401004;2021;3,3;11,6;21,7;2,8;60,7
Salamanca;37354;3735401004;2022;3,1;12,2;20,9;1,3;62,5
Salamanca;37354;3735401004;2023;4,3;11,1;21,1;1,5;62
Salamanca;37354;3735401005;2023;2,6;15,2;7,1;0,9;74,3
Salamanca;37355;3735501001;2021;6,1;17;28,8;3,6;44,5
Salamanca;37355;3735501001;2022;5,8;15,1;30,5;1,4;47,3
Salamanca;37355;3735501001;2023;5,1;15,4;34,2;2,1;43,1
Salamanca;37357;3735701001;2021;5,8;13,3;46,4;3,9;30,6
Salamanca;37357;3735701001;2022;5,3;13,6;48,5;2,1;30,6
Salamanca;37357;3735701001;2023;5,6;14,4;48,3;2,6;29,1
Salamanca;37358;3735801001;2021;3,8;18,8;20,8;3;53,6
Salamanca;37358;3735801001;2022;4,3;16,3;22;3,2;54,1
Salamanca;37358;3735801001;2023;4,8;13,9;22,4;2,8;56,2
Salamanca;37359;3735901001;2021;5;27,6;39,8;2,5;25,1
Salamanca;37359;3735901001;2022;4,4;30,4;38,3;2,6;24,3
Salamanca;37359;3735901001;2023;4,3;24,3;42,6;3,2;25,7
Salamanca;37360;3736001001;2021;5;13,3;26,9;2,3;52,6
Salamanca;37360;3736001001;2022;6,7;12,2;27,5;2,5;51,2
Salamanca;37360;3736001001;2023;5,8;13;30,2;0,8;50,1
Salamanca;37362;3736201001;2021;2,6;8,6;9,6;3,7;75,5
Salamanca;37362;3736201001;2022;2,8;7,7;9,3;2,2;78
Salamanca;37362;3736201001;2023;3;8,6;9,7;1,7;76,9
Salamanca;37362;3736201002;2021;3,1;13,9;17,3;2,6;63,1
Salamanca;37362;3736201002;2022;3,2;14,4;17,6;1,5;63,4
Salamanca;37362;3736201002;2023;3,1;13,1;18;1,6;64,2
Salamanca;37362;3736201003;2021;3,1;11;13,1;3,4;69,6
Salamanca;37362;3736201003;2022;3,2;10,5;13,9;1,9;70,5
Salamanca;37362;3736201003;2023;3,4;11;15;1,7;68,9
Salamanca;37362;3736201004;2021;3,7;6,7;9,4;4;76,3
Salamanca;37362;3736201004;2022;3,7;6,6;9,2;1,9;78,6
Salamanca;37362;3736201004;2023;4,5;7,2;9,5;1,8;77,1
Salamanca;37363;3736301001;2021;3;11,4;37;3,5;45,2
Salamanca;37363;3736301001;2022;3,6;23,4;32,8;2,1;38,1
Salamanca;37364;3736401001;2021;5,7;9,2;37,1;2,2;45,8
Salamanca;37364;3736401001;2022;4,9;9,6;36;2,1;47,5
Salamanca;37364;3736401001;2023;5,6;9,7;36,4;1,9;46,6
Salamanca;37365;3736501001;2021;1,6;17,6;28,6;1,5;50,7
Salamanca;37365;3736501001;2022;1,2;15,7;26,4;1,2;55,6
Salamanca;37365;3736501001;2023;2,2;12,2;30;0,8;54,9
Salamanca;37367;3736701001;2021;7,7;15,6;44,3;1,9;30,5
Salamanca;37367;3736701001;2022;6,2;16,3;45,2;1,2;31,2
Salamanca;37367;3736701001;2023;6,5;18,6;44,5;0,8;29,7
Salamanca;37369;3736901001;2021;6,2;13,7;21,7;4;54,5
Salamanca;37369;3736901001;2022;5,8;10,1;21,4;2,2;60,5
Salamanca;37369;3736901001;2023;5,7;9,7;19,3;2;63,3
Salamanca;37370;3737001001;2021;5,7;17,3;27,4;2,2;47,4
Salamanca;37370;3737001001;2022;5,1;17,3;26;1,8;49,9
Salamanca;37370;3737001001;2023;4,5;20;24;1,7;49,8
Salamanca;37371;3737101001;2021;5,6;16,4;42,7;3,1;32,3
Salamanca;37371;3737101001;2022;5,7;15,1;45,8;2,1;31,2
Salamanca;37371;3737101001;2023;6,5;14,6;43,1;1,7;34,2
Salamanca;37372;3737201001;2021;3,3;18,5;27,6;1,5;49,1
Salamanca;37372;3737201001;2022;4,5;16,9;29,8;0,6;48,3
Salamanca;37372;3737201001;2023;4,8;19,3;26,7;1,1;48
Salamanca;37373;3737301001;2021;4,4;15,7;35,8;2;42,1
Salamanca;37373;3737301001;2022;4,2;14,7;35,5;1,9;43,7
Salamanca;37373;3737301001;2023;4,5;14,9;35,5;2;43,2
Salamanca;37374;3737401001;2021;4,2;12,1;24;3,4;56,4
Salamanca;37374;3737401001;2022;4,4;13,3;24,3;2,5;55,5
Salamanca;37374;3737401001;2023;4,4;14,1;26;2,5;53,1
Salamanca;37375;3737501001;2021;6,2;13;25,8;3;52
Salamanca;37375;3737501001;2022;6,7;12,2;26,7;2,3;52,2
Salamanca;37375;3737501001;2023;6,2;13,2;26,5;3;51,2
Salamanca;37376;3737601001;2021;4,1;14,9;28,1;2,5;50,5
Salamanca;37376;3737601001;2022;4,6;15,3;27,6;1,5;51
Salamanca;37376;3737601001;2023;3,9;16,5;28;1,4;50,3
Salamanca;37376;3737601002;2021;4,4;15,1;27,7;1,9;50,9
Salamanca;37376;3737601002;2022;4;15,5;28,1;1,3;51,2
Salamanca;37376;3737601002;2023;4,2;17;28,1;1,3;49,5
Salamanca;37377;3737701001;2021;3,1;18,4;29,7;0,7;48,2
Salamanca;37377;3737701001;2022;3,8;16,8;29,6;0,8;49
Salamanca;37377;3737701001;2023;3,2;16,7;29,3;0,9;49,9
Salamanca;37379;3737901001;2021;1,5;16,8;20,9;2,8;58
Salamanca;37379;3737901001;2022;1,7;19,3;23,1;3,7;52,3
Salamanca;37379;3737901001;2023;1,8;18,3;25,4;3,9;50,7
Salamanca;37381;3738101001;2021;2,3;12,5;36,1;1,3;47,8
Salamanca;37381;3738101001;2022;2,8;12,2;38,2;0,8;46
Salamanca;37381;3738101001;2023;2,4;13;38,6;0,7;45,4
Salamanca;37382;3738201001;2021;5,3;13,3;33,8;4,3;43,3
Salamanca;37382;3738201001;2022;6,2;12;35,4;2,3;44
Salamanca;37382;3738201001;2023;7;13,6;36,9;2,6;39,9
Segovia;40001;4000101001;2021;3,4;11,1;20,4;2,6;62,6
Segovia;40001;4000101001;2022;3,5;12,4;18,8;1,2;64,1
Segovia;40001;4000101001;2023;3,3;15;18,6;1;62,2
Segovia;40003;4000301001;2021;6,1;16,9;38,8;2,8;35,4
Segovia;40003;4000301001;2022;7,3;18,3;37,5;0,8;36,2
Segovia;40003;4000301001;2023;5;20,4;33,8;0,9;39,9
Segovia;40004;4000401001;2021;4,9;15,8;26;2,1;51,3
Segovia;40004;4000401001;2022;4,7;14,5;26,4;1,5;52,9
Segovia;40004;4000401001;2023;5,2;13,8;27,8;1,5;51,7
Segovia;40010;4001001001;2021;4,3;29;30,7;0,8;35,3
Segovia;40010;4001001001;2022;3,5;25;29,2;1;41,3
Segovia;40010;4001001001;2023;4;24,4;31,1;0,9;39,6
Segovia;40012;4001201001;2021;4,7;19,8;26,9;2,3;46,3
Segovia;40012;4001201001;2022;5,6;18,2;28,2;1,4;46,6
Segovia;40012;4001201001;2023;6,1;16,6;26,3;1,5;49,6
Segovia;40017;4001701001;2021;1,6;8,4;12,2;1,5;76,2
Segovia;40017;4001701001;2022;1,5;11,4;11,8;1;74,4
Segovia;40017;4001701001;2023;2;10,8;12,9;1,6;72,7
Segovia;40020;4002001001;2021;3,6;23,8;31,7;1,5;39,4
Segovia;40020;4002001001;2022;5,4;24,3;30,7;0,6;39
Segovia;40020;4002001001;2023;5,1;22,3;30,1;0,6;41,9
Segovia;40022;4002201001;2021;2,6;21;18,2;1,2;57
Segovia;40022;4002201001;2022;2,5;16,3;18,9;1,1;61,2
Segovia;40022;4002201001;2023;1,8;15,8;19,1;1,5;61,9
Segovia;40024;4002401001;2021;4,5;19,2;18,2;2,4;55,7
Segovia;40024;4002401001;2022;4,7;17,8;18,4;1;58,2
Segovia;40024;4002401001;2023;4;17,8;18,5;1;58,8
Segovia;40025;4002501001;2021;6,6;24,1;22,5;1,3;45,6
Segovia;40025;4002501001;2022;7,5;21,4;23,4;0,4;47,3
Segovia;40025;4002501001;2023;11,3;16,3;23,7;0,9;47,9
Segovia;40026;4002601001;2021;4,1;13,6;10,7;2,2;69,4
Segovia;40026;4002601001;2022;4,2;15,9;12,2;1;66,7
Segovia;40026;4002601001;2023;3,6;15,2;13,1;1,8;66,3
Segovia;40028;4002801001;2021;2,6;22,3;22,7;1,7;50,7
Segovia;40028;4002801001;2022;2,3;21,3;22,5;2,8;51,2
Segovia;40028;4002801001;2023;2,2;22,1;22,3;1,8;51,6
Segovia;40030;4003001001;2021;3,4;13,5;27,1;1,8;54,3
Segovia;40030;4003001001;2022;3,8;14,4;27,4;0,7;53,7
Segovia;40030;4003001001;2023;3,5;16;27,5;1,1;51,9
Segovia;40031;4003101001;2021;2,4;12,6;10,4;3;71,7
Segovia;40031;4003101001;2022;3;10,5;10,4;1,9;74,2
Segovia;40031;4003101001;2023;3,1;10,9;9,4;2;74,6
Segovia;40032;4003201001;2021;3;14,1;13,8;3,1;66,1
Segovia;40032;4003201001;2022;3,3;12,5;14,3;2,1;67,8
Segovia;40032;4003201001;2023;3,6;13,4;15,1;1,9;66
Segovia;40035;4003501001;2021;3;10,7;22,6;3,2;60,6
Segovia;40035;4003501001;2022;2,9;10,9;21,3;1,6;63,4
Segovia;40035;4003501001;2023;3,5;11,4;25,3;1,1;58,7
Segovia;40036;4003601001;2021;5,7;19,3;18,1;2;54,8
Segovia;40036;4003601001;2022;5,2;16,3;20,7;1,3;56,5
Segovia;40036;4003601001;2023;4,5;22,2;20,9;1,2;51,2
Segovia;40039;4003901001;2021;3,4;27;18,3;1,6;49,8
Segovia;40039;4003901001;2022;3,6;21,9;20,9;0,9;52,7
Segovia;40039;4003901001;2023;3,6;20,2;22;1;53,3
Segovia;40040;4004001001;2021;4;19,1;20,9;2,9;53
Segovia;40040;4004001001;2022;3,5;18,3;21,2;1,7;55,3
Segovia;40040;4004001001;2023;4,3;16,5;21,7;1,4;56,1
Segovia;40040;4004001002;2021;4,1;21,5;20,3;2,2;52,1
Segovia;40040;4004001002;2022;4;23,3;20,2;1,5;51
Segovia;40040;4004001002;2023;3,7;22,7;22,3;1,2;50,1
Segovia;40040;4004002001;2021;3,7;27,6;18,9;2,1;47,6
Segovia;40040;4004002001;2022;4;27,3;19,1;1,3;48,4
Segovia;40040;4004002001;2023;4,1;26,2;19,9;0,8;49
Segovia;40041;4004101001;2021;4;16;20,5;2,2;57,3
Segovia;40041;4004101001;2022;3,6;19,5;19,6;1,3;55,9
Segovia;40041;4004101001;2023;3,8;17,5;19,5;1,3;57,8
Segovia;40043;4004301001;2021;4,1;17,3;17,6;1,8;59,2
Segovia;40043;4004301001;2022;4,4;17,2;18,3;1,3;58,8
Segovia;40043;4004301001;2023;4,4;17,1;18,9;1,1;58,5
Segovia;40043;4004301002;2021;4,5;16,7;23,9;1,8;53,2
Segovia;40043;4004301002;2022;4,6;16,6;22,4;1,1;55,3
Segovia;40043;4004301002;2023;5;16,1;22;1,2;55,7
Segovia;40044;4004401001;2021;7;21,3;30,6;0,9;40,2
Segovia;40044;4004401001;2022;6,6;24,2;27,4;0,7;41,2
Segovia;40044;4004401001;2023;5,2;24,9;28,2;0,8;41
Segovia;40045;4004501001;2021;5;20,9;24,1;3,5;46,6
Segovia;40045;4004501001;2022;3,5;29,1;20,7;1,9;44,9
Segovia;40045;4004501001;2023;3,5;29;18,9;1,1;47,5
Segovia;40046;4004601001;2021;6,1;16,9;29,7;3,8;43,5
Segovia;40046;4004601001;2022;4,4;17,9;23,4;1,8;52,5
Segovia;40046;4004601001;2023;3,8;19,3;23;1,5;52,5
Segovia;40053;4005301001;2021;3,7;17,1;23,2;2,8;53,2
Segovia;40053;4005301001;2022;4,1;12,9;21,9;1,8;59,3
Segovia;40053;4005301001;2023;3,8;14,6;19,7;1,5;60,5
Segovia;40054;4005401001;2021;2,2;14,8;27,6;3,2;52,3
Segovia;40054;4005401001;2022;1,6;18,1;28,8;2,4;49
Segovia;40054;4005401001;2023;1,7;14,2;30,1;2,4;51,6
Segovia;40057;4005701001;2021;4,6;14,8;29,4;2,6;48,6
Segovia;40057;4005701001;2022;4,7;18;28,4;2;46,9
Segovia;40057;4005701001;2023;5;17,2;28,2;1,9;47,7
Segovia;40057;4005701002;2021;4,9;10,6;24,4;2,9;57,2
Segovia;40057;4005701002;2022;4,7;10,1;23,9;2;59,3
Segovia;40057;4005701002;2023;4,4;10,1;24,3;2,1;59,1
Segovia;40058;4005801001;2021;3,7;22;28,7;1,8;43,8
Segovia;40058;4005801001;2022;3,6;19,1;30,9;1,4;45,1
Segovia;40058;4005801001;2023;3,1;17,3;33,4;1,7;44,4
Segovia;40059;4005901001;2021;6;12,2;22,8;1,7;57,3
Segovia;40059;4005901001;2022;6,9;15,1;22,1;0,5;55,4
Segovia;40059;4005901001;2023;6,8;15,1;21,9;0,4;55,7
Segovia;40063;4006301001;2021;4,8;13,9;24,3;3,9;53,1
Segovia;40063;4006301001;2022;4,7;14,2;26,4;2,5;52,3
Segovia;40063;4006301001;2023;4,9;15,1;26,6;2,1;51,3
Segovia;40063;4006301002;2021;4,6;10,4;19,5;2,8;62,7
Segovia;40063;4006301002;2022;4,6;10,4;20;2;63,1
Segovia;40063;4006301002;2023;4,6;12,4;20;1,8;61,1
Segovia;40063;4006301003;2021;4;18,7;23;2,3;52
Segovia;40063;4006301003;2022;3,8;18,6;23,3;1,6;52,7
Segovia;40063;4006301003;2023;3,5;18,4;23,8;2;52,3
Segovia;40063;4006302001;2021;3,8;13,4;23,5;2,7;56,7
Segovia;40063;4006302001;2022;4;15,3;22,9;1,6;56,3
Segovia;40063;4006302001;2023;4,1;17;22,9;1,8;54,1
Segovia;40063;4006302002;2021;3,1;14,4;17,9;2,8;61,8
Segovia;40063;4006302002;2022;3,6;14,3;19,2;1,8;61,1
Segovia;40063;4006302002;2023;3,4;15,5;19,1;1,2;60,8
Segovia;40063;4006302003;2021;3,9;22,2;20;2,4;51,4
Segovia;40063;4006302003;2022;3,5;22,6;21;1,6;51,3
Segovia;40063;4006302003;2023;3,8;27,9;21,6;1,2;45,5
Segovia;40063;4006302004;2021;3,9;11,3;20;2,8;61,9
Segovia;40063;4006302004;2022;3,9;12,6;20,1;2,1;61,3
Segovia;40063;4006302004;2023;4;13,8;20,8;2,2;59,2
Segovia;40065;4006501001;2021;1,8;22;16,2;4;56
Segovia;40065;4006501001;2022;1,8;19,7;16;3,5;59,1
Segovia;40065;4006501001;2023;2;20,4;15,4;2,9;59,4
Segovia;40070;4007001001;2021;3,6;14,5;19,4;3,3;59,2
Segovia;40070;4007001001;2022;4,2;16,2;18,3;1,4;60
Segovia;40070;4007001001;2023;3,9;18,3;23,3;1;53,4
Segovia;40072;4007201001;2021;2,3;11,4;8,6;2,1;75,6
Segovia;40072;4007201001;2022;2,8;10,2;7,8;0,7;78,5
Segovia;40072;4007201001;2023;3,1;11,7;8,2;1;76
Segovia;40073;4007301001;2021;4,7;25,8;25,2;2,5;41,9
Segovia;40073;4007301001;2022;4;26;24,9;0,9;44,1
Segovia;40073;4007301001;2023;4;26,9;24,3;1,2;43,6
Segovia;40074;4007401001;2021;3,5;26,7;20,5;1;48,4
Segovia;40074;4007401001;2022;3,6;28,8;19,1;1,2;47,5
Segovia;40074;4007401001;2023;3,7;32,2;17,8;1;45,3
Segovia;40075;4007501001;2021;2,2;20;22,5;2,3;53
Segovia;40075;4007501001;2022;2,2;21,8;22,7;0,4;52,9
Segovia;40075;4007501001;2023;2,7;21,6;25,2;0,6;50
Segovia;40076;4007601001;2021;3,9;8,1;18,7;3,3;66,1
Segovia;40076;4007601001;2022;3,9;8,2;17,9;2,3;67,7
Segovia;40076;4007601001;2023;3,7;8,3;18,5;2;67,5
Segovia;40076;4007601002;2021;4,1;12,3;14,3;2,3;67,1
Segovia;40076;4007601002;2022;4,1;12,3;14,1;1,7;67,9
Segovia;40076;4007601002;2023;4,9;12,1;14,2;1,3;67,5
Segovia;40076;4007601003;2021;4,2;10,1;18;3,2;64,6
Segovia;40076;4007601003;2022;4,2;9,8;20;2,1;64
Segovia;40076;4007601003;2023;3,7;10;19,6;1,8;65
Segovia;40076;4007601004;2021;4;11,3;18,3;2,6;63,7
Segovia;40076;4007601004;2022;4,3;11,1;20,1;1,6;62,9
Segovia;40076;4007601004;2023;4;12,6;19,7;1,5;62,3
Segovia;40076;4007602001;2021;2,8;6,8;15,4;3,4;71,6
Segovia;40076;4007602001;2022;3,2;8,1;15,3;2,5;70,9
Segovia;40076;4007602001;2023;3,2;8,6;15,7;2,6;70
Segovia;40076;4007602002;2021;2,6;11,2;20,8;2,8;62,6
Segovia;40076;4007602002;2022;3;11,8;21,6;2;61,7
Segovia;40076;4007602002;2023;3,2;12,7;21,9;1,5;60,7
Segovia;40076;4007602003;2021;4,5;8,7;23,7;3,3;59,9
Segovia;40076;4007602003;2022;3,8;11,3;23,8;2,3;58,8
Segovia;40076;4007602003;2023;4,2;7,5;21,6;2,4;64,4
Segovia;40076;4007603001;2021;2,8;8,9;24,3;3,9;60,1
Segovia;40076;4007603001;2022;2,4;9,4;25;2,2;61
Segovia;40076;4007603001;2023;3;9,3;23,8;1,6;62,3
Segovia;40076;4007604001;2021;4;9,6;14,7;3,2;68,6
Segovia;40076;4007604001;2022;3,7;11,1;16,3;2,4;66,6
Segovia;40076;4007604001;2023;3,9;9,4;17,6;2,1;67
Segovia;40077;4007701001;2021;3,2;17,9;9,7;3,3;65,9
Segovia;40077;4007701001;2022;2,9;15,5;10,2;2,2;69,2
Segovia;40077;4007701001;2023;3,1;17,4;11,4;1,6;66,5
Segovia;40078;4007801001;2021;2,2;22,7;30,6;2,4;42,2
Segovia;40078;4007801001;2022;1,9;28,7;29,3;2,6;37,5
Segovia;40078;4007801001;2023;2,1;36,5;23,9;1,3;36,2
Segovia;40079;4007901001;2021;3;20;24,1;2,7;50,2
Segovia;40079;4007901001;2022;2,1;17,6;26,2;1,5;52,6
Segovia;40079;4007901001;2023;2,6;19,5;24,9;2;51
Segovia;40081;4008101001;2021;3,4;13,4;39,2;1,8;42,3
Segovia;40081;4008101001;2022;2,5;12,1;38,4;0,8;46,2
Segovia;40081;4008101001;2023;4,1;12;40,2;0,5;43,2
Segovia;40082;4008201001;2021;6,1;37;26,7;1,5;28,7
Segovia;40082;4008201001;2022;6,7;33,3;27,7;0,7;31,5
Segovia;40083;4008301001;2021;3,8;12,7;20,3;6,7;56,6
Segovia;40083;4008301001;2022;2,9;12,1;20,2;5,5;59,4
Segovia;40083;4008301001;2023;2,9;14,4;25,9;5,1;51,8
Segovia;40086;4008601001;2021;3,9;12,9;21,9;1;60,3
Segovia;40086;4008601001;2022;3,5;12,6;23,8;0,7;59,4
Segovia;40086;4008601001;2023;3,7;11,9;23,7;0,7;60
Segovia;40088;4008801001;2021;5,1;14;30,1;2,5;48,3
Segovia;40088;4008801001;2022;4,3;14;31;1,8;48,9
Segovia;40088;4008801001;2023;5,2;12,9;29,6;1,9;50,5
Segovia;40089;4008901001;2021;3,7;38,5;22,1;0,8;34,9
Segovia;40089;4008901001;2022;4,4;27,2;27,1;0,8;40,7
Segovia;40089;4008901001;2023;3,3;31,9;26,1;0,6;38,1
Segovia;40091;4009101001;2021;4,7;21,5;33,3;2;38,6
Segovia;40091;4009101001;2023;6,9;23,4;35;0,6;34,2
Segovia;40092;4009201001;2021;3,1;18,7;31,5;3,2;43,5
Segovia;40092;4009201001;2022;3,9;19,4;34,5;1,4;40,8
Segovia;40092;4009201001;2023;3,5;23,1;32,9;0,9;39,6
Segovia;40093;4009301001;2021;4;19,1;22,6;3,7;50,7
Segovia;40094;4009401001;2021;4,2;17,7;14,6;2,7;60,8
Segovia;40094;4009401001;2022;3,9;17,5;14,8;1,4;62,4
Segovia;40094;4009401001;2023;3,4;18,5;17;1;60,1
Segovia;40095;4009501001;2021;3,3;20,2;17,5;3,1;55,9
Segovia;40095;4009501001;2022;3,1;21;18;2,1;55,8
Segovia;40095;4009501001;2023;2,5;29,8;17,2;2;48,5
Segovia;40097;4009701001;2021;3,1;12,6;14,6;3,1;66,5
Segovia;40097;4009701001;2022;3,5;14,7;14,9;1,7;65,2
Segovia;40097;4009701001;2023;3,2;13,9;14,8;2;66,1
Segovia;40100;4010001001;2021;4;17,1;30;2,3;46,6
Segovia;40100;4010001001;2022;4,4;14,1;34,2;1,8;45,5
Segovia;40100;4010001001;2023;3,8;16,2;31,1;1,1;47,7
Segovia;40101;4010101001;2021;3,9;9,1;9,3;3,6;74,1
Segovia;40101;4010101001;2022;3,7;8,7;9,9;2;75,8
Segovia;40101;4010101001;2023;3,7;8,5;9,8;1,3;76,6
Segovia;40103;4010301001;2021;2,3;10,7;21,6;1,6;63,8
Segovia;40103;4010301001;2022;2,7;11,3;22,4;0,7;63
Segovia;40103;4010301001;2023;2,3;11,1;25,1;1;60,6
Segovia;40104;4010401001;2021;2,6;6,7;16,8;3,7;70,3
Segovia;40104;4010401001;2022;2,7;10,2;17,9;2,7;66,4
Segovia;40104;4010401001;2023;3,3;8,3;17,2;2,4;68,8
Segovia;40106;4010601001;2021;5,7;22,7;34,6;1,9;35,2
Segovia;40106;4010601001;2022;6,4;19,6;37,4;1,6;35,1
Segovia;40106;4010601001;2023;5,3;21;35,6;2;36,1
Segovia;40107;4010701001;2021;8,3;25,5;22,1;5,7;38,4
Segovia;40107;4010701001;2022;7,8;20,2;26,3;2,7;43
Segovia;40107;4010701001;2023;9,2;17,1;28,3;4,1;41,4
Segovia;40108;4010801001;2021;5,5;25,7;36,3;1,1;31,4
Segovia;40108;4010801001;2022;6,8;18,2;41,1;0,7;33,3
Segovia;40108;4010801001;2023;6,9;22,8;37,4;0,8;32,1
Segovia;40110;4011001001;2021;4,6;18,3;30,3;1,7;45,1
Segovia;40110;4011001001;2022;4,2;14,5;30,2;1,4;49,9
