Provincia;CMuni;CUSEC;Periodo;Fuente_de_ingreso_otras_prestaciones;Fuente_de_ingreso_otros_ingresos;Fuente_de_ingreso_pensiones;Fuente_de_ingreso_prestaciones_por_desempleo;Fuente_de_ingreso_salario
Valladolid;47117;4711701001;2021;3,6;21,2;22,2;2;51,1
Valladolid;47117;4711701001;2022;3,2;25,4;21,7;0,9;48,9
Valladolid;47117;4711701001;2023;2,9;21,5;22,6;0,7;52,3
Valladolid;47118;4711801001;2021;1,9;20,5;31;1,4;45,3
Valladolid;47118;4711801001;2022;2,5;21,3;32;0,6;43,5
Valladolid;47118;4711801001;2023;3,8;25,1;27,8;1,3;42,1
Valladolid;47121;4712101001;2021;4,7;19;29,3;2,6;44,6
Valladolid;47121;4712101001;2022;4,9;16,5;30,3;1,9;46,5
Valladolid;47121;4712101001;2023;5,2;20,7;30,6;1,2;42,3
Valladolid;47122;4712201001;2021;4,1;16,4;26,4;1,9;51,1
Valladolid;47122;4712201001;2022;4,7;14,5;28;1,8;51
Valladolid;47122;4712201001;2023;4,1;16,7;26,4;1,5;51,3
Valladolid;47122;4712202001;2021;3,7;10,6;22,8;2,5;60,4
Valladolid;47122;4712202001;2022;3,6;11,9;22,4;1,7;60,4
Valladolid;47122;4712202001;2023;3,5;11,1;22,6;1,6;61,2
Valladolid;47123;4712301001;2021;3,3;12,9;23,1;2,5;58,2
Valladolid;47123;4712301001;2022;5,1;14,1;23,9;1,4;55,5
Valladolid;47123;4712301001;2023;4,3;13,3;25,4;1,2;55,9
Valladolid;47124;4712401001;2021;6,1;13,6;30,5;2,1;47,9
Valladolid;47124;4712401001;2022;5,7;10,5;29,7;1,9;52,1
Valladolid;47124;4712401001;2023;5,1;11,3;29,5;1,8;52,3
Valladolid;47127;4712701001;2021;7,3;11,9;30,6;2,6;47,6
Valladolid;47127;4712701001;2022;7,9;7,8;33,2;2,1;49
Valladolid;47127;4712701001;2023;8,4;7,3;31,9;1,9;50,4
Valladolid;47129;4712901001;2021;4,4;8,4;24;2,7;60,6
Valladolid;47129;4712901001;2022;4;9,6;24,4;1,4;60,6
Valladolid;47129;4712901001;2023;4,2;11;24;1,4;59,4
Valladolid;47130;4713001001;2021;6,5;16,9;33,4;2,1;41,1
Valladolid;47130;4713001001;2022;5,8;13,3;34;2;44,9
Valladolid;47130;4713001001;2023;5,7;19,1;28;2,1;45,1
Valladolid;47131;4713101001;2021;3,6;16,1;40,6;2,2;37,7
Valladolid;47131;4713101001;2022;3,3;13,3;41;0,7;41,7
Valladolid;47131;4713101001;2023;2,5;16,4;39,7;1;40,4
Valladolid;47133;4713301001;2021;2,5;10,8;13,7;2,4;70,6
Valladolid;47133;4713301001;2022;2,7;10,1;14,6;1,7;71
Valladolid;47133;4713301001;2023;2,6;10,9;14,5;1,5;70,4
Valladolid;47133;4713301002;2021;3,5;8,7;7,6;2,4;77,8
Valladolid;47133;4713301002;2022;3,5;8,6;8,4;1,3;78,2
Valladolid;47133;4713301002;2023;3,8;9,5;8,6;1,1;77
Valladolid;47134;4713401001;2021;5,3;22,8;27;2,3;42,6
Valladolid;47134;4713401001;2022;6,1;19,5;28,8;1,4;44,3
Valladolid;47134;4713401001;2023;4,6;26,7;26,8;1,3;40,6
Valladolid;47138;4713801001;2021;3,5;14,3;24,4;3,2;54,7
Valladolid;47138;4713801001;2022;3,5;17,9;24,9;2,4;51,3
Valladolid;47138;4713801001;2023;4,2;21,1;23,3;1,4;50
Valladolid;47139;4713901001;2021;3;14,2;26,3;2,8;53,7
Valladolid;47139;4713901001;2022;2,8;15;27,2;1,3;53,7
Valladolid;47139;4713901001;2023;3;15,6;26,5;1,5;53,4
Valladolid;47140;4714001001;2022;7,3;29;45,3;0;18,4
Valladolid;47140;4714001001;2023;5,2;22,8;50,8;0,2;21
Valladolid;47141;4714101001;2021;7;27;23,1;1;41,9
Valladolid;47141;4714101001;2022;7,5;18,6;27;1,2;45,8
Valladolid;47141;4714101001;2023;6,7;18,6;26,7;0,5;47,6
Valladolid;47142;4714201001;2021;2,3;38,9;33;1,2;24,6
Valladolid;47142;4714201001;2022;1,8;37,2;33,9;1,2;26
Valladolid;47142;4714201001;2023;1,6;33,6;36,4;0,3;28,1
Valladolid;47143;4714301001;2021;2,9;35,4;26,5;1,2;34
Valladolid;47143;4714301001;2022;2,6;32,2;28,4;0,4;36,4
Valladolid;47145;4714501001;2021;3,9;11,3;28,1;1,7;55
Valladolid;47145;4714501001;2022;3,4;21;25,3;1,1;49,3
Valladolid;47145;4714501001;2023;4,2;10,6;29,2;0,9;55,2
Valladolid;47146;4714601001;2021;3,6;12,1;17,1;3,3;63,9
Valladolid;47146;4714601001;2022;3,5;13,2;16,6;2,8;63,9
Valladolid;47146;4714601001;2023;3,8;10,9;15,8;1,7;67,8
Valladolid;47147;4714701001;2021;4,4;21,2;25,5;3,6;45,4
Valladolid;47147;4714701001;2022;6,5;16,7;24,4;1,3;51,2
Valladolid;47147;4714701001;2023;5,5;18,2;24,8;1,5;50
Valladolid;47148;4714801001;2021;4;27,5;24,4;2,8;41,4
Valladolid;47148;4714801001;2022;5,3;19,8;29;1,8;44,2
Valladolid;47148;4714801001;2023;5;18,4;29,1;1,8;45,7
Valladolid;47150;4715001001;2021;5,1;21,5;27,7;2,9;42,9
Valladolid;47150;4715001001;2022;4,4;19,2;28;2,2;46,3
Valladolid;47150;4715001001;2023;2,8;17,7;30,3;3;46,3
Valladolid;47153;4715301001;2021;1,7;40,2;33,6;2,1;22,4
Valladolid;47153;4715301001;2022;3;35,1;33,8;1,7;26,3
Valladolid;47153;4715301001;2023;2,5;36,5;35;1,6;24,5
Valladolid;47154;4715401001;2021;6,1;13,7;28,3;1,6;50,4
Valladolid;47154;4715401001;2022;5,2;14,4;29,6;1,5;49,4
Valladolid;47154;4715401001;2023;5;12,5;30,3;1,2;51
Valladolid;47155;4715501001;2021;4,3;7,1;12,1;3,5;73,1
Valladolid;47155;4715501001;2022;3,8;6,3;12,8;2,2;75
Valladolid;47155;4715501001;2023;4,6;6,6;12,3;1,9;74,7
Valladolid;47155;4715501002;2021;4,8;8,6;13,9;3,7;69,1
Valladolid;47155;4715501002;2022;5;7,9;14,8;2,3;70,1
Valladolid;47155;4715501002;2023;4,9;7,8;15,1;1,9;70,3
Valladolid;47155;4715501003;2022;4,5;7,8;13,7;2,5;71,5
Valladolid;47155;4715501003;2023;4,6;8,8;13,6;2;71,1
Valladolid;47156;4715601001;2021;2,4;13;34,5;3,9;46,2
Valladolid;47156;4715601001;2022;2,9;12,5;31,6;2,3;50,7
Valladolid;47156;4715601001;2023;2,4;20,4;29,7;1,3;46,2
Valladolid;47157;4715701001;2021;3,8;6,8;24,4;2,5;62,5
Valladolid;47157;4715701001;2022;4,2;6,7;23,8;1,6;63,8
Valladolid;47157;4715701001;2023;4,1;7,5;24,2;1,7;62,7
Valladolid;47158;4715801001;2021;4;14,6;25,4;2,9;53,1
Valladolid;47158;4715801001;2022;4,1;16,5;24,1;1,9;53,4
Valladolid;47158;4715801001;2023;4;16,6;24,1;1,6;53,8
Valladolid;47159;4715901001;2021;3,4;11,9;22;3,6;59,1
Valladolid;47159;4715901001;2022;3,6;14,4;21,4;2,6;58,1
Valladolid;47159;4715901001;2023;3,3;14,5;21,8;2,1;58,4
Valladolid;47160;4716001001;2021;5,5;18,3;29,7;2,5;44
Valladolid;47160;4716001001;2022;5,8;18,5;30,2;1,5;44,1
Valladolid;47160;4716001001;2023;5,6;18,8;30;1,2;44,5
Valladolid;47161;4716101001;2021;4,2;12,3;18,3;2,7;62,6
Valladolid;47161;4716101001;2022;4,3;11,7;19,1;1,6;63,3
Valladolid;47161;4716101001;2023;4,3;12,5;18,5;1,5;63,2
Valladolid;47161;4716101002;2021;1,9;23,3;14,1;1,2;59,5
Valladolid;47161;4716101002;2022;2,1;25,5;13,9;0,7;57,7
Valladolid;47161;4716101002;2023;2,2;21,5;15,3;0,6;60,4
Valladolid;47161;4716101003;2021;1,8;15,7;8;1,3;73,2
Valladolid;47161;4716101003;2022;1,9;16;8,7;0,9;72,5
Valladolid;47161;4716101003;2023;2,1;16,5;9,7;1;70,8
Valladolid;47163;4716301001;2021;4,1;27,2;29,1;2;37,6
Valladolid;47163;4716301001;2022;3,5;27,1;31,8;1,6;36
Valladolid;47163;4716301001;2023;3,1;30,7;31,2;1,6;33,3
Valladolid;47164;4716401001;2021;3,1;13,3;23,1;2,9;57,6
Valladolid;47164;4716401001;2022;3,6;13,3;23,7;2,2;57,3
Valladolid;47164;4716401001;2023;3,5;16,2;21,8;1,5;57
Valladolid;47165;4716501001;2021;4,9;14;20,3;3,1;57,7
Valladolid;47165;4716501001;2022;5,4;14,7;20,6;1,8;57,6
Valladolid;47165;4716501001;2023;5,6;12,8;21,3;2;58,3
Valladolid;47165;4716501002;2021;5,3;10,2;27,3;5,5;51,7
Valladolid;47165;4716501002;2022;6,6;8;28,9;3,4;53
Valladolid;47165;4716501002;2023;6,5;9,5;27,8;3,3;52,9
Valladolid;47165;4716501003;2021;5,2;7,8;23,5;4,7;58,8
Valladolid;47165;4716501003;2022;5;6,4;22,8;2,9;62,9
Valladolid;47165;4716501003;2023;4,9;7,6;22,3;2,5;62,8
Valladolid;47165;4716502001;2021;3,7;9;19,6;3,6;64,1
Valladolid;47165;4716502001;2022;3,7;10;20;2,1;64,2
Valladolid;47165;4716502001;2023;3,9;8,9;20,3;2;64,9
Valladolid;47165;4716502002;2021;3,1;17;20,9;2,3;56,8
Valladolid;47165;4716502002;2022;2,8;17,5;20,5;1,2;58,1
Valladolid;47165;4716502002;2023;2,8;17,9;20,8;0,9;57,6
Valladolid;47165;4716502003;2021;3,3;8,8;20,2;3,2;64,5
Valladolid;47165;4716502003;2022;3,9;11,6;20,4;2,4;61,8
Valladolid;47165;4716502003;2023;4;9,5;20,3;2,1;64,2
Valladolid;47166;4716601001;2021;2,6;17,7;24,2;2,8;52,7
Valladolid;47166;4716601001;2022;2,8;17,5;27,4;2,3;50,1
Valladolid;47166;4716601001;2023;2,3;20;27,3;1,6;48,9
Valladolid;47167;4716701001;2021;5,1;13,3;27,4;1,5;52,7
Valladolid;47167;4716701001;2022;5,1;14,2;26,5;1,5;52,7
Valladolid;47167;4716701001;2023;6;12,1;26,3;1,1;54,6
Valladolid;47171;4717101001;2021;4,2;18,6;26;1,5;49,6
Valladolid;47171;4717101001;2022;4;14;27,5;1;53,6
Valladolid;47171;4717101001;2023;4,1;11,3;29,1;0,8;54,8
Valladolid;47172;4717201001;2021;2,1;19,8;27,3;2,6;48,1
Valladolid;47172;4717201001;2022;1,2;16,1;28,1;1;53,7
Valladolid;47172;4717201001;2023;1,5;10,6;30,4;0,9;56,7
Valladolid;47173;4717301001;2021;3,7;11,8;24,9;3,2;56,3
Valladolid;47173;4717301001;2022;3,9;12,7;25,4;2,4;55,6
Valladolid;47173;4717301001;2023;4;12,6;25,2;2;56,2
Valladolid;47174;4717401001;2021;3,7;9,6;28,2;2,6;56
Valladolid;47174;4717401001;2022;3,2;10,8;29,6;2,6;53,9
Valladolid;47174;4717401001;2023;4,3;9,6;29,9;1,4;54,7
Valladolid;47175;4717501001;2021;4,3;9,5;20,1;3,3;62,8
Valladolid;47175;4717501001;2022;4,5;8,4;21,2;2,5;63,5
Valladolid;47175;4717501001;2023;4,7;8,1;20,7;2,2;64,3
Valladolid;47175;4717501002;2021;3,1;9,1;27,3;2,8;57,7
Valladolid;47175;4717501002;2022;4,2;8,4;27,8;1,6;58
Valladolid;47175;4717501002;2023;4,1;9,4;28,4;1,8;56,4
Valladolid;47175;4717501003;2021;2,8;8,9;13,6;2,3;72,4
Valladolid;47175;4717501003;2022;3,2;9,9;13,9;1,7;71,3
Valladolid;47175;4717501003;2023;3,3;9,4;14,3;1,4;71,6
Valladolid;47175;4717502001;2021;3,9;8,8;21,9;3,3;62,2
Valladolid;47175;4717502001;2022;3,7;8,3;21,9;2,1;63,9
Valladolid;47175;4717502001;2023;3,8;8,1;22,2;2,4;63,6
Valladolid;47175;4717502002;2021;3,9;11;21,1;2,7;61,3
Valladolid;47175;4717502002;2022;4,1;10,9;22,5;1,9;60,7
Valladolid;47175;4717502002;2023;4,1;9,2;22,4;1,7;62,6
Valladolid;47175;4717502003;2021;3,7;7,6;18,8;3,2;66,8
Valladolid;47175;4717502003;2022;4,5;7,7;19,5;2,2;66,2
Valladolid;47175;4717502003;2023;4,1;8,1;20,5;1,9;65,5
Valladolid;47176;4717601001;2021;4,9;25,3;35,4;0,9;33,6
Valladolid;47176;4717601001;2022;8,7;18;40,1;0,3;32,9
Valladolid;47176;4717601001;2023;3,8;20;38,3;1,7;36,2
Valladolid;47177;4717701001;2023;7;14;29,2;0,2;49,7
Valladolid;47178;4717801001;2021;3,1;30,4;23,7;2,9;40
Valladolid;47178;4717801001;2022;3,8;21,5;30,3;0,8;43,6
Valladolid;47178;4717801001;2023;3,8;20,5;32,5;1,1;42,2
Valladolid;47179;4717901001;2021;3,7;27,2;21,7;2,6;44,8
Valladolid;47179;4717901001;2022;3;40,4;18,2;1,4;37,1
Valladolid;47179;4717901001;2023;4,2;22,7;23,2;1,4;48,6
Valladolid;47181;4718101001;2021;3,4;26,9;19,1;1,9;48,8
Valladolid;47181;4718101001;2022;2,3;27,6;18,6;1,9;49,6
Valladolid;47181;4718101001;2023;3,5;22,6;20,2;1,5;52,3
Valladolid;47182;4718201001;2021;4,8;7,1;21,5;3,3;63,3
Valladolid;47182;4718201001;2022;4,3;7,2;21,7;2,2;64,7
Valladolid;47182;4718201001;2023;4,7;8,4;21,5;2,3;63,1
Valladolid;47183;4718301001;2021;4,6;17,6;44,6;3,6;29,6
Valladolid;47183;4718301001;2022;4,1;13,5;47;1,2;34,2
Valladolid;47183;4718301001;2023;4;14,4;48,2;1,7;31,9
Valladolid;47184;4718401001;2021;4;14,7;25,1;3,4;52,8
Valladolid;47184;4718401001;2022;4;12,5;27;2,1;54,3
Valladolid;47184;4718401001;2023;3,8;14,2;27;1,5;53,5
Valladolid;47185;4718501001;2022;0,8;23,7;23,1;1,6;50,8
Valladolid;47186;4718601001;2021;2,4;29,8;23,7;1,1;42,9
Valladolid;47186;4718601001;2022;2,6;27,5;22,9;0,6;46,4
Valladolid;47186;4718601001;2023;2,7;28,7;23,2;0,5;45
Valladolid;47186;4718601003;2021;2,3;38,8;17,7;0,6;40,6
Valladolid;47186;4718601003;2022;2,1;37,1;17,6;0,4;42,8
Valladolid;47186;4718601003;2023;2,3;36,9;16,2;0,3;44,3
Valladolid;47186;4718601006;2021;2;32,3;26,5;0,7;38,5
Valladolid;47186;4718601006;2022;2,3;31;25,4;0,5;40,8
Valladolid;47186;4718601006;2023;2,3;30,3;25,4;0,3;41,7
Valladolid;47186;4718601007;2021;2,6;31,1;26,3;0,7;39,3
Valladolid;47186;4718602001;2021;2,5;33,5;18,6;1,2;44,2
Valladolid;47186;4718602001;2022;2,3;33,1;19,1;0,6;45
Valladolid;47186;4718602001;2023;2,1;30,7;17,9;0,5;48,9
Valladolid;47186;4718602002;2021;2,2;29,6;18,4;0,9;48,9
Valladolid;47186;4718602002;2022;2;28,5;17,2;0,4;51,9
Valladolid;47186;4718602002;2023;2,2;27,4;17;0,4;53
Valladolid;47186;4718602004;2021;3,3;16,7;31,3;0,9;47,9
Valladolid;47186;4718602004;2022;2,7;16,9;30;0,5;49,9
Valladolid;47186;4718602004;2023;2,7;16,2;30,5;0,5;50,1
Valladolid;47186;4718602005;2021;2,4;17,5;34;0,8;45,3
Valladolid;47186;4718602005;2022;2,3;20,1;35,6;0,5;41,5
Valladolid;47186;4718602005;2023;2,6;18,2;35,7;0,7;42,8
Valladolid;47186;4718602006;2021;4,4;13,2;28,6;1,7;52,3
Valladolid;47186;4718602006;2022;4,5;12,8;27,4;1;54,3
Valladolid;47186;4718602006;2023;4,6;13;27,4;1,1;53,9
Valladolid;47186;4718602007;2021;4,1;11,7;31,4;1,6;51,2
Valladolid;47186;4718602007;2022;4,7;11,8;30,6;1;52
Valladolid;47186;4718602007;2023;4,5;14,5;28,7;0,8;51,6
Valladolid;47186;4718602008;2021;1,5;33;17,4;0,8;47,2
Valladolid;47186;4718602008;2022;2,3;22,6;24,1;0,7;50,3
Valladolid;47186;4718602008;2023;2;23,5;24,3;0,6;49,6
Valladolid;47186;4718602009;2021;2,2;15,2;28;1,3;53,4
Valladolid;47186;4718602010;2021;2,9;21,8;30;0,8;44,6
Valladolid;47186;4718602010;2022;2,5;24,3;29,5;0,3;43,3
Valladolid;47186;4718602010;2023;2,6;22,9;29,1;0,5;44,9
Valladolid;47186;4718602012;2021;3;24,9;23,8;1,2;47,1
Valladolid;47186;4718602012;2022;2,4;22,3;21,7;0,9;52,8
Valladolid;47186;4718602012;2023;2,1;25,9;21;0,9;50,1
Valladolid;47186;4718602013;2021;2,3;18,7;29,3;1,3;48,4
Valladolid;47186;4718602013;2022;2,3;20,4;29,2;0,9;47,2
Valladolid;47186;4718602013;2023;2,5;21,5;26,9;0,7;48,4
Valladolid;47186;4718602014;2021;3,3;15;32;1,1;48,6
Valladolid;47186;4718602014;2022;3,3;15,5;31,2;0,8;49,2
Valladolid;47186;4718602014;2023;3,2;16;29,4;0,8;50,6
Valladolid;47186;4718602015;2021;4,9;7,2;31,3;2,3;54,4
Valladolid;47186;4718602015;2022;5,3;6,5;32,5;1,2;54,5
Valladolid;47186;4718602015;2023;5,4;7,4;31,1;1,1;55,1
Valladolid;47186;4718602017;2021;4,7;10;28,2;1,8;55,2
Valladolid;47186;4718602017;2022;4,8;10,8;26,2;1,1;57,1
Valladolid;47186;4718602017;2023;5,7;12;26;1,2;55,1
Valladolid;47186;4718602019;2021;3,8;12,5;31,1;1,9;50,6
Valladolid;47186;4718602019;2022;3,5;15,5;30;0,9;50,1
Valladolid;47186;4718602019;2023;3,6;10,5;30,2;1,1;54,6
Valladolid;47186;4718603001;2021;4,2;16,1;26,3;1,3;52,2
Valladolid;47186;4718603001;2022;4,3;15,2;26,7;0,9;53
Valladolid;47186;4718603001;2023;4,8;14,2;27,1;0,9;53,1
Valladolid;47186;4718603002;2021;2,1;22,8;23,2;1;50,9
Valladolid;47186;4718603002;2022;2,5;22,5;23,8;0,5;50,6
Valladolid;47186;4718603002;2023;2,6;30,4;21,8;0,5;44,7
Valladolid;47186;4718603003;2021;3,4;12,1;27,7;1,7;55,2
Valladolid;47186;4718603003;2022;3,7;12,3;27,2;0,7;56,1
Valladolid;47186;4718603003;2023;3,7;12,5;26,4;0,7;56,6
Valladolid;47186;4718603004;2021;2,9;11;25,1;2,2;58,8
Valladolid;47186;4718603004;2022;3,1;10,9;24,2;1,4;60,4
Valladolid;47186;4718603004;2023;3,1;10,7;23,7;1,5;61
Valladolid;47186;4718603005;2021;3,8;7,9;27,2;2,4;58,7
Valladolid;47186;4718603005;2022;3,4;8,4;28;1,3;58,9
Valladolid;47186;4718603005;2023;4;7,9;27,5;1;59,5
Valladolid;47186;4718603007;2021;3,9;14,6;26,1;1,4;54,1
Valladolid;47186;4718603007;2022;3,3;14,1;27,3;1;54,4
Valladolid;47186;4718603007;2023;3,1;15,6;26;1,1;54,2
Valladolid;47186;4718603008;2021;2,5;22,4;23,3;1;50,8
Valladolid;47186;4718603008;2022;2,2;22,9;23;0,6;51,3
Valladolid;47186;4718603008;2023;2,4;23,1;22,8;0,6;51
Valladolid;47186;4718603009;2021;2,8;25,1;23;0,8;48,4
Valladolid;47186;4718603009;2022;2,3;24,5;22,9;0,5;49,9
Valladolid;47186;4718603009;2023;2,5;25,3;21,2;0,4;50,6
Valladolid;47186;4718604001;2021;3,9;5,5;38;2,2;50,4
Valladolid;47186;4718604001;2022;4,4;5,5;38,6;1,5;50
Valladolid;47186;4718604001;2023;4,4;6,5;36,6;0,8;51,6
Valladolid;47186;4718604002;2021;3,7;6,5;29,2;3,4;57,2
Valladolid;47186;4718604002;2022;3,4;6,8;31,3;1,7;56,9
Valladolid;47186;4718604002;2023;3,7;7,5;32,1;1,1;55,5
Valladolid;47186;4718604003;2021;4,9;5,8;37,2;2,7;49,5
Valladolid;47186;4718604003;2022;4,6;5,1;37;1,7;51,6
Valladolid;47186;4718604003;2023;4,6;5,9;35,2;1,7;52,5
Valladolid;47186;4718604004;2021;5,4;4,6;33,7;2,5;53,8
Valladolid;47186;4718604004;2022;5;5;34,6;1,1;54,2
Valladolid;47186;4718604004;2023;5,8;5,6;33,1;1,3;54,2
Valladolid;47186;4718604005;2021;4,7;6,4;29,9;3,4;55,7
Valladolid;47186;4718604005;2022;4,8;6,5;32,2;2,6;53,9
Valladolid;47186;4718604005;2023;5,5;6,1;33,1;2,1;53,3
Valladolid;47186;4718604006;2021;4;5,7;45,2;2,5;42,6
Valladolid;47186;4718604006;2022;3,6;13,2;43,9;1,1;38,1
Valladolid;47186;4718604006;2023;4,1;5,9;46,3;1,1;42,6
Valladolid;47186;4718604007;2021;6;3,9;29,6;3,3;57,3
Valladolid;47186;4718604007;2022;5,1;4,7;29,6;2,6;58,1
Valladolid;47186;4718604007;2023;5,9;4,9;28,5;1,8;59
Valladolid;47186;4718604008;2021;5;6,1;39,9;2,2;46,8
Valladolid;47186;4718604008;2022;5;5,6;39,2;1,3;48,9
Valladolid;47186;4718604008;2023;5,5;5,7;38,3;1,8;48,7
Valladolid;47186;4718604009;2021;6,4;2,9;28,9;4,8;57
Valladolid;47186;4718604009;2022;6;4;28,5;2,5;59
Valladolid;47186;4718604009;2023;6,5;4;28,9;2,3;58,3
Valladolid;47186;4718604010;2021;7,9;4,5;35,1;3,6;49
Valladolid;47186;4718604010;2022;7,6;4;35,9;1,9;50,6
Valladolid;47186;4718604010;2023;8;4,7;34,4;1,6;51,4
Valladolid;47186;4718604011;2021;26,8;1,5;22,2;6,5;43,1
Valladolid;47186;4718604011;2022;26,8;5,8;20,7;6,2;40,6
Valladolid;47186;4718604011;2023;32,8;1,7;19,8;5;40,7
Valladolid;47186;4718604012;2021;5,1;7,4;29,9;3;54,6
Valladolid;47186;4718604012;2022;4,2;8,9;29,3;1,4;56,3
Valladolid;47186;4718604012;2023;4,9;7,1;29,3;1,3;57,4
Valladolid;47186;4718604013;2021;3,9;5,9;25,7;2,9;61,7
Valladolid;47186;4718604013;2022;3,8;6,3;26,8;1,6;61,4
Valladolid;47186;4718604013;2023;4;7,7;24,9;1,6;61,8
Valladolid;47186;4718604014;2021;5,6;10,3;32,9;2,5;48,6
Valladolid;47186;4718604014;2022;5,4;8,2;36,1;1,9;48,5
Valladolid;47186;4718604014;2023;5,3;8,5;34,3;1,8;50,1
Valladolid;47186;4718604015;2021;4,5;5,9;42,3;2,8;44,6
Valladolid;47186;4718604015;2022;4,6;5,4;41,6;2;46,5
Valladolid;47186;4718604015;2023;4,4;6;40,4;1,9;47,2
Valladolid;47186;4718604016;2021;5,7;5,4;37,8;3,4;47,7
Valladolid;47186;4718604016;2022;6,1;5;38,9;2,6;47,3
Valladolid;47186;4718604016;2023;5,9;6,5;36,8;2,2;48,6
Valladolid;47186;4718604017;2021;5,6;5,8;29,3;3,1;56,2
Valladolid;47186;4718604017;2022;5,8;5,2;29,4;1,8;57,8
Valladolid;47186;4718604017;2023;5,8;5,8;29,3;1,5;57,6
Valladolid;47186;4718604018;2021;4,5;7,5;28,3;3,4;56,4
Valladolid;47186;4718604018;2022;4,9;6,2;29,7;2,4;56,9
Valladolid;47186;4718604018;2023;4,1;6,2;29,1;1,8;58,8
Valladolid;47186;4718604020;2021;7,9;3;26,5;4,9;57,7
Valladolid;47186;4718604020;2022;7,3;2,7;26,3;3,7;60,1
Valladolid;47186;4718604020;2023;7,6;2,9;25,4;3,5;60,5
Valladolid;47186;4718604021;2021;9,2;3,3;25,8;5,8;55,9
Valladolid;47186;4718604021;2022;9,2;2,7;25,4;4,3;58,4
Valladolid;47186;4718604021;2023;9,3;3,8;22,7;3,3;60,9
Valladolid;47186;4718604023;2021;7,1;2,7;26,6;4,4;59,2
Valladolid;47186;4718604024;2021;5,7;4,5;45,5;2,9;41,4
Valladolid;47186;4718604024;2022;6,3;4,1;45,8;1,4;42,4
Valladolid;47186;4718604024;2023;6,2;3,8;44;1,1;44,9
Valladolid;47186;4718604025;2021;6,8;3,3;33,1;4,3;52,5
Valladolid;47186;4718604025;2022;6,7;2,8;34;3,4;53,1
Valladolid;47186;4718604025;2023;7;6,1;32,7;2,9;51,4
Valladolid;47186;4718604026;2021;4,5;6,6;43,5;2,6;42,9
Valladolid;47186;4718604026;2022;4,5;7;45,1;1,7;41,7
Valladolid;47186;4718604026;2023;5;7,7;45,2;1,2;40,8
Valladolid;47186;4718604027;2021;5,5;4,2;34,5;2,7;53,1
Valladolid;47186;4718604027;2022;5,2;3,7;34;2;55,2
Valladolid;47186;4718604027;2023;5,4;4,7;32,8;2,1;55
Valladolid;47186;4718604028;2021;13;3,9;36,2;5,4;41,5
Valladolid;47186;4718604028;2022;12,9;4;36;3,4;43,7
Valladolid;47186;4718604028;2023;16,2;3,4;33,9;2,8;43,6
Valladolid;47186;4718604029;2021;3,8;5,1;43,2;2,8;45,1
Valladolid;47186;4718604029;2022;4,1;5,8;44,1;2,6;43,5
Valladolid;47186;4718604029;2023;4,2;5,9;43,8;1,8;44,4
Valladolid;47186;4718604030;2021;5,1;6,6;29,7;2,5;56
Valladolid;47186;4718604030;2022;4,9;6,9;29,8;1,9;56,6
Valladolid;47186;4718604030;2023;4,7;7,2;28,5;1,7;58
Valladolid;47186;4718604032;2021;3,6;7,3;33,2;1,8;54,1
Valladolid;47186;4718604032;2022;3,5;6,5;34,1;1,3;54,8
Valladolid;47186;4718604032;2023;3,5;7,5;33,8;1;54,2
Valladolid;47186;4718604033;2021;5,7;3,3;30,5;3,9;56,5
Valladolid;47186;4718604033;2022;6,6;4,7;31;3,4;54,3
Valladolid;47186;4718604033;2023;7,2;3,8;28;3,3;57,8
Valladolid;47186;4718604034;2021;4,8;4,7;35,3;2,9;52,4
Valladolid;47186;4718604034;2022;4,8;4,5;34,1;1,8;54,8
Valladolid;47186;4718604034;2023;4,9;5,1;32,7;1,7;55,6
Valladolid;47186;4718604036;2021;5,5;3,7;38,6;2,9;49,4
Valladolid;47186;4718604036;2022;5;3,4;40,6;2,1;48,9
Valladolid;47186;4718604036;2023;5,3;3,4;40,4;1,4;49,6
Valladolid;47186;4718604037;2021;3,7;9,7;30,7;1,4;54,5
Valladolid;47186;4718604037;2022;3,8;10,1;32,1;0,9;53,1
Valladolid;47186;4718604037;2023;3,5;11;32;1;52,6
Valladolid;47186;4718604038;2021;3,4;6,5;12,6;2,5;75
Valladolid;47186;4718604038;2022;3,3;5,7;13,1;1,8;76,2
Valladolid;47186;4718604038;2023;3,5;5,9;13,3;1,5;75,7
Valladolid;47186;4718604039;2021;3,8;5,7;28;2;60,5
Valladolid;47186;4718604039;2022;4,1;5,6;29,1;1,1;60,2
Valladolid;47186;4718604039;2023;4,4;5,9;28,6;1,2;59,9
Valladolid;47186;4718604040;2021;3,1;7,4;12,2;2,9;74,5
Valladolid;47186;4718604040;2022;2,6;7,6;12,1;1,8;75,9
Valladolid;47186;4718604040;2023;3;7,8;11,9;1,5;75,8
Valladolid;47186;4718604041;2021;2,6;6,7;4,2;2;84,6
Valladolid;47186;4718604041;2022;2,8;7,4;4,5;1,3;84,1
Valladolid;47186;4718604041;2023;2,9;7,5;4,9;1;83,8
Valladolid;47186;4718605001;2021;2,6;23,9;17,7;1,6;54,1
Valladolid;47186;4718605001;2022;3;23,5;18,8;1,1;53,7
Valladolid;47186;4718605001;2023;2,7;26,1;16,6;1;53,6
Valladolid;47186;4718605002;2021;2,5;25,5;22,5;1,1;48,4
Valladolid;47186;4718605002;2022;2,4;26,2;23,4;0,4;47,6
