CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
4718611029;398;107,003;1977;0,010;0,290;343;0;0,000;3087
4718611031;1003;182,129;2001;0,000;0,410;483;0;0,000;3088
4718611032;917;195,577;1994;0,000;0,440;777;0;0,000;3089
4718611033;706;162,873;1998;0,000;0,270;612;0;0,000;3090
4718611034;671;149,624;1997;0,000;0,200;454;1;0,220;3091
4718611035;709;156,482;2000;0,000;0,310;533;0;0,000;3092
4718611036;1314;162,253;1998;0,010;0,440;601;14;2,330;3093
4718611037;710;176,096;1995;0,000;0,410;615;0;0,000;3094
4718611038;888;159,592;2002;0,000;0,400;103;0;0,000;3095
4718611039;492;233,750;2000;0,000;0,200;177;0;0,000;3096
4718611040;410;122,717;1992;0,000;0,100;410;0;0,000;3097
4718611041;904;179,499;2011;0,010;0,410;29;0;0,000;3098
4718611042;1617;137,931;2007;0,010;0,390;138;8;5,800;3099
4718611043;641;179,069;2004;0,000;0,420;16;1;6,250;3100
4718612001;593;170,040;1989;0,010;0,670;385;6;1,560;3519
4718612002;466;259,324;1978;0,020;0,520;311;30;9,650;3101
4718612003;721;209,143;1986;0,010;0,580;514;21;4,090;3102
4718612004;714;299,772;2004;0,000;0,330;149;0;0,000;3103
4718701001;126;249,325;1902;0,030;0,590;120;32;26,670;3104
4718801001;88;260,000;1935;0,020;0,700;84;12;14,290;3105
4718901001;74;208,486;1943;0,030;0,550;64;13;20,310;3106
4719001001;73;348,808;1928;0,030;0,600;59;5;8,470;3107
4719101001;136;272,140;1926;0,030;0,620;117;31;26,500;3108
4719201001;78;275,795;1932;0,030;0,720;72;15;20,830;3109
4719301001;1435;185,830;1982;0,010;0,550;1116;43;3,850;3110
4719401001;258;258,221;1961;0,020;0,510;218;39;17,890;3111
4719501001;492;243,217;1975;0,020;0,550;377;34;9,020;3112
4719601001;43;317,674;1892;0,030;0,520;38;5;13,160;3113
4719701001;599;223,482;1944;0,020;0,680;524;164;31,300;3114
4719801001;84;324,869;1883;0,030;0,540;79;3;3,800;3115
4719901001;111;229,757;1894;0,020;0,580;107;17;15,890;3116
4720001001;70;252,814;1912;0,020;0,600;68;4;5,880;3117
4720301001;115;290,426;1912;0,020;0,440;106;29;27,360;3118
4720401001;252;205,325;1968;0,020;0,590;235;20;8,510;3119
4720501001;318;260,255;1985;0,020;0,590;268;55;20,520;3120
4720601001;112;217,812;1943;0,020;0,590;104;5;4,810;3121
4720701001;178;302,382;1960;0,020;0,630;172;42;24,420;3122
4720801001;74;261,176;1902;0,020;0,530;72;15;20,830;3123
4720901001;40;276,500;1911;0,020;0,550;38;1;2,630;3124
4721001001;210;244,686;1969;0,020;0,710;198;14;7,070;3125
4721101001;54;297,278;1902;0,030;0,490;49;17;34,690;3126
4721201001;279;218,935;1962;0,020;0,630;245;52;21,220;3127
4721301001;90;296,100;1937;0,030;0,750;81;27;33,330;3128
4721401001;1046;219,424;1966;0,020;0,740;965;21;2,180;3129
4721501001;76;283,934;1941;0,020;0,760;72;5;6,940;3130
4721601001;78;285,474;1955;0,020;0,540;72;15;20,830;3131
4721701001;759;181,723;1993;0,020;0,790;325;38;11,690;3132
4721701002;687;172,518;2004;0,000;0,440;68;0;0,000;3133
4721801001;914;207,837;1987;0,020;0,550;637;115;18,050;3134
4721901001;30;322,300;1905;0,030;0,550;28;10;35,710;3135
4722001001;166;248,735;1957;0,020;0,600;151;31;20,530;3136
4722101001;85;213,412;1958;0,030;0,580;74;17;22,970;3137
4722201001;44;294,114;1917;0,030;0,630;38;1;2,630;3138
4722301001;149;200,168;1930;0,030;0,640;138;3;2,170;3139
4722401001;103;180,320;1955;0,030;0,870;58;14;24,140;3140
4722501001;57;301,421;1954;0,020;0,660;52;3;5,770;3141
4722601001;167;190,743;1955;0,020;0,660;143;37;25,870;3142
4722701001;67;256,328;1877;0,020;0,660;65;18;27,690;3143
4722801001;303;237,139;1976;0,030;0,640;194;29;14,950;3144
4722901001;216;302,606;1894;0,030;0,600;205;86;41,950;3145
4723001001;195;207,523;1969;0,030;0,700;160;20;12,500;3146
4723101001;942;163,680;2001;0,020;0,650;217;28;12,900;3147
4723101002;669;148,868;2004;0,010;0,350;51;7;13,730;3148
4723101003;759;131,250;2000;0,020;0,550;122;12;9,840;3149
4723101004;494;184,856;1998;0,010;0,440;164;37;22,560;3150
4723201001;94;232,617;1927;0,020;0,550;90;16;17,780;3151
4900201001;68;357,015;1938;0,010;0,490;66;19;28,790;3152
4900301001;836;198,262;1980;0,020;0,610;673;102;15,160;3153
4900401001;211;350,488;1956;0,020;0,600;204;1;0,490;3154
4900501001;156;264,032;1975;0,020;0,560;133;34;25,560;3155
4900601001;152;235,184;1959;0,020;0,620;134;21;15,670;3156
4900701001;326;199,172;1991;0,020;0,470;241;27;11,200;3157
4900801001;431;283,056;1984;0,020;0,560;395;92;23,290;3158
4900901001;314;285,328;1983;0,020;0,600;235;22;9,360;3159
4901001001;310;227,161;1998;0,020;0,680;156;29;18,590;3160
4901101001;224;218,540;1964;0,020;0,780;194;8;4,120;3161
4901201001;107;296,654;1941;0,020;0,480;105;3;2,860;3162
4901301001;203;274,300;1967;0,020;0,540;186;29;15,590;3163
4901401001;125;274,840;1959;0,020;0,630;103;30;29,130;3164
4901501001;371;264,903;1968;0,020;0,630;327;45;13,760;3165
4901601001;247;241,818;1950;0,020;0,690;223;40;17,940;3166
4901701001;487;195,281;1956;0,020;0,580;420;73;17,380;3167
4901801001;417;272,137;1963;0,020;0,510;368;88;23,910;3168
4901901001;227;281,159;1962;0,020;0,730;199;62;31,160;3169
4902001001;341;275,085;1958;0,020;0,610;307;35;11,400;3170
4902101001;476;156,179;1979;0,010;0,790;428;23;5,370;3171
4902101002;766;130,886;1983;0,010;0,610;655;18;2,750;3172
4902101003;539;101,729;1971;0,010;0,530;496;48;9,680;3173
4902101004;970;144,126;1987;0,010;0,590;647;36;5,560;3174
4902101005;843;123,820;1990;0,010;0,540;518;4;0,770;3175
4902101006;874;119,888;1993;0,010;0,370;630;7;1,110;3176
4902101007;475;147,282;1973;0,010;0,620;434;37;8,530;3177
4902102001;649;135,806;1984;0,010;0,660;506;29;5,730;3178
4902102002;1153;107,266;1988;0,010;0,530;904;5;0,550;3179
4902102003;1154;124,806;1990;0,010;0,660;777;7;0,900;3180
4902102004;353;110,878;1981;0,010;0,560;348;2;0,570;3181
4902102005;860;188,793;2001;0,000;0,560;271;6;2,210;3182
4902102006;1030;114,727;1999;0,010;0,580;343;6;1,750;3183
4902103001;735;133,144;1986;0,010;0,540;580;22;3,790;3184
4902103002;716;139,476;1980;0,020;0,630;628;38;6,050;3185
4902201001;174;289,224;1973;0,020;0,640;149;23;15,440;3186
4902301001;1005;277,026;1968;0,020;0,570;809;141;17,430;3187
4902401001;667;233,304;1968;0,020;0,540;591;110;18,610;3188
4902501001;212;237,995;1971;0,020;0,660;196;71;36,220;3189
4902601001;229;235,301;1966;0,020;0,490;209;13;6,220;3190
4902701001;207;267,498;1969;0,020;0,550;195;42;21,540;3191
4902801001;98;299,480;1984;0,020;0,600;85;29;34,120;3192
4902901001;430;295,305;1972;0,020;0,500;349;35;10,030;3193
4903001001;141;351,830;1968;0,020;0,500;132;28;21,210;3194
4903101001;153;226,261;1954;0,020;0,710;139;35;25,180;3195
4903201001;316;291,174;1961;0,020;0,430;275;20;7,270;3196
4903301001;707;235,481;1966;0,020;0,540;609;46;7,550;3197
4903401001;446;207,520;1983;0,020;0,600;371;63;16,980;3198
4903501001;201;275,040;1951;0,020;0,610;188;34;18,090;3199
4903601001;513;218,975;1973;0,020;0,600;445;21;4,720;3200
4903701001;174;283,000;1982;0,020;0,550;137;37;27,010;3201
4903801001;232;173,302;1979;0,020;0,780;207;32;15,460;3202
4903901001;269;250,784;1999;0,030;0,570;206;50;24,270;3203
4904001001;136;218,199;1963;0,020;0,630;114;39;34,210;3204
4904101001;290;274,962;1968;0,020;0,600;252;36;14,290;3205
4904201001;218;291,784;1945;0,020;0,590;204;26;12,750;3206
4904301001;462;221,461;1975;0,020;0,760;438;58;13,240;3207
4904401001;59;307,797;1979;0,020;0,650;51;9;17,650;3208
4904601001;248;286,536;1965;0,020;0,520;233;51;21,890;3209
4904701001;97;276,062;1946;0,020;0,560;85;18;21,180;3210
4904801001;186;212,457;1955;0,020;0,460;152;46;30,260;3211
4905001001;1275;171,837;1950;0,020;0,550;1117;204;18,260;3212
4905201001;337;244,570;1980;0,020;0,720;306;46;15,030;3213
4905301001;716;218,499;1986;0,020;0,630;561;79;14,080;3214
4905401001;838;258,177;1958;0,020;0,660;675;162;24,000;3215
4905501001;199;186,804;1969;0,020;0,840;192;19;9,900;3216
4905601001;212;289,967;1971;0,020;0,580;189;36;19,050;3217
4905701001;182;264,648;1984;0,020;0,430;156;3;1,920;3218
4905801001;453;172,137;1987;0,020;0,740;391;50;12,790;3219
4905901001;65;213,354;1969;0,020;0,500;58;5;8,620;3220
4906101001;162;200,056;1985;0,020;0,550;115;17;14,780;3221
4906201001;269;191,015;1944;0,030;0,550;230;51;22,170;3222
4906301001;326;243,445;1962;0,020;0,480;291;34;11,680;3223
4906401001;612;274,974;1964;0,020;0,470;529;62;11,720;3224
4906501001;2408;126,850;1970;0,020;0,800;2226;109;4,900;3225
4906601001;569;277,329;1970;0,020;0,440;472;47;9,960;3226
4906701001;336;256,423;1956;0,020;0,450;267;21;7,870;3227
4906801001;497;248,938;1972;0,020;0,470;416;110;26,440;3228
4906901001;650;201,074;1973;0,020;0,550;542;74;13,650;3229
4907101001;897;211,309;1971;0,020;0,530;752;72;9,570;3230
4907501001;179;308,134;1973;0,020;0,710;159;20;12,580;3231
4907601001;217;247,733;1984;0,020;0,590;178;5;2,810;3232
4907701001;211;285,654;1968;0,020;0,470;192;28;14,580;3233
4907801001;202;238,129;1971;0,020;0,680;192;10;5,210;3234
4907901001;103;299,903;1977;0,020;0,460;95;28;29,470;3235
4908001001;707;210,956;1982;0,020;0,670;558;149;26,700;3236
4908101001;667;200,216;1985;0,020;0,600;503;42;8,350;3237
4908102001;586;199,683;1985;0,020;0,620;481;41;8,520;3238
4908201001;496;239,677;1969;0,020;0,690;464;87;18,750;3239
4908301001;58;355,552;1949;0,010;0,540;57;11;19,300;3240
4908401001;210;256,852;1986;0,020;0,490;173;40;23,120;3241
4908501001;1893;146,188;1964;0,020;0,660;1557;202;12,970;3242
4908601001;103;247,757;1983;0,020;0,560;84;21;25,000;3243
4908701001;591;229,472;1977;0,020;0,500;495;41;8,280;3244
4908801001;109;283,229;1971;0,020;0,500;96;10;10,420;3245
4909001001;270;232,481;1980;0,020;0,700;244;25;10,250;3246
4909101001;232;229,901;1948;0,020;0,570;192;50;26,040;3247
4909201001;160;329,050;1962;0,020;0,510;138;14;10,140;3248
4909301001;239;222,033;1967;0,010;0,520;222;39;17,570;3249
4909401001;817;133,038;1937;0,020;0,710;754;111;14,720;3250
4909501001;225;282,262;1976;0,020;0,530;167;26;15,570;3251
4909601001;175;252,114;1971;0,020;0,640;162;29;17,900;3252
4909701001;221;185,652;1949;0,020;0,430;194;53;27,320;3253
4909801001;248;243,565;1967;0,020;0,470;221;52;23,530;3254
4909901001;141;272,248;1975;0,020;0,410;123;31;25,200;3255
4910001001;917;130,309;1936;0,010;0,680;849;177;20,850;3256
4910101001;175;312,383;1958;0,020;0,410;157;27;17,200;3257
4910201001;248;160,085;1973;0,020;0,590;195;54;27,690;3258
4910301001;432;225,745;1982;0,020;0,780;368;98;26,630;3259
4910401001;549;225,403;1979;0,020;0,500;449;36;8,020;3260
4910501001;204;272,275;1974;0,020;0,570;185;28;15,140;3261
4910701001;171;300,854;1957;0,020;0,590;165;58;35,150;3262
4910801001;895;204,485;1944;0,020;0,730;826;152;18,400;3263
4910901001;455;298,165;1982;0,020;0,550;357;61;17,090;3264
4911001001;673;186,461;1957;0,020;0,520;532;144;27,070;3265
4911101001;183;243,787;1986;0,020;0,480;172;26;15,120;3266
4911201001;298;230,990;1947;0,030;0,520;238;75;31,510;3267
4911301001;140;313,107;1970;0,020;0,540;118;28;23,730;3268
4911401001;46;223,957;1997;0,020;0,670;40;1;2,500;3269
4911501001;253;166,387;1973;0,020;0,560;194;8;4,120;3270
4911601001;425;281,687;1957;0,020;0,590;396;60;15,150;3271
4911701001;433;272,402;1976;0,020;0,520;387;106;27,390;3272
4911801001;156;290,417;1956;0,020;0,560;134;11;8,210;3273
4911901001;161;268,193;1969;0,020;0,650;131;17;12,980;3274
4912001001;337;143,136;1979;0,020;0,690;292;37;12,670;3275
4912101001;410;217,854;1964;0,020;0,640;358;87;24,300;3276
4912201001;541;215,739;1999;0,020;0,540;236;35;14,830;3277
4912301001;448;271,373;1963;0,020;0,520;376;89;23,670;3278
4912401001;236;272,449;1975;0,020;0,480;214;18;8,410;3279
4912501001;1096;211,530;1997;0,020;0,680;651;21;3,230;3280
4912601001;208;200,803;1996;0,020;0,580;167;51;30,540;3281
4912701001;785;204,535;1974;0,020;0,700;497;53;10,660;3282
4912701002;1034;226,211;1999;0,010;0,570;458;2;0,440;3283
4912801001;494;290,727;1973;0,020;0,620;448;17;3,790;3284
4912901001;952;206,452;1964;0,020;0,680;838;98;11,690;3285
4913001001;191;292,791;1960;0,020;0,550;161;31;19,250;3286
4913101001;191;318,241;1965;0,020;0,460;174;21;12,070;3287
4913201001;228;319,662;1972;0,020;0,590;209;42;20,100;3288
4913301001;357;234,978;1963;0,020;0,570;308;22;7,140;3289
4913401001;315;212,038;1929;0,030;0,620;291;73;25,090;3290
4913501001;699;227,381;1967;0,020;0,590;564;29;5,140;3291
4913601001;313;271,930;1965;0,020;0,470;276;79;28,620;3292
4913701001;120;319,925;1968;0,020;0,520;104;4;3,850;3293
4913801001;275;326,047;1982;0,020;0,410;258;27;10,470;3294
4913901001;274;205,584;1967;0,020;0,590;254;51;20,080;3295
4914101001;331;273,157;1959;0,020;0,550;285;48;16,840;3296
4914201001;223;229,031;1967;0,020;0,620;192;9;4,690;3297
4914301001;403;192,809;1958;0,020;0,540;345;66;19,130;3298
4914501001;486;157,955;1986;0,020;0,510;395;56;14,180;3299
4914601001;265;252,883;1958;0,020;0,510;239;58;24,270;3300
4914701001;266;232,301;1956;0,020;0,630;252;42;16,670;3301
4914801001;131;256,542;1985;0,020;0,620;94;29;30,850;3302
4914901001;406;245,552;1985;0,020;0,560;314;62;19,750;3303
4915001001;211;232,867;1967;0,020;0,400;180;68;37,780;3304
4915101001;824;233,051;1984;0,020;0,730;724;136;18,780;3305
4915201001;585;241,576;1990;0,020;0,640;473;80;16,910;3306
4915301001;230;274,552;1972;0,020;0,460;201;10;4,980;3307
4915401001;487;124,548;1935;0,010;0,770;458;91;19,870;3308
4915501001;102;275,157;1951;0,020;0,630;90;45;50,000;3309
4915601001;244;306,369;1979;0,010;0,570;237;36;15,190;3310
4915701001;190;210,832;1979;0,020;0,490;138;26;18,840;3311
4915801001;278;207,353;1982;0,020;0,740;257;58;22,570;3312
4915901001;297;255,380;1982;0,020;0,550;234;50;21,370;3313
4916001001;49;250,898;1964;0,020;0,460;43;13;30,230;3314
4916201001;632;120,862;1943;0,020;0,640;550;120;21,820;3315
4916301001;218;338,826;1973;0,020;0,570;204;46;22,550;3316
4916401001;166;247,024;1961;0,020;0,530;148;19;12,840;3317
4916501001;79;286,430;1959;0,020;0,660;78;16;20,510;3318
4916601001;1311;169,458;1969;0,020;0,660;1016;129;12,700;3319
4916701001;229;266,424;1971;0,020;0,450;191;22;11,520;3320
4916801001;137;239,241;1964;0,020;0,630;132;42;31,820;3321
4916901001;76;231,776;1948;0,020;0,760;72;3;4,170;3322
4917001001;98;298,541;1969;0,020;0,530;79;14;17,720;3323
4917101001;562;265,826;1974;0,020;0,570;493;105;21,300;3324
4917201001;466;256,015;1965;0,020;0,490;401;29;7,230;3325
4917301001;425;192,529;1983;0,020;0,530;345;49;14,200;3326
4917401001;236;169,500;1969;0,020;0,580;227;41;18,060;3327
4917501001;251;252,773;1953;0,020;0,740;227;29;12,780;3328
4917601001;713;249,191;1972;0,010;0,580;613;49;7,990;3329
4917701001;483;185,799;1967;0,020;0,590;417;46;11,030;3330
4917801001;520;216,527;1995;0,010;0,580;190;25;13,160;3331
4917901001;1194;141,460;1946;0,020;0,680;1081;83;7,680;3332
4918001001;216;245,843;1974;0,020;0,630;203;51;25,120;3333
4918101001;738;166,676;1955;0,020;0,540;620;141;22,740;3334
4918301001;142;178,352;1974;0,020;0,680;129;30;23,260;3335
4918401001;204;273,525;1984;0,020;0,490;151;33;21,850;3336
4918501001;107;284,430;1971;0,010;0,550;92;9;9,780;3337
4918601001;305;261,977;1949;0,020;0,590;275;73;26,550;3338
4918701001;859;320,609;1976;0,020;0,540;701;42;5,990;3339
4918801001;172;250,901;1926;0,020;0,730;164;46;28,050;3340
4918901001;1429;108,749;1935;0,020;0,750;1307;48;3,670;3341
4919001001;75;307,893;1968;0,020;0,710;72;6;8,330;3342
4919101001;231;259,394;1961;0,020;0,520;206;50;24,270;3343
4919201001;222;310,887;1964;0,020;0,500;210;34;16,190;3344
4919301001;533;241,246;1974;0,020;0,450;455;29;6,370;3345
4919401001;322;246,665;1981;0,020;0,500;279;5;1,790;3346
4919701001;164;236,671;1985;0,020;0,620;146;32;21,920;3347
4919901001;183;274,055;1959;0,030;0,550;165;18;10,910;3348
4920001001;698;225,466;1976;0,020;0,700;555;63;11,350;3349
4920101001;307;247,961;1971;0,020;0,590;279;31;11,110;3350
4920201001;197;295,787;1945;0,020;0,490;190;37;19,470;3351
4920301001;230;367,730;1972;0,020;0,570;208;20;9,620;3352
4920401001;90;243,344;1964;0,020;0,480;75;13;17,330;3353
4920501001;403;281,385;1969;0,020;0,480;368;53;14,400;3354
4920601001;980;266,476;1972;0,020;0,520;882;83;9,410;3355
4920701001;528;201,178;1951;0,020;0,710;495;39;7,880;3356
4920801001;455;248,259;1979;0,020;0,480;378;98;25,930;3357
4920901001;499;234,587;1976;0,020;0,490;408;55;13,480;3358
4921001001;528;189,496;1988;0,020;0,710;460;96;20,870;3359
4921401001;736;228,474;1973;0,020;0,590;603;53;8,790;3360
4921601001;145;278,166;1930;0,020;0,760;140;10;7,140;3361
4921901001;970;169,690;1981;0,020;0,720;807;143;17,720;3362
4921901002;529;155,529;1984;0,020;0,740;401;37;9,230;3363
4921901003;629;150,110;1990;0,020;0,660;402;41;10,200;3364
4921902001;658;141,375;1982;0,020;0,660;540;68;12,590;3365
4921902002;695;123,915;1979;0,010;0,690;581;33;5,680;3366
4921902003;691;171,065;1994;0,020;0,600;337;76;22,550;3367
4921902004;901;137,456;1988;0,010;0,560;677;55;8,120;3368
4921903001;681;205,928;1978;0,010;0,700;521;40;7,680;3369
4922001001;213;261,080;1969;0,020;0,640;189;37;19,580;3370
4922101001;235;275,277;1969;0,020;0,440;200;37;18,500;3371
4922201001;258;285,473;1970;0,020;0,630;193;52;26,940;3372
4922301001;719;203,505;1983;0,020;0,570;560;82;14,640;3373
4922401001;456;148,338;1945;0,020;0,580;364;121;33,240;3374
4922501001;312;219,388;1947;0,020;0,570;274;15;5,470;3375
4922601001;258;220,174;1972;0,020;0,700;226;46;20,350;3376
4922701001;235;245,166;1996;0,020;0,590;141;18;12,770;3377
4922801001;170;171,465;1990;0,020;0,900;156;34;21,790;3378
4922901001;228;221,197;1967;0,020;0,650;187;56;29,950;3379
4923001001;225;174,058;1969;0,020;0,770;198;30;15,150;3380
4923101001;427;259,119;1974;0,020;0,550;386;23;5,960;3381
4923201001;95;287,811;1974;0,020;0,550;83;35;42,170;3382
4923301001;92;246,478;1983;0,020;0,510;73;22;30,140;3383
4923401001;605;196,131;1987;0,020;0,690;519;95;18,300;3384
4923501001;480;234,073;1961;0,020;0,560;408;122;29,900;3385
4923601001;128;211,672;1926;0,020;0,780;127;19;14,960;3386
4923701001;200;206,540;1956;0,020;0,530;185;55;29,730;3387
4923801001;361;247,662;1972;0,020;0,650;331;42;12,690;3388
4923901001;531;239,913;1975;0,020;0,530;463;49;10,580;3389
4924001001;193;264,244;1973;0,020;0,470;159;17;10,690;3390
4924101001;284;252,303;1977;0,020;0,550;215;59;27,440;3391
4924201001;412;270,255;1965;0,020;0,670;355;15;4,230;3392
4924301001;119;297,563;1965;0,020;0,590;111;8;7,210;3393
4924401001;91;156,253;1969;0,010;0,790;90;5;5,560;3394
4924501001;227;250,846;1963;0,020;0,610;197;52;26,400;3395
4924601001;186;284,199;1953;0,020;0,640;165;16;9,700;3396
4924701001;439;209,435;1977;0,020;0,560;381;32;8,400;3397
4924801001;189;315,116;1983;0,020;0,580;175;23;13,140;3398
4924901001;105;317,324;1940;0,010;0,610;104;21;20,190;3399
4925001001;1109;181,542;1973;0,020;0,710;933;77;8,250;3400
4925101001;171;256,170;1945;0,020;0,520;158;43;27,220;3401
4925201001;402;251,637;1972;0,020;0,700;349;67;19,200;3402
4925501001;396;242,879;1979;0,020;0,600;341;22;6,450;3403
4925601001;193;277,917;1977;0,020;0,510;156;58;37,180;3404
4925701001;182;264,731;1981;0,020;0,600;118;21;17,800;3405
4925801001;152;225,855;1972;0,020;0,600;132;21;15,910;3406
4925901001;194;208,820;1955;0,020;0,540;165;36;21,820;3407
4926001001;624;290,705;1980;0,020;0,560;563;112;19,890;3408
4926101001;1227;209,325;1992;0,020;0,670;831;85;10,230;3409
4926201001;465;278,852;1989;0,030;0,560;336;91;27,080;3410
4926301001;96;244,240;1950;0,020;0,790;94;16;17,020;3411
4926401001;569;263,174;1972;0,020;0,550;502;106;21,120;3412
4926501001;181;262,403;1967;0,020;0,450;137;47;34,310;3413
4926601001;73;277,315;1959;0,020;0,650;70;15;21,430;3414
4926701001;158;180,627;1986;0,010;0,650;152;21;13,820;3415
4926801001;474;236,342;1979;0,020;0,580;430;90;20,930;3416
4926901001;248;241,750;1980;0,020;0,620;204;46;22,550;3417
4927001001;279;190,570;1973;0,010;0,840;272;22;8,090;3418
4927101001;230;235,887;1957;0,020;0,700;219;12;5,480;3419
4927201001;104;230,173;1965;0,020;0,610;98;13;13,270;3420
4927301001;216;217,194;1983;0,020;0,530;189;30;15,870;3421
4927501001;703;133,321;1974;0,020;0,650;580;44;7,590;3422
4927501002;1031;116,654;1984;0,010;0,570;787;14;1,780;3423
4927501003;1076;133,230;1978;0,010;0,560;985;31;3,150;3424
4927501004;813;114,203;1976;0,010;0,370;739;4;0,540;3425
4927501005;702;147,493;1979;0,010;0,430;582;3;0,520;3426
4927501006;1553;136,730;1995;0,010;0,290;545;11;2,020;3427
4927501007;883;130,586;1984;0,010;0,340;745;3;0,400;3428
4927501008;698;127,712;1975;0,010;0,420;627;0;0,000;3429
4927501009;1108;114,845;1983;0,010;0,330;965;13;1,350;3430
4927501010;648;106,881;1975;0,010;0,210;648;0;0,000;3431
4927501011;619;133,210;1975;0,010;0,450;607;15;2,470;3432
4927501012;509;114,053;1981;0,010;0,440;398;0;0,000;3433
4927501013;564;118,092;1976;0,000;0,310;564;0;0,000;3434
4927501014;629;93,892;1979;0,010;0,270;590;2;0,340;3435
4927501015;883;128,051;1996;0,000;0,260;719;0;0,000;3436
4927502001;982;133,686;1979;0,010;0,540;863;18;2,090;3437
4927502002;962;120,968;1984;0,020;0,580;714;65;9,100;3438
4927502003;1212;103,824;1991;0,010;0,310;688;0;0,000;3439
4927502004;961;135,499;1984;0,010;0,420;745;3;0,400;3440
4927502005;477;142,660;1976;0,010;0,380;469;0;0,000;3441
4927502006;631;105,664;1977;0,010;0,440;537;3;0,560;3442
4927502007;573;78,271;1957;0,000;0,520;572;0;0,000;3443
